Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,97.068022,[221  38] ; [108 140],[168.06903353  90.93096647] ; [160.93096647  87.06903353],1
p6,1,0.0,47.436979,[134 124] ; [ 55 192],[ 96.55841584 161.44158416] ; [ 92.44158416 154.55841584],1
p7,1,0.0,46.342167,[200  56] ; [117 123],[163.61290323  92.38709677] ; [153.38709677  86.61290323],1
p8,1,0.0,33.43888,[173  84] ; [101 142],[140.836 116.164] ; [133.164 109.836],1
p10,1,3.1e-05,17.368832,[232  26] ; [187  59],[214.48809524  43.51190476] ; [204.51190476  41.48809524],1
p5,1,6.9e-05,15.835645,[ 45 212] ; [ 15 233],[ 30.53465347 226.46534653] ; [ 29.46534653 218.53465347],1
p12,1,0.000253,13.389009,[ 36 223] ; [ 11 236],[ 24.05731225 234.94268775] ; [ 22.94268775 224.05731225],1
p9,1,0.000273,13.247678,[237  21] ; [197  47],[223.05179283  34.94820717] ; [210.94820717  33.05179283],1
v1,1,0.000586,11.819363,[161  91] ; [118 125],[142.03636364 109.96363636] ; [136.96363636 106.03636364],1
p11,1,0.000945,10.933225,[217  42] ; [179  71],[201.50098232  57.49901768] ; [194.49901768  55.50098232],1
p2,1,0.000996,10.83422,[230  28] ; [196  54],[216.35433071  41.64566929] ; [209.64566929  40.35433071],1
u1,1,0.002511,9.132341,[ 87 172] ; [ 54 196],[ 71.74656189 187.25343811] ; [ 69.25343811 180.74656189],0
s7,1,0.004747,7.973243,[135 105] ; [105 137],[119.50207469 120.49792531] ; [120.49792531 121.50207469],0
s8,1,0.006586,7.382521,[129 126] ; [ 96 153],[113.83928571 141.16071429] ; [111.16071429 137.83928571],0
v3,1,0.011754,6.347651,[113 137] ; [ 81 157],[ 99.3852459 150.6147541] ; [ 94.6147541 143.3852459],0
v2,1,0.012616,6.222179,[168  83] ; [132 104],[154.6201232  96.3798768] ; [145.3798768  90.6201232],0
r4,1,0.01364,6.084146,[244  15] ; [220  30],[236.1021611  22.8978389] ; [227.8978389  22.1021611],0
s5,1,0.01375,6.069942,[ 99 149] ; [ 70 169],[ 86.06160164 161.93839836] ; [ 82.93839836 156.06160164],0
v4,1,0.018329,5.564446,[250   7] ; [229  18],[244.25198413  12.74801587] ; [234.74801587  12.25198413],0
b1,1,0.018562,5.542333,[109 150] ; [ 80 170],[ 96.17092338 162.82907662] ; [ 92.82907662 157.17092338],0
r2,1,0.021658,5.273044,[250   6] ; [228  16],[244.736  11.264] ; [233.264  10.736],0
n5,1,0.033669,4.511457,[205  52] ; [177  70],[194.78968254  62.21031746] ; [187.21031746  59.78968254],0
n4,1,0.033767,4.506484,[218  41] ; [191  58],[208.52559055  50.47440945] ; [200.47440945  48.52559055],0
a2,1,0.04008,4.214484,[111 148] ; [ 85 165],[ 99.73280943 159.26719057] ; [ 96.26719057 153.73280943],0
p1,1,0.05493,3.684224,[ 29 228] ; [ 16 233],[ 22.85573123 234.14426877] ; [ 22.14426877 226.85573123],0
s2,1,0.068844,3.31037,[142 113] ; [117 129],[131.82634731 123.17365269] ; [127.17365269 118.82634731],0
n6,1,0.077528,3.115984,[224  33] ; [202  46],[216.7960396  40.2039604] ; [209.2039604  38.7960396],0
a3,1,0.082781,3.009444,[212  46] ; [189  60],[204.0591716  53.9408284] ; [196.9408284  52.0591716],0
d1,1,0.087963,2.911259,[188  71] ; [164  86],[179.11198428  79.88801572] ; [172.88801572  77.11198428],0
u3,1,0.095357,2.781524,[34 12] ; [35 25],[29.94339623 16.05660377] ; [39.05660377 20.94339623],0
s3,1,0.127969,2.31697,[148 107] ; [124 118],[139.55734406 115.44265594] ; [132.44265594 109.55734406],0
a4,1,0.137696,2.20352,[148 110] ; [127 123],[139.66535433 118.33464567] ; [135.33464567 114.66535433],0
n3,1,0.154675,2.02553,[32  9] ; [47 25],[28.66371681 12.33628319] ; [50.33628319 21.66371681],0
d2,1,0.187829,1.734567,[157 102] ; [136 112],[149.67850099 109.32149901] ; [143.32149901 104.67850099],0
