Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.022352,5.218208,[27 22] ; [27  7],[31.87951807 17.12048193] ; [22.12048193 11.87951807],0
b4,1,0.036181,4.388535,[27 23] ; [26  8],[31.54761905 18.45238095] ; [21.45238095 12.54761905],0
r2,1,0.053766,3.719963,[41  8] ; [33  1],[43.68674699  5.31325301] ; [30.31325301  3.68674699],0
s8,1,0.076542,3.136845,[12 38] ; [14 19],[15.6626506 34.3373494] ; [10.3373494 22.6626506],0
u2,1,0.111349,2.534965,[ 6 12] ; [7 4],[8.06896552 9.93103448] ; [4.93103448 6.06896552],0
v1,1,0.137027,2.211032,[23 26] ; [21 12],[26.29268293 22.70731707] ; [17.70731707 15.29268293],0
s7,1,0.138417,2.195472,[15 34] ; [15 17],[18.14814815 30.85185185] ; [11.85185185 20.14814815],0
n5,1,0.152499,2.047072,[21 28] ; [20 14],[24.20481928 24.79518072] ; [16.79518072 17.20481928],0
s3,1,0.192541,1.698066,[20 30] ; [17 14],[22.83950617 27.16049383] ; [14.16049383 16.83950617],0
d3,1,0.200491,1.638798,[30 20] ; [25  9],[32.73809524 17.26190476] ; [22.26190476 11.73809524],0
r4,1,0.249609,1.325489,[34 16] ; [27  7],[36.30952381 13.69047619] ; [24.69047619  9.30952381],0
n3,1,0.272254,1.205357,[14  2] ; [10  4],[12.8  3.2] ; [11.2  2.8],0
p3,1,0.326311,0.963482,[18 31] ; [ 9 25],[15.93975904 33.06024096] ; [11.06024096 22.93975904],0
p8,1,0.374439,0.78888,[17 33] ; [14 18],[18.90243902 31.09756098] ; [12.09756098 19.90243902],0
a5,1,0.388933,0.742275,[34 16] ; [20 14],[32.14285714 17.85714286] ; [21.85714286 12.14285714],0
b2,1,0.390277,0.738079,[12 21] ; [ 5 15],[10.58490566 22.41509434] ; [ 6.41509434 13.58490566],0
b3,1,0.390277,0.738079,[12 21] ; [ 5 15],[10.58490566 22.41509434] ; [ 6.41509434 13.58490566],0
r1,1,0.398937,0.711529,[34 16] ; [26  8],[35.71428571 14.28571429] ; [24.28571429  9.71428571],0
p2,1,0.463743,0.536845,[33 17] ; [25  9],[34.52380952 15.47619048] ; [23.47619048 10.52380952],0
v4,1,0.472087,0.517087,[43  7] ; [31  3],[44.04761905  5.95238095] ; [29.95238095  4.04761905],0
a2,1,0.486564,0.484115,[10 40] ; [ 9 25],[11.30952381 38.69047619] ; [ 7.69047619 26.30952381],0
p4,1,0.501987,0.450734,[22 28] ; [17 16],[23.4939759 26.5060241] ; [15.5060241 17.4939759],0
b1,1,0.537406,0.380369,[24 26] ; [14 20],[22.61904762 27.38095238] ; [15.38095238 18.61904762],0
n6,1,0.546012,0.36451,[33 16] ; [25  9],[34.24096386 14.75903614] ; [23.75903614 10.24096386],0
u1,1,0.586104,0.296471,[ 8 42] ; [ 4 30],[ 7.14285714 42.85714286] ; [ 4.85714286 29.14285714],0
b5,1,0.5864,0.296002,[34 16] ; [25  9],[35.11904762 14.88095238] ; [23.88095238 10.11904762],0
a7,1,0.645934,0.211065,[34 16] ; [24  9],[34.93975904 15.06024096] ; [23.06024096  9.93975904],0
a8,1,0.673529,0.177502,[ 6 38] ; [ 5 24],[ 6.63013699 37.36986301] ; [ 4.36986301 24.63013699],0
s4,1,0.676562,0.174021,[ 6 44] ; [ 3 30],[ 5.42168675 44.57831325] ; [ 3.57831325 29.42168675],0
n1,1,0.684498,0.165106,[ 5 11] ; [5 8],[ 5.51724138 10.48275862] ; [4.48275862 8.51724138],0
p1,1,0.690895,0.158118,[ 2 48] ; [ 2 32],[ 2.38095238 47.61904762] ; [ 1.61904762 32.38095238],0
s6,1,0.748398,0.102882,[27 23] ; [19 14],[27.71084337 22.28915663] ; [18.28915663 14.71084337],0
s1,1,0.76451,0.089738,[ 1 49] ; [ 1 32],[ 1.20481928 48.79518072] ; [ 0.79518072 32.20481928],0
d1,1,0.782187,0.076436,[28 22] ; [18 16],[27.38095238 22.61904762] ; [18.61904762 15.38095238],0
u4,1,0.797429,0.065882,[ 2 48] ; [ 1 33],[ 1.78571429 48.21428571] ; [ 1.21428571 32.78571429],0
a6,1,0.800837,0.063637,[31 19] ; [22 12],[31.54761905 18.45238095] ; [21.45238095 12.54761905],0
a3,1,0.800837,0.063637,[31 19] ; [22 12],[31.54761905 18.45238095] ; [21.45238095 12.54761905],0
p9,1,0.825188,0.048787,[19 30] ; [12 21],[18.52439024 30.47560976] ; [12.47560976 20.52439024],0
p7,1,0.841692,0.039892,[23 27] ; [14 18],[22.56097561 27.43902439] ; [14.43902439 17.56097561],0
u3,1,0.842356,0.039553,[ 7 12] ; [4 8],[ 6.74193548 12.25806452] ; [4.25806452 7.74193548],0
p11,1,0.847345,0.037059,[29 21] ; [19 15],[28.57142857 21.42857143] ; [19.42857143 14.57142857],0
p6,1,0.850332,0.035606,[13 35] ; [ 9 22],[13.36708861 34.63291139] ; [ 8.63291139 22.36708861],0
r3,1,0.861056,0.030636,[46  4] ; [30  3],[45.78313253  4.21686747] ; [30.21686747  2.78313253],0
d5,1,0.869371,0.027046,[39 11] ; [26  8],[38.69047619 11.30952381] ; [26.30952381  7.69047619],0
