Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000312,12.995267,[47 17] ; [ 4 12],[40.8 23.2] ; [10.2  5.8],1
r3,1,0.000456,12.288401,[52 12] ; [ 6 10],[46.4 17.6] ; [11.6  4.4],1
v4,1,0.004794,7.955373,[47 16] ; [ 6 10],[42.26582278 20.73417722] ; [10.73417722  5.26582278],0
s2,1,0.052808,3.75,[19 45] ; [ 1 15],[16. 48.] ; [ 4. 12.],0
v3,1,0.091585,2.846286,[15 43] ; [ 1 15],[12.54054054 45.45945946] ; [ 3.45945946 12.54054054],0
u3,1,0.10247,2.666667,[14 10] ; [2 6],[12. 12.] ; [4. 4.],0
n2,1,0.129873,2.294021,[18 11] ; [3 6],[16.02631579 12.97368421] ; [4.97368421 4.02631579],0
p3,1,0.163517,1.941401,[20 44] ; [ 2 13],[17.82278481 46.17721519] ; [ 4.17721519 10.82278481],0
p9,1,0.2278,1.454545,[22 42] ; [ 3 13],[20. 44.] ; [ 5. 11.],0
d2,1,0.239163,1.385523,[30 33] ; [ 5 11],[27.91139241 35.08860759] ; [7.08860759 8.91139241],0
p7,1,0.248213,1.333333,[22 42] ; [8 8],[24. 40.] ; [ 6. 10.],0
b1,1,0.259796,1.269841,[34 30] ; [11  5],[36. 28.] ; [9. 7.],0
d3,1,0.287694,1.13038,[33 30] ; [ 6 10],[31.10126582 31.89873418] ; [7.89873418 8.10126582],0
p12,1,0.289017,1.124195,[ 1 62] ; [ 1 15],[ 1.59493671 61.40506329] ; [ 0.40506329 15.59493671],0
s6,1,0.295292,1.095335,[25 39] ; [ 4 12],[23.2 40.8] ; [ 5.8 10.2],0
v1,1,0.348443,0.879121,[24 40] ; [ 4 12],[22.4 41.6] ; [ 5.6 10.4],0
d1,1,0.348443,0.879121,[24 40] ; [ 4 12],[22.4 41.6] ; [ 5.6 10.4],0
p2,1,0.433273,0.614035,[35 29] ; [7 9],[33.6 30.4] ; [8.4 7.6],0
n4,1,0.433273,0.614035,[35 29] ; [7 9],[33.6 30.4] ; [8.4 7.6],0
u2,1,0.474381,0.511753,[11 12] ; [5 3],[11.87096774 11.12903226] ; [4.12903226 3.87096774],0
a3,1,0.512839,0.428271,[40 24] ; [8 7],[38.88607595 25.11392405] ; [9.11392405 5.88607595],0
s4,1,0.516136,0.421607,[ 8 56] ; [ 3 13],[ 8.8 55.2] ; [ 2.2 13.8],0
n3,1,0.547838,0.361204,[18  9] ; [5 4],[17.25  9.75] ; [5.75 3.25],0
s1,1,0.566224,0.329042,[ 5 58] ; [ 2 14],[ 5.58227848 57.41772152] ; [ 1.41772152 14.58227848],0
a6,1,0.594016,0.284116,[40 23] ; [9 7],[39.07594937 23.92405063] ; [9.92405063 6.07594937],0
d4,1,0.600395,0.2744,[43 19] ; [10  6],[42.12820513 19.87179487] ; [10.87179487  5.12820513],0
p4,1,0.625585,0.238095,[20 44] ; [ 4 12],[19.2 44.8] ; [ 4.8 11.2],0
a7,1,0.65103,0.204604,[36 28] ; [10  6],[36.8 27.2] ; [9.2 6.8],0
b4,1,0.65103,0.204604,[36 28] ; [10  6],[36.8 27.2] ; [9.2 6.8],0
p1,1,0.680698,0.169342,[ 6 57] ; [ 1 15],[ 5.58227848 57.41772152] ; [ 1.41772152 14.58227848],0
s7,1,0.68285,0.166935,[12 47] ; [ 2 11],[11.47222222 47.52777778] ; [ 2.52777778 10.47222222],0
b3,1,0.703525,0.144831,[13 26] ; [3 8],[12.48 26.52] ; [3.52 7.48],0
b2,1,0.703525,0.144831,[13 26] ; [3 8],[12.48 26.52] ; [3.52 7.48],0
a8,1,0.708355,0.139925,[ 6 54] ; [ 2 13],[ 6.4 53.6] ; [ 1.6 13.4],0
s3,1,0.70929,0.138987,[29 35] ; [6 9],[28.35443038 35.64556962] ; [6.64556962 8.35443038],0
a1,1,0.709388,0.138889,[ 6 58] ; [ 2 14],[ 6.4 57.6] ; [ 1.6 14.4],0
v2,1,0.719374,0.129093,[22 39] ; [ 5 11],[21.38961039 39.61038961] ; [ 5.61038961 10.38961039],0
p6,1,0.81782,0.053061,[11 52] ; [ 3 12],[11.30769231 51.69230769] ; [ 2.69230769 12.30769231],0
s5,1,0.818607,0.052596,[ 9 52] ; [ 2 14],[ 8.71428571 52.28571429] ; [ 2.28571429 13.71428571],0
a4,1,0.819477,0.052083,[26 38] ; [ 6 10],[25.6 38.4] ; [6.4 9.6],0
n5,1,0.819477,0.052083,[26 38] ; [ 6 10],[25.6 38.4] ; [6.4 9.6],0
a5,1,0.820337,0.05158,[38 26] ; [9 7],[37.6 26.4] ; [9.4 6.6],0
d5,1,0.84726,0.037101,[41 22] ; [10  6],[40.67088608 22.32911392] ; [10.32911392  5.67088608],0
p8,1,0.873631,0.025296,[14 50] ; [ 3 12],[13.7721519 50.2278481] ; [ 3.2278481 11.7721519],0
a2,1,0.883035,0.021645,[11 53] ; [ 3 13],[11.2 52.8] ; [ 2.8 13.2],0
p11,1,0.907425,0.013523,[23 41] ; [ 6 10],[23.2 40.8] ; [ 5.8 10.2],0
b5,1,0.910533,0.012626,[35 29] ; [9 7],[35.2 28.8] ; [8.8 7.2],0
n1,1,0.933362,0.006992,[12 16] ; [4 5],[12.10810811 15.89189189] ; [3.89189189 5.10810811],0
