Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.001256,10.406313,[ 91 224] ; [28 27],[101.31081081 213.68918919] ; [17.68918919 37.31081081],0
s2,1,0.001414,10.187566,[ 71 242] ; [23 30],[ 80.38797814 232.61202186] ; [13.61202186 39.38797814],0
r4,1,0.001647,9.906964,[239  77] ; [52  3],[247.85983827  68.14016173] ; [43.14016173 11.85983827],0
s6,1,0.00186,9.682655,[128 184] ; [35 20],[138.57220708 173.42779292] ; [24.42779292 30.57220708],0
d2,1,0.002753,8.96436,[115 198] ; [32 23],[125.0298913 187.9701087] ; [21.9701087 33.0298913],0
s3,1,0.004668,8.003745,[101 208] ; [28 25],[110.11325967 198.88674033] ; [18.88674033 34.11325967],0
r1,1,0.02083,5.340998,[212 101] ; [45  9],[219.1852861  93.8147139] ; [37.8147139 16.1852861],0
p2,1,0.027165,4.880284,[216  97] ; [46  9],[222.8423913  90.1576087] ; [39.1576087 15.8423913],0
p11,1,0.03558,4.417113,[214 102] ; [45 10],[220.60377358  95.39622642] ; [38.39622642 16.60377358],0
v4,1,0.049216,3.867972,[273  40] ; [53  2],[277.27717391  35.72282609] ; [48.72282609  6.27717391],0
d5,1,0.049926,3.843957,[224  92] ; [46  9],[229.97304582  86.02695418] ; [40.02695418 14.97304582],0
d1,1,0.062793,3.462039,[141 175] ; [32 23],[147.35309973 168.64690027] ; [25.64690027 29.35309973],0
a2,1,0.065263,3.398322,[ 44 272] ; [13 42],[ 48.54986523 267.45013477] ; [ 8.45013477 46.54986523],0
r3,1,0.07792,3.107764,[269  44] ; [52  3],[273.02445652  39.97554348] ; [47.97554348  7.02445652],0
u2,1,0.098121,2.735819,[62 73] ; [12  6],[65.29411765 69.70588235] ; [8.70588235 9.29411765],0
p7,1,0.111924,2.526842,[130 179] ; [29 25],[135.34710744 173.65289256] ; [23.65289256 30.34710744],0
v3,1,0.114611,2.489466,[ 86 218] ; [20 31],[ 90.77183099 213.22816901] ; [15.22816901 35.77183099],0
p9,1,0.129985,2.29268,[217  93] ; [44 11],[221.67123288  88.32876712] ; [39.32876712 15.67123288],0
u3,1,0.132351,2.264706,[65 71] ; [12  6],[68. 68.] ; [9. 9.],0
p10,1,0.138602,2.193411,[206 105] ; [42 13],[210.73224044 100.26775956] ; [37.26775956 17.73224044],0
p12,1,0.141639,2.160067,[ 10 305] ; [ 4 51],[ 11.91891892 303.08108108] ; [ 2.08108108 52.91891892],0
a8,1,0.142951,2.145905,[ 27 266] ; [ 8 42],[ 29.89795918 263.10204082] ; [ 5.10204082 44.89795918],0
a3,1,0.148801,2.084501,[178 135] ; [37 18],[182.86684783 130.13315217] ; [32.13315217 22.86684783],0
p8,1,0.159852,1.975626,[108 205] ; [24 30],[112.57765668 200.42234332] ; [19.42234332 34.57765668],0
n4,1,0.166824,1.911255,[198 116] ; [40 15],[202.52574526 111.47425474] ; [35.47425474 19.52574526],0
a4,1,0.171703,1.868013,[107 207] ; [24 31],[111.47425474 202.52574526] ; [19.52574526 35.47425474],0
p1,1,0.177677,1.816944,[ 20 293] ; [ 1 54],[ 17.86141304 295.13858696] ; [ 3.13858696 51.86141304],0
v1,1,0.181466,1.785575,[124 185] ; [26 26],[128.3933518 180.6066482] ; [21.6066482 30.3933518],0
p4,1,0.2088,1.579727,[114 198] ; [25 30],[118.16893733 193.83106267] ; [20.83106267 34.16893733],0
s5,1,0.219864,1.505256,[ 56 252] ; [13 38],[ 59.19777159 248.80222841] ; [ 9.80222841 41.19777159],0
b2,1,0.260275,1.267292,[ 45 118] ; [14 24],[ 47.84577114 115.15422886] ; [11.15422886 26.84577114],0
b3,1,0.260275,1.267292,[ 45 118] ; [14 24],[ 47.84577114 115.15422886] ; [11.15422886 26.84577114],0
a5,1,0.276332,1.185042,[194 122] ; [38 17],[197.606469 118.393531] ; [34.393531 20.606469],0
r2,1,0.312868,1.01853,[273  37] ; [51  4],[275.17808219  34.82191781] ; [48.82191781  6.17808219],0
v2,1,0.323819,0.973461,[136 163] ; [27 24],[139.24857143 159.75142857] ; [23.75142857 27.24857143],0
u1,1,0.365268,0.819701,[ 28 288] ; [ 7 48],[ 29.81132075 286.18867925] ; [ 5.18867925 49.81132075],0
s4,1,0.433299,0.613965,[ 39 273] ; [ 9 46],[ 40.80653951 271.19346049] ; [ 7.19346049 47.80653951],0
n3,1,0.487888,0.48118,[66 27] ; [8 5],[64.9245283 28.0754717] ; [9.0754717 3.9245283],0
b1,1,0.51613,0.42162,[112 204] ; [22 33],[114.13477089 201.86522911] ; [19.86522911 35.13477089],0
n6,1,0.562794,0.334889,[234  80] ; [43 12],[235.71273713  78.28726287] ; [41.28726287 13.71273713],0
d4,1,0.654327,0.200488,[238  77] ; [40 15],[236.67567568  78.32432432] ; [41.32432432 13.67567568],0
n5,1,0.694479,0.15428,[200 113] ; [33 21],[198.71662125 114.28337875] ; [34.28337875 19.71662125],0
a1,1,0.716238,0.132125,[ 15 301] ; [ 2 53],[ 14.47978437 301.52021563] ; [ 2.52021563 52.47978437],0
s1,1,0.726349,0.12249,[  9 303] ; [ 2 51],[  9.40273973 302.59726027] ; [ 1.59726027 51.40273973],0
