Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3e-06,22.097588,[ 9 41] ; [86 67],[23.39901478 26.60098522] ; [71.60098522 81.39901478],1
s2,1,1.1e-05,19.31876,[22 28] ; [118  35],[34.48275862 15.51724138] ; [105.51724138  47.48275862],1
v4,1,0.000134,14.580817,[37 10] ; [146   6],[43.22110553  3.77889447] ; [139.77889447  12.22110553],1
p9,1,0.000239,13.5,[31 19] ; [129  21],[40. 10.] ; [120.  30.],1
s7,1,0.000375,12.654717,[14 31] ; [93 59],[24.44162437 20.55837563] ; [82.55837563 69.44162437],1
b5,1,0.000599,11.779642,[20 30] ; [103  50],[30.2955665 19.7044335] ; [92.7044335 60.2955665],1
r4,1,0.000879,11.066515,[34 16] ; [135  18],[41.62561576  8.37438424] ; [127.37438424  25.62561576],1
n6,1,0.001096,10.657098,[28 22] ; [120  31],[36.8159204 13.1840796] ; [111.1840796  39.8159204],0
r3,1,0.001568,9.997212,[42  8] ; [146   5],[46.76616915  3.23383085] ; [141.23383085   9.76616915],0
a2,1,0.003404,8.577114,[ 2 48] ; [ 34 119],[ 8.86699507 41.13300493] ; [ 27.13300493 125.86699507],0
v2,1,0.005977,7.557095,[17 30] ; [83 57],[25.13368984 21.86631016] ; [74.86631016 65.13368984],0
v1,1,0.006414,7.430246,[15 34] ; [77 68],[23.2371134 25.7628866] ; [68.7628866 76.2371134],0
p10,1,0.007495,7.150219,[30 19] ; [121  30],[36.995 12.005] ; [114.005  36.995],0
d5,1,0.007856,7.065911,[30 20] ; [120  32],[37.12871287 12.87128713] ; [112.87128713  39.12871287],0
p11,1,0.01163,6.36636,[29 21] ; [117  36],[35.96059113 14.03940887] ; [110.03940887  42.96059113],0
s5,1,0.013395,6.116196,[ 9 37] ; [58 89],[15.96891192 30.03108808] ; [51.03108808 95.96891192],0
r1,1,0.014035,6.03379,[32 18] ; [123  29],[38.36633663 11.63366337] ; [116.63366337  35.36633663],0
a7,1,0.019015,5.500181,[27 23] ; [110  43],[33.74384236 16.25615764] ; [103.25615764  49.74384236],0
a6,1,0.030489,4.681513,[26 24] ; [104  47],[32.33830846 17.66169154] ; [97.66169154 53.33830846],0
u3,1,0.05678,3.629029,[ 8 12] ; [30 16],[11.51515152  8.48484848] ; [26.48484848 19.51515152],0
