Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.048171,[ 52 112] ; [42 20],[68.21238938 95.78761062] ; [25.78761062 36.21238938],1
b1,1,0.243647,1.359371,[ 64 100] ; [19 43],[ 60.2300885 103.7699115] ; [22.7699115 39.2300885],0
a2,1,0.265061,1.242129,[ 22 142] ; [12 50],[ 24.67256637 139.32743363] ; [ 9.32743363 52.67256637],0
a5,1,0.307084,1.043176,[99 65] ; [42 20],[102.31858407  61.68141593] ; [38.68141593 23.31858407],0
n6,1,0.321398,0.983249,[104  60] ; [43 18],[107.14666667  56.85333333] ; [39.85333333 21.14666667],0
a8,1,0.337473,0.920006,[ 11 142] ; [ 2 54],[  9.51674641 143.48325359] ; [ 3.48325359 52.51674641],0
b3,1,0.359317,0.840278,[22 66] ; [11 22],[24. 64.] ; [ 9. 24.],0
b2,1,0.359317,0.840278,[22 66] ; [11 22],[24. 64.] ; [ 9. 24.],0
r3,1,0.390309,0.737978,[154  10] ; [60  2],[155.2920354   8.7079646] ; [58.7079646  3.2920354],0
p11,1,0.391175,0.735288,[113  51] ; [39 23],[110.30088496  53.69911504] ; [41.69911504 20.30088496],0
b5,1,0.430412,0.62171,[102  62] ; [35 27],[99.4159292 64.5840708] ; [37.5840708 24.4159292],0
a7,1,0.431404,0.61904,[124  39] ; [44 18],[121.70666667  41.29333333] ; [46.29333333 15.70666667],0
n2,1,0.436453,0.605589,[31 19] ; [13  5],[32.35294118 17.64705882] ; [11.64705882  6.35294118],0
u2,1,0.491081,0.474158,[38 23] ; [13 11],[36.6 24.4] ; [14.4  9.6],0
v3,1,0.498535,0.458053,[ 42 110] ; [20 42],[ 44.03738318 107.96261682] ; [17.96261682 44.03738318],0
r2,1,0.597499,0.278784,[149  14] ; [58  4],[149.96  13.04] ; [57.04  4.96],0
r1,1,0.621799,0.243348,[121  43] ; [43 18],[119.53777778  44.46222222] ; [44.46222222 16.53777778],0
d1,1,0.626971,0.236191,[84 80] ; [34 28],[85.62831858 78.37168142] ; [32.37168142 29.62831858],0
n3,1,0.67023,0.181333,[36 14] ; [12  6],[35.29411765 14.70588235] ; [12.70588235  5.29411765],0
d3,1,0.697347,0.151246,[114  49] ; [45 17],[115.18666667  47.81333333] ; [43.81333333 18.18666667],0
p8,1,0.772774,0.083376,[66 97] ; [26 35],[66.94642857 96.05357143] ; [25.05357143 35.94642857],0
v2,1,0.796649,0.066402,[77 76] ; [30 32],[76.14418605 76.85581395] ; [30.85581395 31.14418605],0
p2,1,0.811673,0.056772,[128  35] ; [47 14],[127.34375  35.65625] ; [47.65625 13.34375],0
p7,1,0.818028,0.052938,[89 73] ; [34 26],[89.75675676 72.24324324] ; [33.24324324 26.75675676],0
u3,1,0.901573,0.015295,[39 22] ; [15  9],[38.75294118 22.24705882] ; [15.24705882  8.75294118],0
a3,1,0.922418,0.009484,[101  63] ; [38 23],[101.31555556  62.68444444] ; [37.68444444 23.31555556],0
