Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,53.769184,[96 15] ; [114 138],[64.21487603 46.78512397] ; [145.78512397 106.21487603],1
p4,1,0.0,30.374356,[78 34] ; [ 98 157],[53.71117166 58.28882834] ; [122.28882834 132.71117166],1
p5,1,0.0,28.680998,[25 87] ; [ 11 245],[ 10.95652174 101.04347826] ; [ 25.04347826 230.95652174],1
p8,1,1e-06,23.215348,[72 40] ; [ 95 161],[50.82608696 61.17391304] ; [116.17391304 139.82608696],1
s7,1,1.1e-05,19.351223,[61 44] ; [ 81 165],[42.47863248 62.52136752] ; [ 99.52136752 146.47863248],1
p3,1,8.9e-05,15.347159,[64 48] ; [ 91 167],[46.91891892 65.08108108] ; [108.08108108 149.91891892],1
s8,1,0.000454,12.2943,[51 60] ; [ 70 187],[36.49728261 74.50271739] ; [ 84.50271739 172.49728261],1
b2,1,0.000776,11.298934,[33 34] ; [ 36 104],[22.33333333 44.66666667] ; [46.66666667 93.33333333],1
b3,1,0.000776,11.298934,[33 34] ; [ 36 104],[22.33333333 44.66666667] ; [46.66666667 93.33333333],1
s5,1,0.004658,8.007712,[40 66] ; [ 58 193],[29.09803922 76.90196078] ; [ 68.90196078 182.09803922],0
p1,1,0.006036,7.539459,[17 95] ; [ 16 239],[ 10.07084469 101.92915531] ; [ 22.92915531 232.07084469],0
v2,1,0.006877,7.304945,[64 47] ; [103 141],[52.21690141 58.78309859] ; [114.78309859 129.21690141],0
p12,1,0.007784,7.082505,[ 11 101] ; [  8 247],[  5.79836512 106.20163488] ; [ 13.20163488 241.79836512],0
n6,1,0.010483,6.550892,[97 14] ; [195  63],[87.83739837 23.16260163] ; [204.16260163  53.83739837],0
p2,1,0.015485,5.860399,[96 16] ; [191  66],[87.11111111 24.88888889] ; [199.88888889  57.11111111],0
s2,1,0.017029,5.693348,[58 53] ; [ 99 156],[47.6147541 63.3852459] ; [109.3852459 145.6147541],0
n4,1,0.046467,3.964585,[86 26] ; [170  86],[77.91304348 34.08695652] ; [178.08695652  77.91304348],0
n5,1,0.047529,3.926555,[86 25] ; [172  84],[78.03269755 32.96730245] ; [179.96730245  76.03269755],0
p11,1,0.049347,3.863505,[90 22] ; [182  76],[82.33513514 29.66486486] ; [189.66486486  68.33513514],0
p10,1,0.05096,3.80959,[89 22] ; [178  75],[81.42032967 29.57967033] ; [185.57967033  67.42032967],0
a4,1,0.069368,3.2979,[35 76] ; [ 58 199],[28.05163043 82.94836957] ; [ 64.94836957 192.05163043],0
p9,1,0.076759,3.13222,[93 19] ; [188  64],[86.46153846 25.53846154] ; [194.53846154  57.46153846],0
s6,1,0.077031,3.126451,[72 35] ; [145 108],[64.49722222 42.50277778] ; [152.50277778 100.49722222],0
r3,1,0.137783,2.202551,[106   6] ; [232  26],[102.31351351   9.68648649] ; [235.68648649  22.31351351],0
u2,1,0.160643,1.968161,[27 21] ; [49 62],[22.94339623 25.05660377] ; [53.05660377 57.94339623],0
b1,1,0.178932,1.806474,[50 62] ; [ 96 162],[44.19459459 67.80540541] ; [101.80540541 156.19459459],0
a2,1,0.208876,1.579202,[ 10 102] ; [ 14 244],[  7.26486486 104.73513514] ; [ 16.73513514 241.26486486],0
v3,1,0.241874,1.369638,[43 68] ; [ 81 169],[38.12742382 72.87257618] ; [ 85.87257618 164.12742382],0
v4,1,0.24285,1.363975,[108   4] ; [239  17],[105.60869565   6.39130435] ; [241.39130435  14.60869565],0
a5,1,0.249918,1.32376,[57 55] ; [148 110],[62.05405405 49.94594595] ; [142.94594595 115.05405405],0
a8,1,0.252995,1.306689,[17 89] ; [ 28 214],[13.70689655 92.29310345] ; [ 31.29310345 210.70689655],0
v1,1,0.256464,1.287742,[58 53] ; [114 135],[53.03333333 57.96666667] ; [118.96666667 130.03333333],0
u1,1,0.265784,1.23838,[  5 107] ; [  6 252],[  3.32972973 108.67027027] ; [  7.67027027 250.32972973],0
d3,1,0.268887,1.222417,[49 61] ; [ 99 159],[44.23913043 65.76086957] ; [103.76086957 154.23913043],0
n2,1,0.289118,1.123725,[20  7] ; [56 11],[21.82978723  5.17021277] ; [54.17021277 12.82978723],0
n1,1,0.317378,0.999721,[13 14] ; [24 41],[10.85869565 16.14130435] ; [26.14130435 38.85869565],0
a7,1,0.322771,0.977684,[75 35] ; [162  96],[70.8423913 39.1576087] ; [166.1576087  91.8423913],0
b5,1,0.333358,0.93581,[69 43] ; [145 113],[64.77837838 47.22162162] ; [149.22162162 108.77837838],0
d5,1,0.364464,0.822453,[58 53] ; [148 110],[61.96747967 49.03252033] ; [144.03252033 113.96747967],0
r1,1,0.423856,0.639598,[85 27] ; [184  72],[81.86956522 30.13043478] ; [187.13043478  68.86956522],0
s4,1,0.432175,0.616972,[16 94] ; [ 46 211],[18.58310627 91.41689373] ; [ 43.41689373 213.58310627],0
d2,1,0.471016,0.51959,[15 97] ; [ 42 215],[17.30081301 94.69918699] ; [ 39.69918699 217.30081301],0
n3,1,0.508648,0.436847,[19  8] ; [50 15],[20.25  6.75] ; [48.75 16.25],0
d4,1,0.578491,0.308681,[66 46] ; [144 114],[63.56756757 48.43243243] ; [146.43243243 111.56756757],0
u3,1,0.604066,0.268908,[27 21] ; [58 54],[25.5 22.5] ; [59.5 52.5],0
r4,1,0.611044,0.258658,[101  11] ; [228  30],[99.58918919 12.41081081] ; [229.41081081  28.58918919],0
s1,1,0.625383,0.238374,[  4 107] ; [ 12 241],[  4.87912088 106.12087912] ; [ 11.12087912 241.87912088],0
a6,1,0.870493,0.026579,[67 45] ; [152 106],[66.29189189 45.70810811] ; [152.70810811 105.29189189],0
a3,1,0.873684,0.025275,[64 48] ; [144 112],[63.30434783 48.69565217] ; [144.69565217 111.30434783],0
s3,1,0.878623,0.023322,[58 53] ; [130 123],[57.32967033 53.67032967] ; [130.67032967 122.32967033],0
a1,1,0.88783,0.019895,[  4 108] ; [ 10 248],[  4.23783784 107.76216216] ; [  9.76216216 248.23783784],0
b4,1,0.951794,0.003655,[63 49] ; [146 112],[63.26486486 48.73513514] ; [145.73513514 112.26486486],0
