Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.009389,6.747348,[90 23] ; [8 8],[85.84496124 27.15503876] ; [12.15503876  3.84496124],0
p9,1,0.019072,5.494898,[98 16] ; [10  6],[94.70769231 19.29230769] ; [13.29230769  2.70769231],0
p11,1,0.020463,5.371947,[88 26] ; [8 8],[84.18461538 29.81538462] ; [11.81538462  4.18461538],0
p4,1,0.020463,5.371947,[88 26] ; [8 8],[84.18461538 29.81538462] ; [11.81538462  4.18461538],0
a5,1,0.035393,4.426137,[80 34] ; [7 9],[76.29230769 37.70769231] ; [10.70769231  5.29230769],0
d3,1,0.040246,4.207465,[78 34] ; [7 9],[74.375 37.625] ; [10.625  5.375],0
n5,1,0.043964,4.057954,[84 29] ; [8 8],[80.58914729 32.41085271] ; [11.41085271  4.58914729],0
n4,1,0.057778,3.600051,[89 25] ; [9 7],[85.93846154 28.06153846] ; [12.06153846  3.93846154],0
n6,1,0.060342,3.527961,[99 15] ; [11  5],[96.46153846 17.53846154] ; [13.53846154  2.46153846],0
v2,1,0.084219,2.981537,[38 75] ; [8 6],[40.92913386 72.07086614] ; [5.07086614 8.92913386],0
d5,1,0.110194,2.55143,[85 28] ; [9 7],[82.34108527 30.65891473] ; [11.65891473  4.34108527],0
s1,1,0.113987,2.498048,[  4 108] ; [ 2 14],[  5.25 106.75] ; [ 0.75 15.25],0
a2,1,0.126301,2.337391,[26 88] ; [ 1 15],[23.67692308 90.32307692] ; [ 3.32307692 12.67692308],0
a7,1,0.130783,2.283186,[78 35] ; [8 8],[75.33333333 37.66666667] ; [10.66666667  5.33333333],0
r1,1,0.147826,2.094537,[84 30] ; [9 7],[81.55384615 32.44615385] ; [11.44615385  4.55384615],0
v3,1,0.173365,1.853603,[27 87] ; [6 9],[29.1627907 84.8372093] ; [ 3.8372093 11.1627907],0
p7,1,0.17702,1.822467,[92 19] ; [11  5],[90.02362205 20.97637795] ; [12.97637795  3.02362205],0
v4,1,0.182039,1.780898,[108   5] ; [14  2],[106.86821705   6.13178295] ; [15.13178295  0.86821705],0
u1,1,0.200265,1.640442,[22 92] ; [ 1 15],[20.16923077 93.83076923] ; [ 2.83076923 13.16923077],0
a4,1,0.201597,1.63077,[55 59] ; [ 5 11],[52.61538462 61.38461538] ; [7.38461538 8.61538462],0
p12,1,0.218228,1.515989,[ 10 103] ; [ 3 13],[ 11.3875969 101.6124031] ; [ 1.6124031 14.3875969],0
b3,1,0.226326,1.463806,[30 34] ; [3 8],[28.16 35.84] ; [4.84 6.16],0
b2,1,0.226326,1.463806,[30 34] ; [3 8],[28.16 35.84] ; [4.84 6.16],0
p8,1,0.24709,1.339681,[74 40] ; [8 8],[71.90769231 42.09230769] ; [10.09230769  5.90769231],0
s6,1,0.258483,1.276863,[74 36] ; [13  3],[75.95238095 34.04761905] ; [11.04761905  4.95238095],0
p5,1,0.279502,1.169508,[19 95] ; [ 1 15],[17.53846154 96.46153846] ; [ 2.46153846 13.53846154],0
d2,1,0.285578,1.140351,[55 59] ; [10  6],[57. 57.] ; [8. 8.],0
b1,1,0.285622,1.140145,[48 66] ; [9 7],[49.98461538 64.01538462] ; [7.01538462 8.98461538],0
s4,1,0.310479,1.028639,[28 82] ; [ 6 10],[29.68253968 80.31746032] ; [ 4.31746032 11.68253968],0
n1,1,0.374333,0.789231,[10 22] ; [3 3],[10.94736842 21.05263158] ; [2.05263158 3.94736842],0
