Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,88.011501,[ 55 125] ; [293 115],[106.53061224  73.46938776] ; [241.46938776 166.53061224],1
a3,1,0.03758,4.323941,[125  56] ; [317  94],[135.13851351  45.86148649] ; [306.86148649 104.13851351],0
d3,1,0.042217,4.12648,[116  65] ; [299 114],[126.45622896  54.54377104] ; [288.54377104 124.45622896],0
b4,1,0.066092,3.377502,[115  66] ; [229 184],[104.82154882  76.17845118] ; [239.17845118 173.82154882],0
d5,1,0.073876,3.194719,[146  35] ; [356  56],[153.22428331  27.77571669] ; [348.77571669  63.22428331],0
r3,1,0.081514,3.03445,[169  10] ; [398  11],[172.60714286   6.39285714] ; [394.39285714  14.60714286],0
v1,1,0.082227,3.020325,[92 82] ; [245 159],[101.44982699  72.55017301] ; [235.55017301 168.44982699],0
n6,1,0.092306,2.833689,[155  25] ; [373  38],[160.81218274  19.18781726] ; [367.18781726  43.81218274],0
v2,1,0.095128,2.785389,[92 82] ; [242 159],[101.07130435  72.92869565] ; [232.92869565 168.07130435],0
n5,1,0.099946,2.706409,[149  31] ; [361  50],[155.32994924  24.67005076] ; [354.67005076  56.32994924],0
d1,1,0.102765,2.662101,[102  79] ; [262 151],[110.91582492  70.08417508] ; [253.08417508 159.91582492],0
u1,1,0.112121,2.524063,[ 28 153] ; [ 87 326],[ 35.04208754 145.95791246] ; [ 79.95791246 333.04208754],0
s1,1,0.187385,1.738059,[  8 170] ; [ 10 398],[  5.46757679 172.53242321] ; [ 12.53242321 395.46757679],0
a8,1,0.213608,1.546801,[ 22 141] ; [ 66 304],[ 26.91181989 136.08818011] ; [ 61.08818011 308.91181989],0
s2,1,0.253775,1.302401,[87 90] ; [222 187],[93.33276451 83.66723549] ; [215.66723549 193.33276451],0
r2,1,0.260732,1.264865,[168  12] ; [387  18],[170.76923077   9.23076923] ; [384.23076923  20.76923077],0
b1,1,0.28983,1.12041,[ 64 117] ; [165 248],[ 69.77946128 111.22053872] ; [159.22053872 253.77946128],0
s3,1,0.295596,1.093958,[99 79] ; [244 161],[104.7238422  73.2761578] ; [238.2761578 166.7238422],0
d4,1,0.35061,0.871247,[146  34] ; [347  65],[149.89864865  30.10135135] ; [343.10135135  68.89864865],0
n1,1,0.360108,0.837516,[18 20] ; [26 42],[15.77358491 22.22641509] ; [28.22641509 39.77358491],0
n2,1,0.387864,0.745628,[27 12] ; [53 16],[28.88888889 10.11111111] ; [51.11111111 17.88888889],0
a6,1,0.40927,0.680922,[119  62] ; [285 127],[123.31197302  57.68802698] ; [280.68802698 131.31197302],0
b2,1,0.446585,0.579304,[37 67] ; [108 163],[40.21333333 63.78666667] ; [104.78666667 166.21333333],0
b3,1,0.446585,0.579304,[37 67] ; [108 163],[40.21333333 63.78666667] ; [104.78666667 166.21333333],0
s4,1,0.489282,0.478105,[ 23 156] ; [ 61 345],[ 25.7025641 153.2974359] ; [ 58.2974359 347.7025641],0
a7,1,0.658963,0.194786,[127  53] ; [298 114],[129.22297297  50.77702703] ; [295.77702703 116.22297297],0
u4,1,0.674694,0.17616,[  3 178] ; [  9 403],[  3.66273187 177.33726813] ; [  8.33726813 403.66273187],0
p12,1,0.73526,0.114337,[ 15 164] ; [ 38 373],[ 16.07966102 162.92033898] ; [ 36.92033898 374.07966102],0
u2,1,0.737609,0.11224,[30 26] ; [53 41],[30.98666667 25.01333333] ; [52.01333333 41.98666667],0
a5,1,0.752762,0.099225,[139  42] ; [322  91],[140.47306397  40.52693603] ; [320.52693603  92.47306397],0
d2,1,0.778613,0.079032,[95 84] ; [214 199],[93.43074324 85.56925676] ; [215.56925676 197.43074324],0
p1,1,0.779377,0.078473,[ 17 163] ; [ 42 370],[ 17.93918919 162.06081081] ; [ 41.06081081 370.93918919],0
a4,1,0.780991,0.077299,[89 92] ; [197 214],[87.44256757 93.55743243] ; [198.55743243 212.44256757],0
u3,1,0.789986,0.070931,[31 25] ; [51 45],[30.21052632 25.78947368] ; [51.78947368 44.21052632],0
n3,1,0.90792,0.013378,[29 10] ; [52 17],[29.25  9.75] ; [51.75 17.25],0
