Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,28.596661,[34 21] ; [12 62],[19.6124031 35.3875969] ; [26.3875969 47.6124031],1
s6,1,3e-05,17.395259,[39 16] ; [25 49],[27.28682171 27.71317829] ; [36.71317829 37.28682171],1
s7,1,0.000501,12.111673,[25 27] ; [13 57],[16.19672131 35.80327869] ; [21.80327869 48.19672131],1
s4,1,0.004193,8.19831,[13 40] ; [ 5 70],[ 7.453125 45.546875] ; [10.546875 64.453125],0
s8,1,0.004656,8.008383,[19 36] ; [10 64],[12.36434109 42.63565891] ; [16.63565891 57.36434109],0
p6,1,0.005947,7.566148,[16 37] ; [ 8 66],[10.01574803 42.98425197] ; [13.98425197 60.01574803],0
n1,1,0.009823,6.666667,[10  8] ; [ 5 22],[ 6. 12.] ; [ 9. 18.],0
p7,1,0.011811,6.339066,[30 24] ; [25 50],[23.02325581 30.97674419] ; [31.97674419 43.02325581],0
s5,1,0.021644,5.274204,[16 37] ; [10 64],[10.8503937 42.1496063] ; [15.1496063 58.8503937],0
p8,1,0.022812,5.182795,[25 30] ; [20 56],[18.89312977 36.10687023] ; [26.10687023 49.89312977],0
p2,1,0.027828,4.838682,[36 19] ; [35 41],[29.80916031 25.19083969] ; [41.19083969 34.80916031],0
u2,1,0.03663,4.367512,[13  5] ; [10 15],[9.62790698 8.37209302] ; [13.37209302 11.62790698],0
p10,1,0.0377,4.318524,[20 35] ; [15 60],[14.80769231 40.19230769] ; [20.19230769 54.80769231],0
r3,1,0.067372,3.345923,[51  4] ; [62 14],[47.44274809  7.55725191] ; [65.55725191 10.44274809],0
p11,1,0.143584,2.139118,[31 24] ; [33 43],[26.87022901 28.12977099] ; [37.12977099 38.87022901],0
n5,1,0.152977,2.042312,[33 22] ; [36 40],[28.96946565 26.03053435] ; [40.03053435 35.96946565],0
p4,1,0.178455,1.810445,[25 30] ; [25 49],[21.31782946 33.68217054] ; [28.68217054 45.31782946],0
n6,1,0.204154,1.612403,[33 22] ; [53 22],[36.38461538 18.61538462] ; [49.61538462 25.38461538],0
b2,1,0.21157,1.560653,[12 18] ; [13 36],[ 9.49367089 20.50632911] ; [15.50632911 33.49367089],0
