Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,42.650793,[74  3] ; [19 24],[59.675 17.325] ; [33.325  9.675],1
r2,1,0.0,34.982584,[76  1] ; [24 18],[64.70588235 12.29411765] ; [35.29411765  6.70588235],1
v4,1,0.0,31.420785,[72  4] ; [22 21],[60.03361345 15.96638655] ; [33.96638655  9.03361345],1
r1,1,0.0,31.28706,[60 17] ; [11 32],[45.55833333 31.44166667] ; [25.44166667 17.55833333],1
s6,1,1.7e-05,18.474783,[50 25] ; [11 32],[38.77118644 36.22881356] ; [22.22881356 20.77118644],1
p10,1,0.000237,13.511635,[52 24] ; [14 28],[42.50847458 33.49152542] ; [23.49152542 18.50847458],1
p11,1,0.000265,13.305626,[58 19] ; [18 25],[48.76666667 28.23333333] ; [27.23333333 15.76666667],1
u2,1,0.00087,11.084652,[15  8] ; [ 3 17],[ 9.62790698 13.37209302] ; [ 8.37209302 11.62790698],1
p9,1,0.001014,10.801825,[59 17] ; [19 21],[51.10344828 24.89655172] ; [26.89655172 13.10344828],0
s8,1,0.00277,8.953206,[31 46] ; [ 6 37],[23.74166667 53.25833333] ; [13.25833333 29.74166667],0
n2,1,0.00429,8.156992,[23  4] ; [12 13],[18.17307692  8.82692308] ; [16.82692308  8.17307692],0
u3,1,0.010738,6.50809,[12 11] ; [ 3 17],[ 8.02325581 14.97674419] ; [ 6.97674419 13.02325581],0
p3,1,0.020283,5.38739,[28 49] ; [ 7 36],[22.45833333 54.54166667] ; [12.54166667 30.45833333],0
a6,1,0.021618,5.276296,[40 37] ; [13 30],[34.00833333 42.99166667] ; [18.99166667 24.00833333],0
a5,1,0.024203,5.080036,[52 25] ; [20 23],[46.2 30.8] ; [25.8 17.2],0
s3,1,0.033765,4.506548,[37 39] ; [12 30],[31.55932203 44.44067797] ; [17.44067797 24.55932203],0
s2,1,0.034054,4.491983,[32 43] ; [10 33],[26.69491525 48.30508475] ; [15.30508475 27.69491525],0
d5,1,0.035062,4.442158,[51 26] ; [20 23],[45.55833333 31.44166667] ; [25.44166667 17.55833333],0
v1,1,0.041186,4.168357,[34 41] ; [11 31],[28.84615385 46.15384615] ; [16.15384615 25.84615385],0
v3,1,0.042852,4.101219,[21 47] ; [ 6 37],[16.54054054 51.45945946] ; [10.45945946 32.54054054],0
a1,1,0.042978,4.096264,[ 2 75] ; [ 5 38],[ 4.49166667 72.50833333] ; [ 2.50833333 40.49166667],0
s5,1,0.045992,3.981902,[19 50] ; [ 5 38],[14.78571429 54.21428571] ; [ 9.21428571 33.78571429],0
p4,1,0.058839,3.569802,[29 48] ; [ 9 34],[24.38333333 52.61666667] ; [13.61666667 29.38333333],0
b1,1,0.064303,3.422767,[33 44] ; [26 17],[37.85833333 39.14166667] ; [21.14166667 21.85833333],0
a8,1,0.065428,3.394162,[ 9 63] ; [ 1 41],[ 6.31578947 65.68421053] ; [ 3.68421053 38.31578947],0
a3,1,0.068306,3.323273,[54 23] ; [23 20],[49.40833333 27.59166667] ; [27.59166667 15.40833333],0
a4,1,0.092293,2.833925,[38 39] ; [14 28],[33.64705882 43.35294118] ; [18.35294118 23.64705882],0
a2,1,0.107792,2.586301,[ 8 69] ; [ 1 42],[ 5.775 71.225] ; [ 3.225 39.775],0
p8,1,0.116911,2.458225,[18 59] ; [ 5 38],[14.75833333 62.24166667] ; [ 8.24166667 34.75833333],0
n3,1,0.117017,2.456806,[17  8] ; [11 13],[14.28571429 10.71428571] ; [13.71428571 10.28571429],0
