Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,47.024872,[22 73] ; [331 211],[52.64521193 42.35478807] ; [300.35478807 241.64521193],1
p4,1,0.0,42.435818,[32 61] ; [383 169],[59.8372093 33.1627907] ; [355.1627907 196.8372093],1
p7,1,0.0,35.856831,[36 56] ; [387 158],[61.09262166 30.90737834] ; [361.90737834 183.09262166],1
d5,1,1e-06,25.033553,[61 32] ; [478  75],[77.59597523 15.40402477] ; [461.40402477  91.59597523],1
p10,1,1e-06,23.725413,[63 31] ; [479  72],[78.98914729 15.01085271] ; [463.01085271  87.98914729],1
p9,1,2e-06,22.754856,[67 28] ; [486  61],[81.83021807 13.16978193] ; [471.16978193  75.83021807],1
p6,1,0.000493,12.141487,[23 71] ; [238 308],[38.334375 55.665625] ; [222.665625 323.334375],1
p3,1,0.003612,8.469112,[38 56] ; [313 240],[50.99536321 43.00463679] ; [300.00463679 252.99536321],0
a3,1,0.005617,7.669314,[59 35] ; [421 131],[69.84520124 24.15479876] ; [410.15479876 141.84520124],0
p11,1,0.006574,7.385869,[69 26] ; [466  88],[78.31278891 16.68721109] ; [456.68721109  97.31278891],0
v1,1,0.007029,7.265481,[41 51] ; [323 219],[52.82018927 39.17981073] ; [311.17981073 230.82018927],0
d4,1,0.025203,5.009918,[70 23] ; [468  85],[77.45201238 15.54798762] ; [460.54798762  92.45201238],0
b1,1,0.025466,4.991928,[47 48] ; [207 347],[37.18027735 57.81972265] ; [216.81972265 337.18027735],0
d3,1,0.025805,4.969056,[56 37] ; [397 157],[65.11437403 27.88562597] ; [387.88562597 166.11437403],0
s1,1,0.028152,4.818713,[ 7 86] ; [ 16 529],[ 3.35266458 89.64733542] ; [ 19.64733542 525.35266458],0
a5,1,0.034258,4.481802,[66 29] ; [439 115],[73.92141757 21.07858243] ; [431.07858243 122.92141757],0
n5,1,0.070459,3.272288,[76 19] ; [481  72],[81.65895062 13.34104938] ; [475.34104938  77.65895062],0
u4,1,0.080765,3.049443,[ 5 90] ; [ 12 542],[ 2.48844376 92.51155624] ; [ 14.51155624 539.48844376],0
d1,1,0.094956,2.788288,[52 43] ; [353 201],[59.2835131 35.7164869] ; [345.7164869 208.2835131],0
d2,1,0.097293,2.749362,[41 51] ; [298 255],[48.35348837 43.64651163] ; [290.64651163 262.35348837],0
s3,1,0.125473,2.347639,[47 45] ; [326 221],[53.70266041 38.29733959] ; [319.29733959 227.70266041],0
r3,1,0.136831,2.213236,[91  4] ; [543  10],[92.94753086  2.05246914] ; [541.05246914  11.94753086],0
n3,1,0.145746,2.116214,[19  2] ; [70 22],[16.53982301  4.46017699] ; [72.46017699 19.53982301],0
s7,1,0.166063,1.918127,[42 48] ; [288 240],[48.05825243 41.94174757] ; [281.94174757 246.05825243],0
a2,1,0.181227,1.787534,[20 75] ; [153 401],[25.32357473 69.67642527] ; [147.67642527 406.32357473],0
v4,1,0.236426,1.401777,[91  4] ; [541  12],[92.65432099  2.34567901] ; [539.34567901  13.65432099],0
n1,1,0.257411,1.282627,[13 10] ; [39 51],[10.5840708 12.4159292] ; [41.4159292 48.5840708],0
p5,1,0.258681,1.2758,[ 9 83] ; [ 78 474],[12.42857143 79.57142857] ; [ 74.57142857 477.42857143],0
a7,1,0.321952,0.981001,[66 29] ; [411 142],[69.93055556 25.06944444] ; [407.06944444 145.93055556],0
n2,1,0.336831,0.922454,[20  4] ; [68 24],[18.20689655  5.79310345] ; [69.79310345 22.20689655],0
s5,1,0.355472,0.853826,[28 61] ; [194 337],[31.86774194 57.13225806] ; [190.13225806 340.86774194],0
v2,1,0.368328,0.809298,[49 42] ; [315 220],[52.91373802 38.08626198] ; [311.08626198 223.91373802],0
a1,1,0.39491,0.72377,[ 6 89] ; [ 24 530],[ 4.39137134 90.60862866] ; [ 25.60862866 528.39137134],0
