Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,65.384362,[100  21] ; [39 85],[68.64897959 52.35102041] ; [70.35102041 53.64897959],1
s6,1,3e-06,21.774157,[112  11] ; [85 42],[96.924 26.076] ; [100.076  26.924],1
s2,1,0.00025,13.414471,[105  19] ; [84 46],[92.26771654 31.73228346] ; [96.73228346 33.26771654],1
n6,1,0.000461,12.266129,[108  16] ; [88 40],[96.44444444 27.55555556] ; [99.55555556 28.44444444],1
p10,1,0.000617,11.725413,[105  17] ; [86 41],[93.58232932 28.41767068] ; [97.41767068 29.58232932],1
s5,1,0.000722,11.431274,[54 63] ; [32 94],[41.40740741 75.59259259] ; [44.59259259 81.40740741],1
n5,1,0.005382,7.746412,[99 25] ; [82 46],[89.06349206 34.93650794] ; [91.93650794 36.06349206],0
p8,1,0.005972,7.558826,[54 68] ; [35 92],[43.6064257 78.3935743] ; [45.3935743 81.6064257],0
p4,1,0.008484,6.928378,[57 66] ; [39 90],[46.85714286 76.14285714] ; [49.14285714 79.85714286],0
p6,1,0.008879,6.846983,[42 81] ; [ 25 103],[32.83266932 90.16733068] ; [34.16733068 93.83266932],0
p9,1,0.009769,6.676464,[107  16] ; [94 33],[98.892 24.108] ; [102.108  24.892],0
d5,1,0.015487,5.860154,[101  23] ; [88 41],[92.63241107 31.36758893] ; [96.36758893 32.63241107],0
v4,1,0.018816,5.518503,[120   3] ; [114  12],[115.59036145   7.40963855] ; [118.40963855   7.59036145],0
a5,1,0.019919,5.418994,[88 36] ; [74 56],[79.08661417 44.91338583] ; [82.91338583 47.08661417],0
a3,1,0.020072,5.405636,[92 32] ; [78 51],[83.3201581 40.6798419] ; [86.6798419 42.3201581],0
d1,1,0.022619,5.197525,[74 50] ; [59 71],[64.92913386 59.07086614] ; [68.07086614 61.92913386],0
r4,1,0.03903,4.259575,[113  11] ; [107  23],[107.4015748  16.5984252] ; [112.5984252  17.4015748],0
v1,1,0.04854,3.891176,[66 54] ; [53 72],[58.28571429 61.71428571] ; [60.71428571 64.28571429],0
v2,1,0.051674,3.786286,[67 51] ; [53 67],[59.49579832 58.50420168] ; [60.50420168 59.49579832],0
n4,1,0.053727,3.721146,[94 29] ; [85 45],[87.02371542 35.97628458] ; [91.97628458 38.02371542],0
p5,1,0.062755,3.463037,[  9 113] ; [  3 125],[  5.856 116.144] ; [  6.144 121.856],0
v3,1,0.06829,3.323642,[45 75] ; [33 91],[38.36065574 81.63934426] ; [39.63934426 84.36065574],0
d2,1,0.071957,3.23781,[62 62] ; [50 79],[54.89328063 69.10671937] ; [57.10671937 71.89328063],0
a4,1,0.095187,2.784384,[58 66] ; [47 82],[51.46245059 72.53754941] ; [53.53754941 75.46245059],0
p7,1,0.106711,2.602273,[71 45] ; [62 60],[64.82352941 51.17647059] ; [68.17647059 53.82352941],0
s1,1,0.115631,2.47552,[  4 117] ; [ 10 116],[  6.8582996 114.1417004] ; [  7.1417004 118.8582996],0
n1,1,0.127263,2.325581,[16 16] ; [14 29],[12.8 19.2] ; [17.2 25.8],0
b4,1,0.143412,2.140958,[67 57] ; [82 48],[72.74015748 51.25984252] ; [76.25984252 53.74015748],0
u1,1,0.146435,2.108999,[ 20 104] ; [ 13 117],[ 16.11023622 107.88976378] ; [ 16.88976378 113.11023622],0
a8,1,0.147322,2.099767,[24 88] ; [ 17 103],[19.79310345 92.20689655] ; [21.20689655 98.79310345],0
r2,1,0.14784,2.094402,[118   3] ; [120   8],[115.65461847   5.34538153] ; [122.34538153   5.65461847],0
a2,1,0.151162,2.060484,[30 94] ; [ 22 108],[25.38582677 98.61417323] ; [ 26.61417323 103.38582677],0
u4,1,0.158899,1.984676,[  4 120] ; [  1 129],[  2.44094488 121.55905512] ; [  2.55905512 127.44094488],0
u3,1,0.164294,1.934254,[21 11] ; [25 25],[17.95121951 14.04878049] ; [28.04878049 21.95121951],0
a6,1,0.183204,1.771443,[84 40] ; [77 52],[78.90909091 45.09090909] ; [82.09090909 46.90909091],0
p11,1,0.192281,1.700054,[94 30] ; [89 41],[89.33858268 34.66141732] ; [93.66141732 36.33858268],0
d3,1,0.200275,1.640369,[90 34] ; [84 45],[85.28063241 38.71936759] ; [88.71936759 40.28063241],0
s4,1,0.277001,1.181747,[30 93] ; [ 24 104],[26.46215139 96.53784861] ; [ 27.53784861 100.46215139],0
r1,1,0.296009,1.092086,[102  21] ; [101  29],[98.6916996 24.3083004] ; [104.3083004  25.6916996],0
n2,1,0.346871,0.884872,[29  5] ; [33 10],[27.37662338  6.62337662] ; [34.62337662  8.37662338],0
p1,1,0.485991,0.485391,[  6 118] ; [  4 124],[  4.92063492 119.07936508] ; [  5.07936508 122.92063492],0
p12,1,0.520957,0.411998,[  8 115] ; [  6 123],[  6.83333333 116.16666667] ; [  7.16666667 121.83333333],0
u2,1,0.58039,0.305605,[18 14] ; [25 25],[16.7804878 15.2195122] ; [26.2195122 23.7804878],0
b2,1,0.592416,0.286587,[27 53] ; [18 43],[25.53191489 54.46808511] ; [19.46808511 41.53191489],0
b3,1,0.592416,0.286587,[27 53] ; [18 43],[25.53191489 54.46808511] ; [19.46808511 41.53191489],0
a1,1,0.611594,0.257861,[  5 119] ; [  7 123],[  5.85826772 118.14173228] ; [  6.14173228 123.85826772],0
r3,1,0.624865,0.239089,[118   6] ; [120   8],[117.11111111   6.88888889] ; [120.88888889   7.11111111],0
b5,1,0.6347,0.225741,[78 46] ; [78 52],[76.15748031 47.84251969] ; [79.84251969 50.15748031],0
d4,1,0.731232,0.117983,[100  24] ; [101  27],[98.9047619 25.0952381] ; [102.0952381  25.9047619],0
n3,1,0.754847,0.097503,[24 10] ; [31 11],[24.60526316  9.39473684] ; [30.39473684 11.60526316],0
b1,1,0.783943,0.075177,[44 80] ; [44 86],[42.96062992 81.03937008] ; [45.03937008 84.96062992],0
a7,1,0.865792,0.028563,[88 36] ; [91 39],[87.38582677 36.61417323] ; [91.61417323 38.38582677],0
p2,1,0.989423,0.000176,[97 27] ; [101  28],[97.04347826 26.95652174] ; [100.95652174  28.04347826],0
