Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,40.783761,[79  1] ; [17 16],[67.96460177 12.03539823] ; [28.03539823  4.96460177],1
r3,1,0.0,34.404581,[79  1] ; [19 14],[69.38053097 10.61946903] ; [28.61946903  4.38053097],1
r1,1,1e-06,24.771461,[61 18] ; [ 9 24],[49.375 29.625] ; [20.625 12.375],1
v4,1,5.4e-05,16.291474,[76  4] ; [22 11],[69.38053097 10.61946903] ; [28.61946903  4.38053097],1
s6,1,0.004149,8.217452,[45 34] ; [ 9 24],[38.08928571 40.91071429] ; [15.91071429 17.08928571],0
n2,1,0.004482,8.077383,[28  9] ; [ 7 12],[23.125 13.875] ; [11.875  7.125],0
p9,1,0.007171,7.229521,[58 18] ; [16 16],[52.07407407 23.92592593] ; [21.92592593 10.07407407],0
a6,1,0.009065,6.809925,[55 25] ; [14 19],[48.84955752 31.15044248] ; [20.15044248 12.84955752],0
b1,1,0.009741,6.681613,[21 59] ; [17 16],[26.90265487 53.09734513] ; [11.09734513 21.90265487],0
s2,1,0.012323,6.263751,[34 45] ; [ 6 27],[28.21428571 50.78571429] ; [11.78571429 21.21428571],0
s8,1,0.077378,3.119134,[22 58] ; [ 4 29],[18.40707965 61.59292035] ; [ 7.59292035 25.40707965],0
u3,1,0.081842,3.027946,[26 10] ; [7 8],[23.29411765 12.70588235] ; [9.70588235 5.29411765],0
s3,1,0.102398,2.667788,[35 45] ; [ 9 24],[31.15044248 48.84955752] ; [12.84955752 20.15044248],0
p8,1,0.114403,2.492322,[21 59] ; [ 4 28],[17.85714286 62.14285714] ; [ 7.14285714 24.85714286],0
u2,1,0.122823,2.380952,[20 15] ; [ 5 10],[17.5 17.5] ; [7.5 7.5],0
d5,1,0.130714,2.284008,[64 16] ; [22 11],[60.88495575 19.11504425] ; [25.11504425  7.88495575],0
n1,1,0.144553,2.128811,[13 25] ; [ 3 16],[10.66666667 27.33333333] ; [ 5.33333333 13.66666667],0
a7,1,0.16599,1.91879,[59 21] ; [20 13],[55.92920354 24.07079646] ; [23.07079646  9.92920354],0
p10,1,0.177082,1.821946,[48 29] ; [16 17],[44.8 32.2] ; [19.2 13.8],0
p11,1,0.180946,1.789841,[45 35] ; [14 19],[41.7699115 38.2300885] ; [17.2300885 15.7699115],0
n6,1,0.227034,1.459346,[51 29] ; [17 16],[48.14159292 31.85840708] ; [19.85840708 13.14159292],0
s1,1,0.249608,1.325494,[ 3 77] ; [ 3 30],[ 4.24778761 75.75221239] ; [ 1.75221239 31.24778761],0
a5,1,0.251278,1.316186,[41 39] ; [13 20],[38.2300885 41.7699115] ; [15.7699115 17.2300885],0
b5,1,0.279815,1.167987,[50 30] ; [17 16],[47.43362832 32.56637168] ; [19.56637168 13.43362832],0
v1,1,0.309236,1.033934,[32 47] ; [10 23],[29.625 49.375] ; [12.375 20.625],0
s7,1,0.333829,0.933988,[19 58] ; [ 5 26],[17.11111111 59.88888889] ; [ 6.88888889 24.11111111],0
n3,1,0.345909,0.888409,[22 16] ; [ 8 10],[20.35714286 17.64285714] ; [9.64285714 8.35714286],0
u1,1,0.370132,0.80322,[ 6 74] ; [ 1 32],[ 4.95575221 75.04424779] ; [ 2.04424779 30.95575221],0
s4,1,0.377683,0.778229,[18 62] ; [ 5 28],[16.28318584 63.71681416] ; [ 6.71681416 26.28318584],0
p1,1,0.41206,0.67285,[ 4 76] ; [ 3 30],[ 4.95575221 75.04424779] ; [ 2.04424779 30.95575221],0
a4,1,0.456323,0.554899,[25 55] ; [ 8 25],[23.36283186 56.63716814] ; [ 9.63716814 23.36283186],0
s5,1,0.503689,0.447154,[21 56] ; [ 7 26],[19.6 57.4] ; [ 8.4 24.6],0
v2,1,0.528245,0.397767,[34 40] ; [13 20],[32.5046729 41.4953271] ; [14.4953271 18.5046729],0
p2,1,0.560281,0.339217,[46 34] ; [17 16],[44.60176991 35.39823009] ; [18.39823009 14.60176991],0
