Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,105.921631,[109  47] ; [ 17 130],[64.87128713 91.12871287] ; [61.12871287 85.87128713],1
d5,1,0.0,88.705698,[154   3] ; [76 71],[118.78289474  38.21710526] ; [111.21710526  35.78289474],1
d3,1,0.0,78.304852,[135  22] ; [54 93],[97.60855263 59.39144737] ; [91.39144737 55.60855263],1
d4,1,0.0,64.301658,[153   2] ; [92 55],[125.74503311  29.25496689] ; [119.25496689  27.74503311],1
a2,1,0.0,43.738223,[ 56 102] ; [  7 140],[ 32.63606557 125.36393443] ; [ 30.36393443 116.63606557],1
a4,1,0.0,40.805807,[94 64] ; [ 34 112],[66.52631579 91.47368421] ; [61.47368421 84.52631579],1
u1,1,1.1e-05,19.394031,[ 35 123] ; [  7 140],[ 21.75737705 136.24262295] ; [ 20.24262295 126.75737705],1
a6,1,9.1e-05,15.31957,[121  35] ; [83 64],[105.02970297  50.97029703] ; [98.97029703 48.02970297],1
a5,1,0.000265,13.30022,[124  34] ; [87 60],[109.30491803  48.69508197] ; [101.69508197  45.30491803],1
a3,1,0.009484,6.729351,[121  36] ; [92 53],[110.73178808  46.26821192] ; [102.26821192  42.73178808],0
b5,1,0.017174,5.678552,[107  51] ; [80 67],[96.87213115 61.12786885] ; [90.12786885 56.87213115],0
n2,1,0.039858,4.223919,[32 19] ; [36  8],[36.50526316 14.49473684] ; [31.49473684 12.50526316],0
a7,1,0.045896,3.985413,[116  41] ; [93 54],[107.9375  49.0625] ; [101.0625  45.9375],0
n6,1,0.061507,3.496277,[126  31] ; [103  42],[119.04966887  37.95033113] ; [109.95033113  35.04966887],0
s1,1,0.072324,3.229463,[  4 152] ; [ 10 134],[  7.28 148.72] ; [  6.72 137.28],0
p10,1,0.094093,2.802909,[116  40] ; [95 50],[109.35548173  46.64451827] ; [101.64451827  43.35548173],0
v4,1,0.111845,2.527951,[150   7] ; [131  13],[146.56810631  10.43189369] ; [134.43189369   9.56810631],0
r2,1,0.11478,2.487141,[154   4] ; [136   9],[151.22112211   6.77887789] ; [138.77887789   6.22112211],0
s4,1,0.129531,2.298117,[ 17 138] ; [ 25 122],[ 21.55629139 133.44370861] ; [ 20.44370861 126.55629139],0
p9,1,0.141739,2.158974,[120  35] ; [100  43],[114.4295302  40.5704698] ; [105.5704698  37.4295302],0
s8,1,0.144148,2.133108,[64 94] ; [47 98],[ 57.88118812 100.11881188] ; [53.11881188 91.88118812],0
u2,1,0.219312,1.508868,[23 14] ; [26 27],[20.14444444 16.85555556] ; [28.85555556 24.14444444],0
v3,1,0.27107,1.211325,[56 95] ; [44 98],[51.53583618 99.46416382] ; [48.46416382 93.53583618],0
b4,1,0.317125,1.000767,[96 62] ; [81 66],[91.69180328 66.30819672] ; [85.30819672 61.69180328],0
p8,1,0.320289,0.987768,[ 55 100] ; [ 43 100],[ 50.97315436 104.02684564] ; [47.02684564 95.97315436],0
v1,1,0.321253,0.983838,[68 88] ; [71 73],[72.28 83.72] ; [66.72 77.28],0
a1,1,0.32516,0.968078,[  5 153] ; [  8 139],[  6.73442623 151.26557377] ; [  6.26557377 140.73442623],0
r3,1,0.385322,0.753652,[148   9] ; [133  12],[146.08278146  10.91721854] ; [134.91721854  10.08278146],0
s7,1,0.421312,0.646654,[65 87] ; [53 86],[61.63573883 90.36426117] ; [56.36426117 82.63573883],0
v2,1,0.44928,0.572467,[85 65] ; [71 65],[81.81818182 68.18181818] ; [74.18181818 61.81818182],0
p1,1,0.458405,0.549785,[  5 153] ; [  7 138],[  6.25742574 151.74257426] ; [  5.74257426 139.25742574],0
p11,1,0.465515,0.532602,[109  49] ; [107  40],[111.89508197  46.10491803] ; [104.10491803  42.89508197],0
p12,1,0.507565,0.439084,[  9 146] ; [  6 139],[  7.75 147.25] ; [  7.25 137.75],0
b1,1,0.529857,0.394665,[60 98] ; [61 86],[62.68196721 95.31803279] ; [58.31803279 88.68196721],0
n1,1,0.598438,0.277359,[22 28] ; [17 27],[20.74468085 29.25531915] ; [18.25531915 25.74468085],0
b3,1,0.639907,0.218864,[32 56] ; [26 53],[30.56287425 57.43712575] ; [27.43712575 51.56287425],0
b2,1,0.639907,0.218864,[32 56] ; [26 53],[30.56287425 57.43712575] ; [27.43712575 51.56287425],0
n5,1,0.6675,0.18454,[102  54] ; [92 54],[100.21192053  55.78807947] ; [93.78807947 52.21192053],0
a8,1,0.681701,0.168217,[ 21 119] ; [ 24 119],[ 22.2614841 117.7385159] ; [ 22.7385159 120.2614841],0
n4,1,0.70541,0.142905,[111  46] ; [101  46],[109.48684211  47.51315789] ; [102.51315789  44.48684211],0
p2,1,0.813132,0.055879,[113  44] ; [104  43],[112.06907895  44.93092105] ; [104.93092105  42.06907895],0
p6,1,0.819567,0.052031,[ 25 132] ; [ 24 118],[ 25.72909699 131.27090301] ; [ 23.27090301 118.72909699],0
s6,1,0.83314,0.044384,[89 66] ; [85 60],[89.9 65.1] ; [84.1 60.9],0
s2,1,0.834801,0.043492,[69 88] ; [62 83],[68.10264901 88.89735099] ; [62.89735099 82.10264901],0
r4,1,0.84118,0.040154,[144  14] ; [133  14],[143.49508197  14.50491803] ; [133.50491803  13.49508197],0
p5,1,0.845091,0.038176,[  6 150] ; [  5 141],[  5.68211921 150.31788079] ; [  5.31788079 140.68211921],0
s3,1,0.873686,0.025274,[82 75] ; [76 67],[82.68666667 74.31333333] ; [75.31333333 67.68666667],0
u3,1,0.892118,0.018394,[21 16] ; [32 23],[21.31521739 15.68478261] ; [31.68478261 23.31521739],0
p3,1,0.912247,0.012145,[ 35 122] ; [ 32 115],[ 34.60197368 122.39802632] ; [ 32.39802632 114.60197368],0
n3,1,0.921227,0.009779,[35 15] ; [29 13],[34.7826087 15.2173913] ; [29.2173913 12.7826087],0
s5,1,0.974482,0.001023,[ 42 110] ; [ 39 103],[ 41.87755102 110.12244898] ; [ 39.12244898 102.87755102],0
p7,1,0.990398,0.000145,[72 77] ; [69 74],[71.94863014 77.05136986] ; [69.05136986 73.94863014],0
