Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.02985,4.717928,[14 42] ; [9 8],[17.64383562 38.35616438] ; [ 5.35616438 11.64383562],0
d4,1,0.036004,4.396895,[40 18] ; [16  1],[43.30666667 14.69333333] ; [12.69333333  4.30666667],0
v2,1,0.071801,3.241356,[17 41] ; [9 8],[20.10666667 37.89333333] ; [ 5.89333333 11.10666667],0
p4,1,0.075363,3.162167,[25 33] ; [ 3 13],[21.94594595 36.05405405] ; [6.05405405 9.94594595],0
d3,1,0.085259,2.961684,[34 23] ; [14  3],[36.97297297 20.02702703] ; [11.02702703  5.97297297],0
a7,1,0.085259,2.961684,[34 23] ; [14  3],[36.97297297 20.02702703] ; [11.02702703  5.97297297],0
s2,1,0.090045,2.873569,[27 31] ; [ 4 13],[23.97333333 34.02666667] ; [7.02666667 9.97333333],0
b4,1,0.104883,2.629673,[28 30] ; [12  5],[30.93333333 27.06666667] ; [9.06666667 7.93333333],0
a3,1,0.1513,2.059097,[29 28] ; [12  5],[31.58108108 25.41891892] ; [9.41891892 7.58108108],0
s7,1,0.196883,1.665347,[14 42] ; [ 7 10],[16.10958904 39.89041096] ; [ 4.89041096 12.10958904],0
n6,1,0.223182,1.483794,[35 23] ; [13  4],[37.12 20.88] ; [10.88  6.12],0
b1,1,0.233103,1.421829,[30 28] ; [ 6 11],[27.84 30.16] ; [8.16 8.84],0
r4,1,0.233103,1.421829,[28 30] ; [11  6],[30.16 27.84] ; [8.84 8.16],0
s3,1,0.241567,1.371429,[23 33] ; [ 4 12],[21. 35.] ; [ 6. 10.],0
s6,1,0.289404,1.122391,[24 34] ; [9 7],[25.86486486 32.13513514] ; [7.13513514 8.86486486],0
u2,1,0.29751,1.08532,[16 13] ; [4 1],[17.05882353 11.94117647] ; [2.94117647 2.05882353],0
a6,1,0.309747,1.031752,[26 32] ; [10  7],[27.84 30.16] ; [8.16 8.84],0
s5,1,0.349436,0.875506,[16 39] ; [ 3 14],[14.51388889 40.48611111] ; [ 4.48611111 12.51388889],0
n4,1,0.356355,0.850697,[17 41] ; [ 7 10],[18.56 39.44] ; [ 5.44 11.56],0
d5,1,0.371604,0.798294,[37 20] ; [13  4],[38.51351351 18.48648649] ; [11.48648649  5.51351351],0
p7,1,0.407082,0.687307,[30 27] ; [ 7 10],[28.5 28.5] ; [8.5 8.5],0
d1,1,0.419105,0.652824,[21 37] ; [8 9],[22.42666667 35.57333333] ; [ 6.57333333 10.42666667],0
d2,1,0.419105,0.652824,[21 37] ; [8 9],[22.42666667 35.57333333] ; [ 6.57333333 10.42666667],0
r2,1,0.423092,0.641711,[40 15] ; [14  3],[41.25 13.75] ; [12.75  4.25],0
p2,1,0.435346,0.608519,[40 18] ; [10  7],[38.66666667 19.33333333] ; [11.33333333  5.66666667],0
r3,1,0.442812,0.588984,[49  9] ; [13  4],[47.94666667 10.05333333] ; [14.05333333  2.94666667],0
n2,1,0.455924,0.555882,[14  7] ; [3 3],[13.22222222  7.77777778] ; [3.77777778 2.22222222],0
b2,1,0.462522,0.539785,[11 24] ; [4 5],[11.93181818 23.06818182] ; [3.06818182 5.93181818],0
b3,1,0.462522,0.539785,[11 24] ; [4 5],[11.93181818 23.06818182] ; [3.06818182 5.93181818],0
a2,1,0.515286,0.423318,[ 4 54] ; [ 2 15],[ 4.64 53.36] ; [ 1.36 15.64],0
p3,1,0.573284,0.317218,[21 36] ; [ 5 12],[20.02702703 36.97297297] ; [ 5.97297297 11.02702703],0
a5,1,0.585657,0.297177,[23 35] ; [8 9],[23.97333333 34.02666667] ; [7.02666667 9.97333333],0
p6,1,0.591596,0.287859,[15 41] ; [ 3 12],[14.1971831 41.8028169] ; [ 3.8028169 11.1971831],0
n3,1,0.675422,0.175325,[12  9] ; [4 2],[12.44444444  8.55555556] ; [3.55555556 2.44444444],0
s4,1,0.679095,0.171146,[11 47] ; [ 4 13],[11.6 46.4] ; [ 3.4 13.6],0
b5,1,0.696508,0.15213,[38 20] ; [12  5],[38.66666667 19.33333333] ; [11.33333333  5.66666667],0
p1,1,0.714381,0.13394,[ 5 53] ; [ 1 16],[ 4.64 53.36] ; [ 1.36 15.64],0
p11,1,0.772644,0.083474,[33 25] ; [9 8],[32.48 25.52] ; [9.52 7.48],0
v4,1,0.833165,0.044371,[49  9] ; [14  3],[48.72  9.28] ; [14.28  2.72],0
u3,1,0.840867,0.040315,[16 13] ; [3 2],[16.20588235 12.79411765] ; [2.79411765 2.20588235],0
a4,1,0.845809,0.037818,[15 43] ; [ 4 13],[14.69333333 43.30666667] ; [ 4.30666667 12.69333333],0
s8,1,0.845809,0.037818,[15 43] ; [ 4 13],[14.69333333 43.30666667] ; [ 4.30666667 12.69333333],0
p8,1,0.858681,0.031703,[20 37] ; [ 6 10],[20.30136986 36.69863014] ; [ 5.69863014 10.30136986],0
s1,1,0.8828,0.021733,[ 4 54] ; [ 1 16],[ 3.86666667 54.13333333] ; [ 1.13333333 15.86666667],0
p5,1,0.908794,0.013124,[ 3 55] ; [ 1 16],[ 3.09333333 54.90666667] ; [ 0.90666667 16.09333333],0
p10,1,0.963608,0.002082,[30 26] ; [9 8],[29.91780822 26.08219178] ; [9.08219178 7.91780822],0
p9,1,1.0,0.0,[35 21] ; [10  6],[35. 21.] ; [10.  6.],0
