Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,23.329639,[26 76] ; [21  7],[36.87692308 65.12307692] ; [10.12307692 17.87692308],1
s6,1,0.000265,13.30077,[31 72] ; [19  9],[39.3129771 63.6870229] ; [10.6870229 17.3129771],1
s4,1,0.000297,13.091209,[11 93] ; [11 17],[17.33333333 86.66666667] ; [ 4.66666667 23.33333333],1
s7,1,0.000377,12.644221,[13 84] ; [12 15],[19.55645161 77.44354839] ; [ 5.44354839 21.55645161],1
s5,1,0.004171,8.207687,[10 92] ; [ 9 20],[14.79389313 87.20610687] ; [ 4.20610687 24.79389313],0
p10,1,0.056831,3.62753,[55 45] ; [21  7],[59.375 40.625] ; [16.625 11.375],0
r2,1,0.133055,2.256496,[84 19] ; [27  2],[86.61363636 16.38636364] ; [24.38636364  4.61363636],0
n1,1,0.134807,2.236251,[13 22] ; [1 8],[11.13636364 23.86363636] ; [2.86363636 6.13636364],0
u2,1,0.159742,1.976671,[25 35] ; [ 3 11],[22.7027027 37.2972973] ; [5.2972973 8.7027027],0
d1,1,0.165539,1.922884,[  2 102] ; [ 2 27],[  3.12781955 100.87218045] ; [ 0.87218045 28.12781955],0
n6,1,0.23669,1.400202,[70 33] ; [23  6],[72.56818182 30.43181818] ; [20.43181818  8.56818182],0
r1,1,0.245407,1.349262,[55 48] ; [19 10],[57.74242424 45.25757576] ; [16.25757576 12.74242424],0
p7,1,0.278693,1.173451,[48 53] ; [16 11],[50.5 50.5] ; [13.5 13.5],0
s1,1,0.28666,1.135242,[ 5 96] ; [ 3 26],[ 6.21538462 94.78461538] ; [ 1.78461538 27.21538462],0
a8,1,0.299441,1.076682,[10 86] ; [ 1 25],[ 8.6557377 87.3442623] ; [ 2.3442623 23.6557377],0
u1,1,0.330544,0.946764,[  1 103] ; [ 1 28],[  1.56390977 102.43609023] ; [ 0.43609023 28.56390977],0
p9,1,0.34901,0.877052,[63 37] ; [21  8],[65.11627907 34.88372093] ; [18.88372093 10.11627907],0
d5,1,0.360825,0.83502,[42 62] ; [14 14],[44.12121212 59.87878788] ; [11.87878788 16.12121212],0
p11,1,0.370112,0.803287,[66 38] ; [21  8],[68.03007519 35.96992481] ; [18.96992481 10.03007519],0
v1,1,0.389701,0.739873,[41 62] ; [ 9 20],[39.01515152 63.98484848] ; [10.98484848 18.01515152],0
a3,1,0.412147,0.672599,[44 58] ; [15 14],[45.9389313 56.0610687] ; [13.0610687 15.9389313],0
d3,1,0.437953,0.60164,[29 74] ; [10 18],[30.66412214 72.33587786] ; [ 8.33587786 19.66412214],0
n5,1,0.464364,0.535356,[77 26] ; [19  9],[75.48091603 27.51908397] ; [20.51908397  7.48091603],0
n2,1,0.488313,0.480242,[23 12] ; [7 2],[23.86363636 11.13636364] ; [6.13636364 2.86363636],0
p6,1,0.49745,0.460373,[25 76] ; [ 9 20],[26.41538462 74.58461538] ; [ 7.58461538 21.41538462],0
r3,1,0.538402,0.37851,[79 23] ; [24  5],[80.19847328 21.80152672] ; [22.80152672  6.19847328],0
a7,1,0.548909,0.359275,[56 47] ; [17 11],[57.39694656 45.60305344] ; [15.60305344 12.39694656],0
b5,1,0.56657,0.328455,[60 44] ; [15 14],[58.64661654 45.35338346] ; [16.35338346 12.64661654],0
r4,1,0.600904,0.273635,[70 34] ; [21  8],[71.15789474 32.84210526] ; [19.84210526  9.15789474],0
b4,1,0.622192,0.242799,[52 52] ; [16 13],[53.17293233 50.82706767] ; [14.82706767 14.17293233],0
d2,1,0.64323,0.214543,[22 82] ; [ 5 24],[21.11278195 82.88721805] ; [ 5.88721805 23.11278195],0
a6,1,0.647732,0.208771,[56 48] ; [17 12],[57.08270677 46.91729323] ; [15.91729323 13.08270677],0
p3,1,0.666349,0.185903,[38 66] ; [ 9 19],[37.03030303 66.96969697] ; [ 9.96969697 18.03030303],0
p4,1,0.672142,0.179106,[44 60] ; [11 18],[43.0075188 60.9924812] ; [11.9924812 17.0075188],0
a4,1,0.690084,0.158994,[21 81] ; [ 5 24],[20.24427481 81.75572519] ; [ 5.75572519 23.24427481],0
v2,1,0.725297,0.123473,[33 63] ; [11 18],[33.792 62.208] ; [10.208 18.792],0
b1,1,0.740524,0.109666,[43 61] ; [11 18],[42.22556391 61.77443609] ; [11.77443609 17.22556391],0
p12,1,0.748125,0.103113,[ 5 98] ; [ 1 28],[ 4.68181818 98.31818182] ; [ 1.31818182 27.68181818],0
p2,1,0.748456,0.102833,[71 33] ; [20  8],[71.6969697 32.3030303] ; [19.3030303  8.6969697],0
u3,1,0.767396,0.087488,[24 36] ; [5 9],[23.51351351 36.48648649] ; [5.48648649 8.51351351],0
n3,1,0.795061,0.067467,[25  9] ; [7 2],[25.30232558  8.69767442] ; [6.69767442 2.30232558],0
p1,1,0.802284,0.062696,[13 91] ; [ 4 24],[13.39393939 90.60606061] ; [ 3.60606061 24.39393939],0
a5,1,0.827125,0.047695,[49 55] ; [13 16],[48.48120301 55.51879699] ; [13.51879699 15.48120301],0
v4,1,0.855626,0.033104,[86 16] ; [24  4],[86.30769231 15.69230769] ; [23.69230769  4.30769231],0
p5,1,0.901966,0.015173,[ 8 94] ; [ 2 26],[ 7.84615385 94.15384615] ; [ 2.15384615 25.84615385],0
n4,1,0.9183,0.010522,[70 33] ; [20  9],[70.22727273 32.77272727] ; [19.77272727  9.22727273],0
p8,1,0.952431,0.003559,[42 58] ; [12 17],[41.86046512 58.13953488] ; [12.13953488 16.86046512],0
a2,1,0.974926,0.000988,[ 7 97] ; [ 2 27],[ 7.03759398 96.96240602] ; [ 1.96240602 27.03759398],0
v3,1,0.988317,0.000214,[29 72] ; [ 8 20],[28.96899225 72.03100775] ; [ 8.03100775 19.96899225],0
