Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,44.434046,[121  41] ; [10 37],[101.54066986  60.45933014] ; [29.45933014 17.54066986],1
s3,1,0.0,30.592277,[114  48] ; [12 35],[97.66507177 64.33492823] ; [28.33492823 18.66507177],1
s5,1,5.7e-05,16.189642,[86 69] ; [10 36],[74.02985075 80.97014925] ; [21.97014925 24.02985075],1
s8,1,0.000453,12.301715,[105  57] ; [17 30],[94.5645933 67.4354067] ; [27.4354067 19.5645933],1
s7,1,0.002173,9.39696,[112  41] ; [22 23],[103.54545455  49.45454545] ; [30.45454545 14.54545455],0
s4,1,0.00238,9.230722,[ 44 116] ; [ 3 44],[ 36.32850242 123.67149758] ; [10.67149758 36.32850242],0
d5,1,0.002985,8.816655,[142  19] ; [33 14],[135.45673077  25.54326923] ; [39.54326923  7.45673077],0
p5,1,0.007446,7.162143,[ 44 118] ; [ 4 43],[ 37.20574163 124.79425837] ; [10.79425837 36.20574163],0
d4,1,0.013742,6.070969,[143  18] ; [35 12],[137.77884615  23.22115385] ; [40.22115385  6.77884615],0
d1,1,0.017683,5.627317,[116  46] ; [25 22],[109.29186603  52.70813397] ; [31.70813397 15.29186603],0
d2,1,0.022308,5.221629,[96 66] ; [19 28],[89.13875598 72.86124402] ; [25.86124402 21.13875598],0
r3,1,0.042934,4.098008,[159   2] ; [44  3],[157.12980769   3.87019231] ; [45.87019231  1.12980769],0
p10,1,0.046109,3.977593,[146  14] ; [38  9],[142.22222222  17.77777778] ; [41.77777778  5.22222222],0
p4,1,0.070885,3.262402,[149  13] ; [39  8],[145.72248804  16.27751196] ; [42.27751196  4.72248804],0
a1,1,0.071873,3.239712,[ 17 145] ; [ 1 46],[ 13.95215311 148.04784689] ; [ 4.04784689 42.95215311],0
p9,1,0.09429,2.799566,[152   9] ; [41  6],[149.38942308  11.61057692] ; [43.61057692  3.38942308],0
r2,1,0.113841,2.50007,[154   5] ; [43  4],[152.05339806   6.94660194] ; [44.94660194  2.05339806],0
a4,1,0.116005,2.470449,[90 72] ; [20 27],[85.26315789 76.73684211] ; [24.73684211 22.26315789],0
p2,1,0.159526,1.978712,[144  18] ; [45  2],[146.49760766  15.50239234] ; [42.50239234  4.49760766],0
b2,1,0.167406,1.906021,[47 57] ; [20 14],[50.49275362 53.50724638] ; [16.50724638 17.49275362],0
b3,1,0.167406,1.906021,[47 57] ; [20 14],[50.49275362 53.50724638] ; [16.50724638 17.49275362],0
a7,1,0.174425,1.844496,[118  43] ; [39  8],[121.52403846  39.47596154] ; [35.47596154 11.52403846],0
a6,1,0.206009,1.599252,[104  57] ; [35 12],[107.59134615  53.40865385] ; [31.40865385 15.59134615],0
p12,1,0.264917,1.242881,[ 28 133] ; [ 5 42],[ 25.54326923 135.45673077] ; [ 7.45673077 39.54326923],0
b4,1,0.317126,1.000763,[96 66] ; [24 23],[93.01435407 68.98564593] ; [26.98564593 20.01435407],0
u3,1,0.326541,0.962567,[24 10] ; [6 5],[22.66666667 11.33333333] ; [7.33333333 3.66666667],0
v3,1,0.37145,0.798808,[69 89] ; [24 23],[71.67804878 86.32195122] ; [21.32195122 25.67804878],0
n1,1,0.376881,0.780852,[15 16] ; [1 3],[14.17142857 16.82857143] ; [1.82857143 2.17142857],0
r1,1,0.403405,0.698154,[136  26] ; [37 10],[134.09569378  27.90430622] ; [38.90430622  8.09569378],0
d3,1,0.416989,0.658786,[120  42] ; [32 15],[117.81818182  44.18181818] ; [34.18181818 12.81818182],0
u1,1,0.464991,0.533853,[ 43 119] ; [10 37],[ 41.08133971 120.91866029] ; [11.91866029 35.08133971],0
n4,1,0.465867,0.531762,[138  24] ; [42  5],[139.5215311  22.4784689] ; [40.4784689  6.5215311],0
b5,1,0.476281,0.507368,[87 75] ; [28 19],[89.13875598 72.86124402] ; [25.86124402 21.13875598],0
u4,1,0.490203,0.47608,[  7 155] ; [ 1 46],[  6.20095694 155.79904306] ; [ 1.79904306 45.20095694],0
a2,1,0.531323,0.39186,[ 49 113] ; [12 35],[ 47.28229665 114.71770335] ; [13.71770335 33.28229665],0
p7,1,0.583002,0.301406,[141  19] ; [40  7],[139.90338164  20.09661836] ; [41.09661836  5.90338164],0
a8,1,0.591583,0.287879,[ 21 131] ; [ 4 34],[ 20. 132.] ; [ 5. 33.],0
p8,1,0.598792,0.276822,[125  35] ; [35 12],[123.67149758  36.32850242] ; [36.32850242 10.67149758],0
v1,1,0.602575,0.27113,[102  58] ; [28 19],[100.48309179  59.51690821] ; [29.51690821 17.48309179],0
u2,1,0.622224,0.242754,[22 13] ; [6 5],[21.30434783 13.69565217] ; [6.69565217 4.30434783],0
a5,1,0.672173,0.179071,[132  30] ; [37 10],[130.99521531  31.00478469] ; [38.00478469  8.99521531],0
r4,1,0.687435,0.161876,[151  11] ; [43  4],[150.37320574  11.62679426] ; [43.62679426  3.37320574],0
n5,1,0.699724,0.148759,[130  30] ; [37 10],[129.0821256  30.9178744] ; [37.9178744  9.0821256],0
s1,1,0.728929,0.120097,[  5 157] ; [ 1 46],[  4.6507177 157.3492823] ; [ 1.3492823 45.6507177],0
v2,1,0.797899,0.065571,[102  58] ; [29 18],[101.25603865  58.74396135] ; [29.74396135 17.25603865],0
p1,1,0.805271,0.060778,[ 25 136] ; [ 8 39],[ 25.54326923 135.45673077] ; [ 7.45673077 39.54326923],0
p11,1,0.845194,0.038124,[133  29] ; [38  9],[132.54545455  29.45454545] ; [38.45454545  8.54545455],0
b1,1,0.865168,0.028832,[77 85] ; [23 24],[77.51196172 84.48803828] ; [22.48803828 24.51196172],0
n3,1,0.866579,0.028226,[22  9] ; [3 1],[22.14285714  8.85714286] ; [2.85714286 1.14285714],0
n6,1,0.888485,0.019662,[145  16] ; [42  5],[144.74519231  16.25480769] ; [42.25480769  4.74519231],0
a3,1,0.927644,0.008246,[127  34] ; [36 10],[126.77777778  34.22222222] ; [36.22222222  9.77777778],0
n2,1,0.972294,0.001206,[23  8] ; [3 1],[23.02857143  7.97142857] ; [2.97142857 1.02857143],0
