Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,73.120797,[215  38] ; [17 39],[189.95469256  63.04530744] ; [42.04530744 13.95469256],1
d1,1,0.0,72.343552,[170  83] ; [ 3 54],[141.19032258 111.80967742] ; [31.80967742 25.19032258],1
d5,1,0.0,36.701909,[226  27] ; [32 25],[210.56129032  42.43870968] ; [47.43870968  9.56129032],1
u1,1,0.001568,9.997387,[ 54 199] ; [ 2 55],[ 45.70322581 207.29677419] ; [10.29677419 46.70322581],0
p1,1,0.002259,9.325954,[ 14 238] ; [10 47],[ 19.57281553 232.42718447] ; [ 4.42718447 52.57281553],0
d2,1,0.002323,9.275098,[118 135] ; [14 43],[107.72903226 145.27096774] ; [24.27096774 32.72903226],0
b4,1,0.008158,6.998481,[155  98] ; [24 33],[146.08709677 106.91290323] ; [32.91290323 24.08709677],0
n6,1,0.020225,5.392382,[207  45] ; [39 18],[200.62135922  51.37864078] ; [45.37864078 11.62135922],0
v2,1,0.021763,5.264595,[143 104] ; [22 32],[135.3986711 111.6013289] ; [29.6013289 24.3986711],0
v4,1,0.023932,5.099553,[239  14] ; [49  8],[235.04516129  17.95483871] ; [52.95483871  4.04516129],0
r3,1,0.060891,3.512954,[239  14] ; [49  7],[235.80582524  17.19417476] ; [52.19417476  3.80582524],0
r4,1,0.066883,3.357912,[223  30] ; [45 12],[218.72258065  34.27741935] ; [49.27741935  7.72258065],0
a6,1,0.08445,2.977107,[200  53] ; [39 18],[195.05483871  57.94516129] ; [43.94516129 13.05483871],0
s1,1,0.097806,2.740963,[  2 249] ; [ 2 54],[  3.27035831 247.72964169] ; [ 0.72964169 55.27035831],0
r1,1,0.101623,2.679892,[198  54] ; [39 18],[193.2815534  58.7184466] ; [43.7184466 13.2815534],0
a2,1,0.114549,2.490315,[ 70 183] ; [10 47],[ 65.29032258 187.70967742] ; [14.70967742 42.29032258],0
s2,1,0.11536,2.479214,[ 38 213] ; [ 4 52],[ 34.33876221 216.66123779] ; [ 7.66123779 48.33876221],0
a5,1,0.13296,2.257605,[189  64] ; [37 20],[184.44516129  68.55483871] ; [41.55483871 15.44516129],0
n4,1,0.133027,2.256823,[185  68] ; [36 21],[180.36451613  72.63548387] ; [40.63548387 16.36451613],0
p8,1,0.146462,2.108723,[123 126] ; [32 21],[127.79801325 121.20198675] ; [27.20198675 25.79801325],0
r2,1,0.150336,2.068833,[231  20] ; [49  8],[228.18181818  22.81818182] ; [51.81818182  5.18181818],0
s6,1,0.243302,1.361361,[112 137] ; [20 35],[108.11842105 140.88157895] ; [23.88157895 31.11842105],0
a4,1,0.271114,1.211101,[113 139] ; [21 36],[109.2815534 142.7184466] ; [24.7184466 32.2815534],0
n3,1,0.297988,1.083179,[41 21] ; [12  3],[42.67532468 19.32467532] ; [10.32467532  4.67532468],0
p7,1,0.299827,1.074965,[140 110] ; [35 20],[143.44262295 106.55737705] ; [31.55737705 23.44262295],0
p12,1,0.305586,1.049656,[ 10 241] ; [ 4 52],[ 11.44625407 239.55374593] ; [ 2.55374593 53.44625407],0
u3,1,0.308628,1.036538,[45 33] ; [ 9 11],[42.97959184 35.02040816] ; [11.02040816  8.97959184],0
a8,1,0.315058,1.009352,[ 31 187] ; [ 5 50],[ 28.74725275 189.25274725] ; [ 7.25274725 47.74725275],0
v3,1,0.349829,0.874079,[ 91 155] ; [17 39],[ 87.97350993 158.02649007] ; [20.02649007 35.97350993],0
n1,1,0.359532,0.839527,[17 44] ; [6 9],[18.46052632 42.53947368] ; [ 4.53947368 10.46052632],0
v1,1,0.492778,0.470455,[131 119] ; [27 30],[128.66449511 121.33550489] ; [29.33550489 27.66449511],0
n5,1,0.502371,0.449924,[163  88] ; [39 17],[165.15309446  85.84690554] ; [36.84690554 19.15309446],0
n2,1,0.517013,0.419848,[40 22] ; [11  4],[41.06493506 20.93506494] ; [9.93506494 5.06493506],0
b5,1,0.521118,0.411681,[171  82] ; [36 21],[168.93870968  84.06129032] ; [38.06129032 18.93870968],0
s4,1,0.594144,0.283918,[ 25 223] ; [ 7 49],[ 26.10526316 221.89473684] ; [ 5.89473684 50.10526316],0
s8,1,0.604648,0.268043,[ 62 189] ; [12 44],[ 60.50162866 190.49837134] ; [13.49837134 42.50162866],0
a3,1,0.664496,0.188108,[174  78] ; [37 19],[172.63636364  79.36363636] ; [38.36363636 17.63636364],0
p11,1,0.665488,0.186925,[189  64] ; [41 16],[187.70967742  65.29032258] ; [42.29032258 14.70967742],0
p6,1,0.685655,0.16383,[ 79 170] ; [19 36],[ 80.26973684 168.73026316] ; [17.73026316 37.26973684],0
b3,1,0.699784,0.148696,[52 93] ; [11 23],[51.03351955 93.96648045] ; [11.96648045 22.03351955],0
b2,1,0.699784,0.148696,[52 93] ; [11 23],[51.03351955 93.96648045] ; [11.96648045 22.03351955],0
s5,1,0.699884,0.148592,[ 51 198] ; [10 45],[ 49.96381579 199.03618421] ; [11.03618421 43.96381579],0
p4,1,0.706753,0.141542,[139 112] ; [30 27],[137.72402597 113.27597403] ; [31.27597403 25.72402597],0
p3,1,0.770587,0.085035,[114 138] ; [27 30],[114.99029126 137.00970874] ; [26.00970874 30.99029126],0
p5,1,0.82083,0.051292,[ 25 227] ; [ 5 51],[ 24.54545455 227.45454545] ; [ 5.45454545 50.54545455],0
p9,1,0.841591,0.039943,[196  54] ; [43 11],[196.54605263  53.45394737] ; [42.45394737 11.54605263],0
u2,1,0.845597,0.037923,[41 37] ; [11  9],[41.3877551 36.6122449] ; [10.6122449  9.3877551],0
s7,1,0.867843,0.027689,[ 65 171] ; [14 39],[ 64.51211073 171.48788927] ; [14.48788927 38.51211073],0
a1,1,0.868703,0.027326,[ 12 241] ; [ 3 54],[ 12.24193548 240.75806452] ; [ 2.75806452 54.24193548],0
b1,1,0.874825,0.024817,[ 86 167] ; [20 37],[ 86.50967742 166.49032258] ; [19.49032258 37.50967742],0
p10,1,0.995413,3.3e-05,[191  59] ; [42 13],[190.98360656  59.01639344] ; [42.01639344 12.98360656],0
p2,1,0.997212,1.2e-05,[199  53] ; [45 12],[198.99029126  53.00970874] ; [45.00970874 11.99029126],0
