Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1.1e-05,19.413943,[27  6] ; [10 25],[17.95588235 15.04411765] ; [19.04411765 15.95588235],1
p11,1,0.001827,9.715494,[24 10] ; [12 24],[17.48571429 16.51428571] ; [18.51428571 17.48571429],0
p7,1,0.003951,8.306268,[18 14] ; [ 8 28],[12.23529412 19.76470588] ; [13.76470588 22.23529412],0
p4,1,0.005911,7.577269,[19 14] ; [ 9 27],[13.39130435 19.60869565] ; [14.60869565 21.39130435],0
s8,1,0.006004,7.54902,[12 22] ; [ 3 33],[ 7.28571429 26.71428571] ; [ 7.71428571 28.28571429],0
p2,1,0.010606,6.530159,[24  8] ; [16 20],[18.82352941 13.17647059] ; [21.17647059 14.82352941],0
v1,1,0.042349,4.121212,[16 18] ; [ 8 26],[12. 22.] ; [12. 22.],0
n2,1,0.042891,4.099685,[12  5] ; [ 7 12],[8.97222222 8.02777778] ; [10.02777778  8.97222222],0
n5,1,0.049273,3.866013,[28  6] ; [22 14],[24.28571429  9.71428571] ; [25.71428571 10.28571429],0
a3,1,0.066154,3.37596,[23 11] ; [16 19],[19.2173913 14.7826087] ; [19.7826087 15.2173913],0
p8,1,0.074717,3.176219,[12 22] ; [ 6 30],[ 8.74285714 25.25714286] ; [ 9.25714286 26.74285714],0
r1,1,0.074717,3.176219,[12 22] ; [ 6 30],[ 8.74285714 25.25714286] ; [ 9.25714286 26.74285714],0
s7,1,0.08467,2.972897,[15 18] ; [ 8 24],[11.67692308 21.32307692] ; [11.32307692 20.67692308],0
r3,1,0.095345,2.781729,[20 14] ; [14 22],[16.51428571 17.48571429] ; [17.48571429 18.51428571],0
a5,1,0.096992,2.754316,[19 15] ; [13 23],[15.54285714 18.45714286] ; [16.45714286 19.54285714],0
u2,1,0.099965,2.706095,[6 5] ; [ 5 15],[3.90322581 7.09677419] ; [ 7.09677419 12.90322581],0
p3,1,0.116036,2.470024,[12 21] ; [ 7 29],[ 9.08695652 23.91304348] ; [ 9.91304348 26.08695652],0
n3,1,0.229124,1.446293,[10  6] ; [ 8 11],[8.22857143 7.77142857] ; [9.77142857 9.22857143],0
s4,1,0.245934,1.346255,[ 4 30] ; [ 8 28],[ 5.82857143 28.17142857] ; [ 6.17142857 29.82857143],0
a4,1,0.264518,1.244956,[13 21] ; [ 9 26],[10.84057971 23.15942029] ; [11.15942029 23.84057971],0
p6,1,0.296699,1.088972,[ 8 25] ; [ 5 30],[ 6.30882353 26.69117647] ; [ 6.69117647 28.30882353],0
u3,1,0.319135,0.99249,[4 7] ; [ 4 16],[2.83870968 8.16129032] ; [ 5.16129032 14.83870968],0
b4,1,0.321982,0.980879,[21 13] ; [18 18],[18.94285714 15.05714286] ; [20.05714286 15.94285714],0
b5,1,0.338783,0.915033,[15 19] ; [20 16],[17. 17.] ; [18. 18.],0
p1,1,0.353675,0.860226,[ 4 30] ; [ 2 34],[ 2.91428571 31.08571429] ; [ 3.08571429 32.91428571],0
s6,1,0.353987,0.859114,[14 20] ; [11 25],[12.14285714 21.85714286] ; [12.85714286 23.14285714],0
n4,1,0.403777,0.697049,[24 10] ; [22 14],[22.34285714 11.65714286] ; [23.65714286 12.34285714],0
d4,1,0.447624,0.576661,[21 13] ; [19 17],[19.42857143 14.57142857] ; [20.57142857 15.42857143],0
n6,1,0.475499,0.509168,[22 11] ; [21 15],[20.56521739 12.43478261] ; [22.43478261 13.56521739],0
s3,1,0.490063,0.476387,[14 19] ; [12 23],[12.61764706 20.38235294] ; [13.38235294 21.61764706],0
v2,1,0.490732,0.474921,[11 22] ; [ 9 26],[ 9.70588235 23.29411765] ; [10.29411765 24.70588235],0
s2,1,0.49869,0.457724,[13 21] ; [11 25],[11.65714286 22.34285714] ; [12.34285714 23.65714286],0
v4,1,0.512307,0.429351,[20 13] ; [19 17],[18.65217391 14.34782609] ; [20.34782609 15.65217391],0
r2,1,0.51352,0.426888,[19 13] ; [18 17],[17.67164179 14.32835821] ; [19.32835821 15.67164179],0
b2,1,0.519308,0.415267,[11 16] ; [ 7 15],[ 9.91836735 17.08163265] ; [ 8.08163265 13.91836735],0
b3,1,0.519308,0.415267,[11 16] ; [ 7 15],[ 9.91836735 17.08163265] ; [ 8.08163265 13.91836735],0
a2,1,0.521536,0.410854,[ 2 32] ; [ 1 35],[ 1.45714286 32.54285714] ; [ 1.54285714 34.45714286],0
n1,1,0.549495,0.358222,[ 7 10] ; [ 6 13],[ 6.13888889 10.86111111] ; [ 6.86111111 12.13888889],0
d3,1,0.550888,0.355728,[10 24] ; [13 23],[11.17142857 22.82857143] ; [11.82857143 24.17142857],0
d2,1,0.554292,0.349683,[16 18] ; [14 21],[14.7826087 19.2173913] ; [15.2173913 19.7826087],0
d5,1,0.632446,0.228758,[18 16] ; [17 19],[17. 17.] ; [18. 18.],0
v3,1,0.673253,0.17782,[ 7 27] ; [ 6 30],[ 6.31428571 27.68571429] ; [ 6.68571429 29.31428571],0
s1,1,0.690661,0.158371,[ 2 32] ; [ 3 33],[ 2.42857143 31.57142857] ; [ 2.57142857 33.42857143],0
a1,1,0.749834,0.10167,[ 3 31] ; [ 4 32],[ 3.4 30.6] ; [ 3.6 32.4],0
a6,1,0.755726,0.096782,[12 22] ; [14 22],[12.62857143 21.37142857] ; [13.37142857 22.62857143],0
s5,1,0.821752,0.050757,[ 5 29] ; [ 6 30],[ 5.34285714 28.65714286] ; [ 5.65714286 30.34285714],0
b1,1,0.854146,0.033794,[21 13] ; [23 13],[21.37142857 12.62857143] ; [22.62857143 13.37142857],0
d1,1,0.87978,0.022876,[10 24] ; [10 26],[ 9.71428571 24.28571429] ; [10.28571429 25.71428571],0
p12,1,0.967286,0.001682,[ 1 33] ; [ 1 35],[ 0.97142857 33.02857143] ; [ 1.02857143 34.97142857],0
a8,1,0.982901,0.000459,[ 1 32] ; [ 1 33],[ 0.98507463 32.01492537] ; [ 1.01492537 32.98507463],0
