Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,183.001334,[535  56] ; [67 91],[475.00934579 115.99065421] ; [126.99065421  31.00934579],1
p10,1,0.0,29.582014,[510  75] ; [106  48],[487.63193505  97.36806495] ; [128.36806495  25.63193505],1
p4,1,0.0,27.435682,[386 202] ; [67 90],[357.53557047 230.46442953] ; [95.46442953 61.53557047],1
v1,1,0.0,26.340862,[346 233] ; [55 96],[318.05342466 260.94657534] ; [82.94657534 68.05342466],1
p3,1,5e-06,20.679791,[325 264] ; [ 55 103],[299.62516734 289.37483266] ; [80.37483266 77.62516734],1
s7,1,3.5e-05,17.124882,[308 253] ; [56 99],[285.20111732 275.79888268] ; [78.79888268 76.20111732],1
v3,1,0.0001,15.135797,[259 318] ; [ 41 109],[238.10178817 338.89821183] ; [61.89821183 88.10178817],1
p8,1,0.000124,14.733263,[329 251] ; [62 95],[307.70691995 272.29308005] ; [83.29308005 73.70691995],1
p9,1,0.000318,12.959796,[517  67] ; [119  35],[503.28455285  80.71544715] ; [132.71544715  21.28455285],1
s8,1,0.000342,12.82599,[289 299] ; [ 52 105],[269.13825503 318.86174497] ; [71.86174497 85.13825503],1
p11,1,0.000451,12.308332,[499  93] ; [114  44],[483.86133333 108.13866667] ; [129.13866667  28.86133333],1
a5,1,0.000558,11.911699,[451 140] ; [99 59],[433.97863818 157.02136182] ; [116.02136182  41.97863818],1
s6,1,0.001038,10.759236,[415 163] ; [90 65],[398.21282401 179.78717599] ; [106.78717599  48.21282401],0
a2,1,0.001185,10.513404,[160 432] ; [ 23 135],[144.448 447.552] ; [ 38.552 119.448],0
r4,1,0.00143,10.16706,[560  32] ; [138  20],[550.95466667  41.04533333] ; [147.04533333  10.95466667],0
r1,1,0.00208,9.477545,[486 103] ; [113  45],[472.3038822 116.6961178] ; [126.6961178  31.3038822],0
p5,1,0.005049,7.86194,[ 82 504] ; [  9 148],[ 71.77119785 514.22880215] ; [ 19.22880215 137.77119785],0
s3,1,0.006157,7.503813,[343 241] ; [72 83],[327.95669824 256.04330176] ; [87.04330176 67.95669824],0
s2,1,0.006426,7.426712,[317 267] ; [66 91],[301.85155196 282.14844804] ; [81.14844804 75.85155196],0
n1,1,0.006681,7.356881,[47 62] ; [ 9 36],[39.63636364 69.36363636] ; [16.36363636 28.63636364],0
u1,1,0.012607,6.22349,[123 469] ; [ 19 139],[112.08533333 479.91466667] ; [ 29.91466667 128.08533333],0
p2,1,0.015593,5.848176,[504  85] ; [121  35],[494.12751678  94.87248322] ; [130.87248322  25.12751678],0
d2,1,0.016634,5.734605,[306 284] ; [65 93],[292.63368984 297.36631016] ; [78.36631016 79.63368984],0
a4,1,0.01823,5.573949,[282 307] ; [59 99],[268.87416332 320.12583668] ; [72.12583668 85.87416332],0
p6,1,0.020333,5.383037,[234 350] ; [ 46 108],[221.57181572 362.42818428] ; [58.42818428 95.57181572],0
p7,1,0.036106,4.392091,[385 192] ; [90 66],[373.90859482 203.09140518] ; [101.09140518  54.90859482],0
d1,1,0.041551,4.153418,[364 228] ; [83 75],[352.832 239.168] ; [94.168 63.832],0
