Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.007748,7.090909,[19 13] ; [ 3 13],[14.66666667 17.33333333] ; [7.33333333 8.66666667],0
d5,1,0.013555,6.095238,[22 10] ; [ 5 11],[18. 14.] ; [9. 7.],0
n5,1,0.036885,4.355717,[16 16] ; [13  3],[19.33333333 12.66666667] ; [9.66666667 6.33333333],0
p6,1,0.058392,3.582488,[ 1 30] ; [ 3 12],[ 2.69565217 28.30434783] ; [ 1.30434783 13.69565217],0
a8,1,0.087249,2.924403,[ 2 27] ; [ 4 12],[ 3.86666667 25.13333333] ; [ 2.13333333 13.86666667],0
p10,1,0.088993,2.892487,[17 15] ; [ 4 11],[14.29787234 17.70212766] ; [6.70212766 8.29787234],0
s7,1,0.092411,2.831871,[ 8 20] ; [ 1 14],[ 5.86046512 22.13953488] ; [ 3.13953488 11.86046512],0
a3,1,0.095948,2.771645,[19 13] ; [ 5 10],[16.34042553 15.65957447] ; [7.65957447 7.34042553],0
a5,1,0.09769,2.742857,[16 16] ; [ 4 12],[13.33333333 18.66666667] ; [6.66666667 9.33333333],0
a6,1,0.09769,2.742857,[16 16] ; [ 4 12],[13.33333333 18.66666667] ; [6.66666667 9.33333333],0
u3,1,0.097788,2.741259,[5 8] ; [ 1 10],[3.25 9.75] ; [2.75 8.25],0
a7,1,0.102172,2.671304,[18 14] ; [ 5 11],[15.33333333 16.66666667] ; [7.66666667 8.33333333],0
v3,1,0.170904,1.875,[ 7 25] ; [ 1 15],[ 5.33333333 26.66666667] ; [ 2.66666667 13.33333333],0
s4,1,0.181409,1.786047,[ 2 30] ; [ 3 13],[ 3.33333333 28.66666667] ; [ 1.66666667 14.33333333],0
s6,1,0.205903,1.6,[14 18] ; [ 4 12],[12. 20.] ; [ 6. 10.],0
r3,1,0.216993,1.52415,[21 11] ; [7 8],[19.06382979 12.93617021] ; [8.93617021 6.06382979],0
s2,1,0.224684,1.474201,[ 9 23] ; [ 2 14],[ 7.33333333 24.66666667] ; [ 3.66666667 12.33333333],0
v2,1,0.230241,1.439375,[12 20] ; [ 3 12],[10.21276596 21.78723404] ; [ 4.78723404 10.21276596],0
s5,1,0.247391,1.337979,[ 6 26] ; [ 1 15],[ 4.66666667 27.33333333] ; [ 2.33333333 13.66666667],0
p9,1,0.250234,1.321994,[18 13] ; [6 9],[16.17391304 14.82608696] ; [7.82608696 7.17391304],0
v1,1,0.261556,1.260504,[11 21] ; [ 3 13],[ 9.33333333 22.66666667] ; [ 4.66666667 11.33333333],0
p4,1,0.285965,1.13852,[13 19] ; [ 4 12],[11.33333333 20.66666667] ; [ 5.66666667 10.33333333],0
n1,1,0.323296,0.975566,[ 2 11] ; [3 6],[ 2.95454545 10.04545455] ; [2.04545455 6.95454545],0
u2,1,0.391741,0.733532,[7 6] ; [4 7],[5.95833333 7.04166667] ; [5.04166667 5.95833333],0
b4,1,0.39332,0.728653,[22 10] ; [9 7],[20.66666667 11.33333333] ; [10.33333333  5.66666667],0
n4,1,0.403822,0.696915,[18 14] ; [11  5],[19.33333333 12.66666667] ; [9.66666667 6.33333333],0
p2,1,0.412589,0.671329,[16 16] ; [10  6],[17.33333333 14.66666667] ; [8.66666667 7.33333333],0
b1,1,0.413811,0.667826,[18 14] ; [7 9],[16.66666667 15.33333333] ; [8.33333333 7.66666667],0
a4,1,0.4795,0.5,[ 9 23] ; [ 3 13],[ 8. 24.] ; [ 4. 12.],0
p1,1,0.503996,0.446512,[ 4 28] ; [ 1 15],[ 3.33333333 28.66666667] ; [ 1.66666667 14.33333333],0
p7,1,0.508883,0.436364,[ 9 23] ; [ 6 10],[10. 22.] ; [ 5. 11.],0
p11,1,0.540291,0.375,[17 15] ; [7 9],[16. 16.] ; [8. 8.],0
s8,1,0.583882,0.3,[ 6 26] ; [ 2 14],[ 5.33333333 26.66666667] ; [ 2.66666667 13.33333333],0
u1,1,0.609523,0.26087,[ 1 31] ; [ 1 15],[ 1.33333333 30.66666667] ; [ 0.66666667 15.33333333],0
d2,1,0.653368,0.201681,[10 22] ; [ 4 12],[ 9.33333333 22.66666667] ; [ 4.66666667 11.33333333],0
n3,1,0.664558,0.188034,[7 6] ; [4 5],[6.5 6.5] ; [4.5 4.5],0
n2,1,0.664558,0.188034,[6 7] ; [5 4],[6.5 6.5] ; [4.5 4.5],0
a1,1,0.711923,0.136364,[ 3 29] ; [ 1 15],[ 2.66666667 29.33333333] ; [ 1.33333333 14.66666667],0
p5,1,0.711923,0.136364,[ 3 29] ; [ 1 15],[ 2.66666667 29.33333333] ; [ 1.33333333 14.66666667],0
n6,1,0.769054,0.086208,[18 13] ; [10  6],[18.46808511 12.53191489] ; [9.53191489 6.46808511],0
r4,1,0.784191,0.075,[ 5 27] ; [ 3 13],[ 5.33333333 26.66666667] ; [ 2.66666667 13.33333333],0
b5,1,0.8377,0.041958,[17 15] ; [9 7],[17.33333333 14.66666667] ; [8.66666667 7.33333333],0
v4,1,0.838118,0.041739,[17 15] ; [8 8],[16.66666667 15.33333333] ; [8.33333333 7.66666667],0
b2,1,0.918081,0.010579,[ 7 15] ; [3 7],[ 6.875 15.125] ; [3.125 6.875],0
b3,1,0.918081,0.010579,[ 7 15] ; [3 7],[ 6.875 15.125] ; [3.125 6.875],0
s3,1,0.95209,0.00361,[ 8 23] ; [ 4 12],[ 7.91489362 23.08510638] ; [ 4.08510638 11.91489362],0
p3,1,0.960173,0.002494,[ 6 25] ; [ 3 13],[ 5.93617021 25.06382979] ; [ 3.06382979 12.93617021],0
r1,1,1.0,0.0,[10 22] ; [ 5 11],[10. 22.] ; [ 5. 11.],0
a2,1,1.0,0.0,[ 2 30] ; [ 1 15],[ 2. 30.] ; [ 1. 15.],0
s1,1,1.0,0.0,[ 2 30] ; [ 1 15],[ 2. 30.] ; [ 1. 15.],0
