Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2e-06,22.695767,[22 43] ; [34  8],[34.01869159 30.98130841] ; [21.98130841 20.01869159],1
s7,1,1.6e-05,18.590619,[16 43] ; [29 12],[26.55 32.45] ; [18.45 22.55],1
s8,1,0.00023,13.566641,[17 48] ; [26 16],[26.12149533 38.87850467] ; [16.87850467 25.12149533],1
s6,1,0.000419,12.443553,[27 37] ; [31  9],[35.69230769 28.30769231] ; [22.30769231 17.69230769],1
s5,1,0.002409,9.208263,[11 54] ; [18 23],[17.78301887 47.21698113] ; [11.21698113 29.78301887],0
s4,1,0.024537,5.056291,[ 9 57] ; [13 28],[13.57009346 52.42990654] ; [ 8.42990654 32.57009346],0
u1,1,0.053493,3.728458,[ 1 65] ; [ 4 38],[ 3.05555556 62.94444444] ; [ 1.94444444 40.05555556],0
d5,1,0.06205,3.48172,[28 38] ; [25 16],[32.69158879 33.30841121] ; [20.30841121 20.69158879],0
r2,1,0.069584,3.292806,[55 11] ; [39  2],[57.98130841  8.01869159] ; [36.01869159  4.98130841],0
p10,1,0.083163,3.001982,[44 21] ; [34  7],[47.83018868 17.16981132] ; [30.16981132 10.83018868],0
a8,1,0.087551,2.918829,[ 4 58] ; [ 7 34],[ 6.62135922 55.37864078] ; [ 4.37864078 36.62135922],0
n2,1,0.097646,2.743584,[12  7] ; [10  1],[13.93333333  5.06666667] ; [8.06666667 2.93333333],0
a3,1,0.099471,2.714004,[27 39] ; [24 18],[31.16666667 34.83333333] ; [19.83333333 22.16666667],0
b5,1,0.117848,2.445691,[40 26] ; [19 23],[36.05555556 29.94444444] ; [22.94444444 19.05555556],0
p11,1,0.161125,1.963636,[52 14] ; [28 14],[48.88888889 17.11111111] ; [31.11111111 10.88888889],0
p12,1,0.167352,1.906501,[ 6 60] ; [ 1 41],[ 4.27777778 61.72222222] ; [ 2.72222222 39.27777778],0
b4,1,0.172721,1.859167,[34 32] ; [16 26],[30.55555556 35.44444444] ; [19.44444444 22.55555556],0
p3,1,0.210555,1.567609,[38 28] ; [19 23],[34.83333333 31.16666667] ; [22.16666667 19.83333333],0
u2,1,0.218707,1.512836,[22 17] ; [ 7 11],[19.84210526 19.15789474] ; [9.15789474 8.84210526],0
p9,1,0.23633,1.402352,[46 19] ; [34  8],[48.59813084 16.40186916] ; [31.40186916 10.59813084],0
p8,1,0.261336,1.261668,[42 22] ; [23 19],[39.24528302 24.75471698] ; [25.75471698 16.24528302],0
n6,1,0.267938,1.227273,[49 17] ; [35  7],[51.33333333 14.66666667] ; [32.66666667  9.33333333],0
a7,1,0.271957,1.20685,[44 22] ; [23 18],[41.3271028 24.6728972] ; [25.6728972 15.3271028],0
p2,1,0.289471,1.122078,[57  9] ; [33  9],[55. 11.] ; [35.  7.],0
d1,1,0.321415,0.98318,[ 2 64] ; [ 3 39],[ 3.05555556 62.94444444] ; [ 1.94444444 40.05555556],0
r4,1,0.366336,0.816057,[52 14] ; [36  6],[53.77777778 12.22222222] ; [34.22222222  7.77777778],0
b1,1,0.380014,0.770658,[34 32] ; [18 24],[31.77777778 34.22222222] ; [20.22222222 21.77777778],0
r3,1,0.404339,0.695383,[58  8] ; [39  3],[59.27777778  6.72222222] ; [37.72222222  4.27777778],0
d2,1,0.494125,0.467532,[18 48] ; [ 9 33],[16.5 49.5] ; [10.5 31.5],0
p1,1,0.497073,0.46118,[11 55] ; [ 5 37],[ 9.77777778 56.22222222] ; [ 6.22222222 35.77777778],0
p5,1,0.503956,0.446595,[ 9 56] ; [ 4 38],[ 7.89719626 57.10280374] ; [ 5.10280374 36.89719626],0
n5,1,0.537817,0.379601,[48 18] ; [32  9],[49.34579439 16.65420561] ; [30.65420561 10.34579439],0
a2,1,0.544977,0.366393,[ 7 59] ; [ 3 39],[ 6.11111111 59.88888889] ; [ 3.88888889 38.11111111],0
n3,1,0.552234,0.353331,[17  2] ; [9 2],[16.46666667  2.53333333] ; [9.53333333 1.46666667],0
s1,1,0.55708,0.344785,[ 3 61] ; [ 1 40],[ 2.43809524 61.56190476] ; [ 1.56190476 39.43809524],0
a5,1,0.56746,0.32695,[34 32] ; [24 18],[35.44444444 30.55555556] ; [22.55555556 19.44444444],0
v1,1,0.571917,0.319486,[25 38] ; [19 23],[26.4 36.6] ; [17.6 24.4],0
r1,1,0.583247,0.301015,[41 24] ; [28 13],[42.31132075 22.68867925] ; [26.68867925 14.31132075],0
