Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,103.863033,[ 62 206] ; [125  48],[113.64172336 154.35827664] ; [73.35827664 99.64172336],1
s6,1,0.0,58.529895,[122 156] ; [144  36],[161.45851528 116.54148472] ; [104.54148472  75.45851528],1
s2,1,0.0,53.371045,[ 78 202] ; [112  68],[115.65217391 164.34782609] ; [ 74.34782609 105.65217391],1
s3,1,0.0,50.406828,[100 179] ; [125  54],[137.06331878 141.93668122] ; [87.93668122 91.06331878],1
d2,1,0.000126,14.7078,[102 179] ; [98 82],[121.90889371 159.09110629] ; [ 78.09110629 101.90889371],1
p6,1,0.000443,12.341542,[ 67 210] ; [ 71 108],[ 83.82894737 193.17105263] ; [ 54.17105263 124.82894737],1
p3,1,0.001592,9.969304,[113 166] ; [100  80],[129.47058824 149.52941176] ; [83.52941176 96.47058824],0
n4,1,0.001834,9.708587,[202  79] ; [152  28],[215.77874187  65.22125813] ; [138.22125813  41.77874187],0
p12,1,0.002378,9.231857,[  9 271] ; [ 18 161],[ 16.47058824 263.52941176] ; [ 10.52941176 168.47058824],0
p4,1,0.004451,8.089947,[147 132] ; [119  61],[161.68627451 117.31372549] ; [104.31372549  75.68627451],0
a3,1,0.004726,7.98147,[178 102] ; [137  43],[191.73913043  88.26086957] ; [123.26086957  56.73913043],0
u4,1,0.01076,6.504563,[  1 280] ; [  6 174],[  4.26681128 276.73318872] ; [  2.73318872 177.26681128],0
p5,1,0.012722,6.207339,[ 12 268] ; [ 18 158],[ 18.42105263 261.57894737] ; [ 11.57894737 164.42105263],0
a6,1,0.016222,5.778662,[209  72] ; [115  65],[197.49240781  83.50759219] ; [126.50759219  53.49240781],0
a7,1,0.017787,5.616987,[220  60] ; [123  56],[209.23747277  70.76252723] ; [133.76252723  45.23747277],0
p7,1,0.019014,5.500194,[161 113] ; [122  53],[172.69933185 101.30066815] ; [110.30066815  64.69933185],0
d1,1,0.035045,4.442973,[142 139] ; [109  71],[152.99566161 128.00433839] ; [98.00433839 81.99566161],0
b3,1,0.035477,4.422053,[ 42 101] ; [54 76],[50.28571429 92.71428571] ; [45.71428571 84.28571429],0
b2,1,0.035477,4.422053,[ 42 101] ; [54 76],[50.28571429 92.71428571] ; [45.71428571 84.28571429],0
r1,1,0.045416,4.003141,[210  71] ; [148  31],[218.69130435  62.30869565] ; [139.30869565  39.69130435],0
a2,1,0.049292,3.86537,[ 49 232] ; [ 45 135],[ 57.29718004 223.70281996] ; [ 36.70281996 143.29718004],0
v3,1,0.050793,3.815081,[ 95 177] ; [76 96],[104.75675676 167.24324324] ; [ 66.24324324 105.75675676],0
a4,1,0.052215,3.768876,[104 177] ; [83 97],[113.98481562 167.01518438] ; [ 73.01518438 106.98481562],0
u1,1,0.052899,3.747092,[ 32 249] ; [ 32 148],[ 39.01084599 241.98915401] ; [ 24.98915401 155.01084599],0
a8,1,0.059612,3.54815,[ 29 226] ; [ 30 138],[ 35.56737589 219.43262411] ; [ 23.43262411 144.56737589],0
p11,1,0.064983,3.405404,[234  47] ; [161  19],[240.77006508  40.22993492] ; [154.22993492  25.77006508],0
r4,1,0.084494,2.976257,[239  42] ; [163  17],[245.03687636  35.96312364] ; [156.96312364  23.03687636],0
a5,1,0.105706,2.617279,[191  90] ; [135  45],[198.71149675  82.28850325] ; [127.28850325  52.71149675],0
s1,1,0.16607,1.918066,[  5 274] ; [  7 172],[  7.31004367 271.68995633] ; [  4.68995633 174.31004367],0
r3,1,0.240946,1.375048,[262  18] ; [173   7],[264.7826087  15.2173913] ; [170.2173913   9.7826087],0
n5,1,0.251156,1.316859,[210  69] ; [143  36],[215.0371179  63.9628821] ; [137.9628821  41.0371179],0
n6,1,0.253967,1.301348,[229  50] ; [155  25],[233.41176471  45.58823529] ; [150.58823529  29.41176471],0
v1,1,0.268424,1.224783,[135 139] ; [94 78],[140.68609865 133.31390135] ; [88.31390135 83.68609865],0
p9,1,0.280836,1.163041,[257  23] ; [170  10],[259.91304348  20.08695652] ; [167.08695652  12.91304348],0
d3,1,0.350919,0.870131,[193  86] ; [117  63],[188.43137255  90.56862745] ; [121.56862745  58.43137255],0
v2,1,0.353704,0.860125,[145 122] ; [100  70],[149.69107551 117.30892449] ; [95.30892449 74.69107551],0
p8,1,0.377899,0.777526,[139 139] ; [96 81],[143.58241758 134.41758242] ; [91.41758242 85.58241758],0
v4,1,0.387644,0.746318,[264  16] ; [172   7],[265.96949891  14.03050109] ; [170.03050109   8.96949891],0
n1,1,0.394712,0.724377,[17 44] ; [12 21],[18.81914894 42.18085106] ; [10.18085106 22.81914894],0
p1,1,0.405449,0.692107,[ 15 265] ; [ 13 166],[ 17.08061002 262.91938998] ; [ 10.91938998 168.08061002],0
u3,1,0.463767,0.536788,[52 49] ; [25 18],[54.00694444 46.99305556] ; [22.99305556 20.00694444],0
d4,1,0.465333,0.533036,[220  61] ; [146  34],[223.09327549  57.90672451] ; [142.90672451  37.09327549],0
