Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,52.515479,[224  65] ; [49 72],[192.43170732  96.56829268] ; [80.56829268 40.43170732],1
a6,1,0.0,45.614602,[226  64] ; [53 68],[196.86131387  93.13868613] ; [82.13868613 38.86131387],1
a2,1,2.6e-05,17.700795,[ 75 216] ; [  9 112],[ 59.33009709 231.66990291] ; [24.66990291 96.33009709],1
d4,1,4e-05,16.860955,[242  48] ; [78 42],[226.34146341  63.65853659] ; [93.65853659 26.34146341],1
r1,1,0.000119,14.801519,[236  54] ; [77 44],[220.85158151  69.14841849] ; [92.14841849 28.85158151],1
b5,1,0.000146,14.419866,[175 116] ; [48 73],[157.50728155 133.49271845] ; [65.49271845 55.50728155],1
d5,1,0.000821,11.192546,[236  54] ; [80 41],[222.96836983  67.03163017] ; [93.03163017 27.96836983],1
u1,1,0.002529,9.119395,[ 53 238] ; [  8 113],[ 43.08495146 247.91504854] ; [ 17.91504854 103.08495146],0
v4,1,0.003526,8.513089,[276  13] ; [105  15],[269.21515892  19.78484108] ; [111.78484108   8.21515892],0
p2,1,0.005132,7.832242,[229  61] ; [79 41],[217.85365854  72.14634146] ; [90.14634146 29.85365854],0
d1,1,0.005489,7.71089,[171 120] ; [53 68],[158.21359223 132.78640777] ; [65.78640777 55.21359223],0
v2,1,0.00763,7.118222,[128 151] ; [36 79],[116.1319797 162.8680203] ; [47.8680203 67.1319797],0
r3,1,0.008135,7.003536,[273  16] ; [105  16],[266.44390244  22.55609756] ; [111.55609756   9.44390244],0
p10,1,0.009352,6.754275,[218  68] ; [77 44],[207.2972973  78.7027027] ; [87.7027027 33.2972973],0
s2,1,0.010581,6.534339,[140 150] ; [41 78],[128.33740831 161.66259169] ; [52.66259169 66.33740831],0
r4,1,0.027206,4.877659,[263  28] ; [100  21],[256.3907767  34.6092233] ; [106.6092233  14.3907767],0
p9,1,0.065635,3.388934,[221  63] ; [83 37],[213.7029703  70.2970297] ; [90.2970297 29.7029703],0
a3,1,0.077495,3.116667,[204  87] ; [74 47],[196.35436893  94.64563107] ; [81.64563107 39.35436893],0
b1,1,0.100241,2.70171,[107 184] ; [55 66],[114.4223301 176.5776699] ; [47.5776699 73.4223301],0
u3,1,0.152927,2.042805,[49 36] ; [21 26],[45.07575758 39.92424242] ; [24.92424242 22.07575758],0
u4,1,0.154562,2.026638,[  1 290] ; [  2 119],[  2.11893204 288.88106796] ; [  0.88106796 120.11893204],0
v3,1,0.166986,1.909798,[ 83 199] ; [26 89],[ 77.4256927 204.5743073] ; [31.5743073 83.4256927],0
p6,1,0.179828,1.799048,[ 78 211] ; [40 79],[ 83.58333333 205.41666667] ; [34.41666667 84.58333333],0
s6,1,0.186465,1.745327,[175 112] ; [63 54],[169.07425743 117.92574257] ; [68.92574257 48.07425743],0
n3,1,0.223556,1.4814,[59 23] ; [27 17],[55.96825397 26.03174603] ; [30.03174603 13.96825397],0
s3,1,0.295236,1.095589,[158 130] ; [58 60],[153.22167488 134.77832512] ; [62.77832512 55.22167488],0
b4,1,0.302345,1.063821,[170 121] ; [64 57],[165.27669903 125.72330097] ; [68.72330097 52.27669903],0
a5,1,0.315881,1.005926,[200  91] ; [77 44],[195.64805825  95.35194175] ; [81.35194175 39.64805825],0
n5,1,0.318124,0.996643,[185 104] ; [83 37],[189.36919315  99.63080685] ; [78.63080685 41.36919315],0
a8,1,0.425987,0.63374,[ 28 240] ; [  9 106],[ 25.89033943 242.10966057] ; [ 11.10966057 103.89033943],0
p4,1,0.429671,0.623714,[146 143] ; [55 64],[142.375 146.625] ; [58.625 60.375],0
p1,1,0.454101,0.560396,[ 20 268] ; [ 11 110],[ 21.82885086 266.17114914] ; [  9.17114914 111.82885086],0
s5,1,0.543862,0.368429,[ 78 204] ; [35 79],[ 80.46969697 201.53030303] ; [32.53030303 81.46969697],0
a1,1,0.570815,0.321321,[ 13 278] ; [  7 114],[ 14.12621359 276.87378641] ; [  5.87378641 115.12621359],0
s4,1,0.580217,0.305883,[ 53 234] ; [25 95],[ 55.002457 231.997543] ; [22.997543 97.002457],0
b2,1,0.590444,0.289651,[ 47 111] ; [23 46],[ 48.72246696 109.27753304] ; [21.27753304 47.72246696],0
b3,1,0.590444,0.289651,[ 47 111] ; [23 46],[ 48.72246696 109.27753304] ; [21.27753304 47.72246696],0
p7,1,0.614393,0.253828,[161 122] ; [65 55],[158.70471464 124.29528536] ; [67.29528536 52.70471464],0
p8,1,0.629735,0.23242,[129 157] ; [51 69],[126.79802956 159.20197044] ; [53.20197044 66.79802956],0
p3,1,0.638662,0.220496,[115 175] ; [51 70],[117.12895377 172.87104623] ; [48.87104623 72.12895377],0
p12,1,0.679857,0.170287,[ 14 275] ; [  7 113],[ 14.83863081 274.16136919] ; [  6.16136919 113.83863081],0
s8,1,0.692331,0.156574,[ 99 190] ; [39 82],[ 97.27317073 191.72682927] ; [40.72682927 80.27317073],0
n6,1,0.7133,0.135003,[230  60] ; [94 27],[228.61313869  61.38686131] ; [95.38686131 25.61313869],0
s1,1,0.714099,0.134217,[ 12 275] ; [  6 114],[ 12.69287469 274.30712531] ; [  5.30712531 114.69287469],0
d2,1,0.80413,0.061507,[135 155] ; [57 62],[136.13691932 153.86308068] ; [55.86308068 63.13691932],0
a4,1,0.834131,0.043851,[118 173] ; [50 70],[118.94890511 172.05109489] ; [49.05109489 70.94890511],0
p11,1,0.878295,0.023449,[209  82] ; [86 35],[208.36165049  82.63834951] ; [86.63834951 34.36165049],0
n4,1,0.905016,0.014239,[202  88] ; [85 36],[202.50608273  87.49391727] ; [84.49391727 36.50608273],0
p5,1,0.95148,0.003703,[ 21 268] ; [  9 112],[ 21.14634146 267.85365854] ; [  8.85365854 112.14634146],0
s7,1,0.956603,0.002961,[119 159] ; [50 66],[119.24365482 158.75634518] ; [49.75634518 66.24365482],0
n1,1,0.980339,0.000607,[28 52] ; [16 30],[27.93650794 52.06349206] ; [16.06349206 29.93650794],0
n2,1,0.98056,0.000594,[56 26] ; [32 15],[55.9379845 26.0620155] ; [32.0620155 14.9379845],0
u2,1,1.0,0.0,[43 43] ; [23 23],[43. 43.] ; [23. 23.],0
