Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,27.243697,[ 6 44] ; [19  8],[16.23376623 33.76623377] ; [ 8.76623377 18.23376623],1
s6,1,1e-05,19.432069,[16 38] ; [22  5],[25.33333333 28.66666667] ; [12.66666667 14.33333333],1
r4,1,0.000119,14.816247,[27 27] ; [26  2],[34.90243902 19.09756098] ; [18.09756098  9.90243902],1
s2,1,0.000148,14.392194,[13 40] ; [19  9],[20.9382716 32.0617284] ; [11.0617284 16.9382716],1
p9,1,0.000187,13.957895,[17 34] ; [21  6],[24.84615385 26.15384615] ; [13.15384615 13.84615385],1
v1,1,0.000312,12.998674,[12 42] ; [17 10],[19.33333333 34.66666667] ; [ 9.66666667 17.33333333],1
p10,1,0.000613,11.735605,[16 37] ; [19  8],[23.1875 29.8125] ; [11.8125 15.1875],1
r3,1,0.000994,10.839618,[34 20] ; [27  1],[40.17073171 13.82926829] ; [20.82926829  7.17073171],1
p6,1,0.001654,9.898673,[ 4 48] ; [10 18],[ 9.1 42.9] ; [ 4.9 23.1],0
v4,1,0.00241,9.207987,[33 21] ; [26  2],[38.85365854 15.14634146] ; [20.14634146  7.85365854],0
p11,1,0.003148,8.719692,[24 30] ; [22  6],[30.29268293 23.70731707] ; [15.70731707 12.29268293],0
r1,1,0.003148,8.719692,[24 30] ; [22  6],[30.29268293 23.70731707] ; [15.70731707 12.29268293],0
a5,1,0.013159,6.147549,[23 31] ; [20  8],[28.31707317 25.68292683] ; [14.68292683 13.31707317],0
s3,1,0.015594,5.848065,[17 35] ; [17 11],[22.1 29.9] ; [11.9 16.1],0
u2,1,0.03647,4.375,[ 9 18] ; [6 2],[11.57142857 15.42857143] ; [3.42857143 4.57142857],0
d2,1,0.038159,4.297924,[19 33] ; [17 11],[23.4 28.6] ; [12.6 15.4],0
v3,1,0.039093,4.25681,[10 40] ; [11 15],[13.81578947 36.18421053] ; [ 7.18421053 18.81578947],0
a3,1,0.043969,4.057767,[26 28] ; [20  8],[30.29268293 23.70731707] ; [15.70731707 12.29268293],0
d5,1,0.043969,4.057767,[26 28] ; [20  8],[30.29268293 23.70731707] ; [15.70731707 12.29268293],0
s5,1,0.045122,4.014059,[ 9 42] ; [10 16],[12.58441558 38.41558442] ; [ 6.41558442 19.58441558],0
s4,1,0.066434,3.369011,[ 8 46] ; [ 9 19],[11.19512195 42.80487805] ; [ 5.80487805 22.19512195],0
n1,1,0.067519,3.342339,[11 13] ; [8 2],[13.41176471 10.58823529] ; [5.58823529 4.41176471],0
r2,1,0.073611,3.200609,[40 12] ; [26  2],[42.9  9.1] ; [23.1  4.9],0
n2,1,0.084146,2.982955,[15  9] ; [10  1],[17.14285714  6.85714286] ; [7.85714286 3.14285714],0
p3,1,0.102885,2.660245,[12 42] ; [11 17],[15.14634146 38.85365854] ; [ 7.85365854 20.14634146],0
n3,1,0.10924,2.565182,[11 11] ; [8 2],[13.0625  8.9375] ; [5.9375 4.0625],0
a4,1,0.114453,2.491625,[17 36] ; [14 14],[20.28395062 32.71604938] ; [10.71604938 17.28395062],0
p7,1,0.14032,2.174443,[12 39] ; [11 17],[14.84810127 36.15189873] ; [ 8.15189873 19.84810127],0
p4,1,0.146686,2.106384,[14 38] ; [12 16],[16.9 35.1] ; [ 9.1 18.9],0
p12,1,0.191601,1.705263,[ 2 52] ; [ 3 24],[ 3.33333333 50.66666667] ; [ 1.66666667 25.33333333],0
n6,1,0.214364,1.541707,[31 23] ; [20  8],[33.58536585 20.41463415] ; [17.41463415 10.58536585],0
a8,1,0.217038,1.523849,[ 2 51] ; [ 3 25],[ 3.27160494 49.72839506] ; [ 1.72839506 26.27160494],0
n4,1,0.217341,1.521842,[29 25] ; [19  9],[31.6097561 22.3902439] ; [16.3902439 11.6097561],0
b1,1,0.217666,1.519691,[27 27] ; [18 10],[29.63414634 24.36585366] ; [15.36585366 12.63414634],0
v2,1,0.224924,1.472674,[16 34] ; [12 14],[18.42105263 31.57894737] ; [ 9.57894737 16.42105263],0
a2,1,0.226213,1.464515,[ 1 53] ; [ 2 26],[ 1.97560976 52.02439024] ; [ 1.02439024 26.97560976],0
d1,1,0.306924,1.043867,[17 37] ; [12 16],[19.09756098 34.90243902] ; [ 9.90243902 18.09756098],0
a1,1,0.348306,0.879618,[ 5 49] ; [ 1 27],[ 3.95121951 50.04878049] ; [ 2.04878049 25.95121951],0
b5,1,0.423029,0.641886,[22 32] ; [14 14],[23.70731707 30.29268293] ; [12.29268293 15.70731707],0
p5,1,0.443273,0.587794,[ 2 52] ; [ 2 24],[ 2.7 51.3] ; [ 1.3 24.7],0
b3,1,0.551387,0.354839,[12 18] ; [12 13],[13.09090909 16.90909091] ; [10.90909091 14.09090909],0
b2,1,0.551387,0.354839,[12 18] ; [12 13],[13.09090909 16.90909091] ; [10.90909091 14.09090909],0
u1,1,0.632167,0.229134,[ 1 53] ; [ 1 27],[ 1.31707317 52.68292683] ; [ 0.68292683 27.31707317],0
u4,1,0.632167,0.229134,[ 1 53] ; [ 1 27],[ 1.31707317 52.68292683] ; [ 0.68292683 27.31707317],0
b4,1,0.641388,0.216931,[26 28] ; [15 13],[27. 27.] ; [14. 14.],0
d4,1,0.778611,0.079034,[33 21] ; [18 10],[33.58536585 20.41463415] ; [17.41463415 10.58536585],0
p1,1,0.833224,0.044339,[ 5 49] ; [ 3 25],[ 5.26829268 48.73170732] ; [ 2.73170732 25.26829268],0
a6,1,0.842158,0.039654,[20 34] ; [11 17],[20.41463415 33.58536585] ; [10.58536585 17.41463415],0
p8,1,0.910751,0.012564,[11 43] ; [ 6 22],[11.19512195 42.80487805] ; [ 5.80487805 22.19512195],0
s1,1,0.911399,0.012382,[ 6 46] ; [ 3 25],[ 5.85 46.15] ; [ 3.15 24.85],0
d3,1,0.951335,0.003725,[17 37] ; [ 9 19],[17.12195122 36.87804878] ; [ 8.87804878 19.12195122],0
n5,1,0.976466,0.00087,[32 21] ; [17 11],[32.0617284 20.9382716] ; [16.9382716 11.0617284],0
