Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,36.034112,[199  49] ; [19 30],[182.03367003  65.96632997] ; [35.96632997 13.03367003],1
u3,1,0.617409,0.249525,[38 12] ; [9 4],[37.3015873 12.6984127] ; [9.6984127 3.3015873],0
d3,1,0.640324,0.218319,[206  44] ; [39 10],[204.84949833  45.15050167] ; [40.15050167  8.84949833],0
v3,1,0.651641,0.203838,[107 135] ; [22 24],[108.39583333 133.60416667] ; [20.60416667 25.39583333],0
a6,1,0.689868,0.159228,[197  52] ; [40  9],[198.03020134  50.96979866] ; [38.96979866 10.03020134],0
p4,1,0.754435,0.097842,[169  81] ; [32 17],[168.06020067  81.93979933] ; [32.93979933 16.06020067],0
r2,1,0.790962,0.070257,[242   7] ; [46  1],[242.27027027   6.72972973] ; [45.72972973  1.27027027],0
n4,1,0.835005,0.043383,[203  48] ; [39 10],[202.47333333  48.52666667] ; [39.52666667  9.47333333],0
b4,1,0.864569,0.029091,[151 101] ; [30 19],[151.53488372 100.46511628] ; [29.46511628 19.53488372],0
v4,1,0.882114,0.02199,[245   6] ; [48  1],[245.14333333   5.85666667] ; [47.85666667  1.14333333],0
p8,1,0.910922,0.012516,[139 108] ; [28 21],[139.35472973 107.64527027] ; [27.64527027 21.35472973],0
p11,1,0.923098,0.009318,[197  55] ; [38 11],[196.74418605  55.25581395] ; [38.25581395 10.74418605],0
p2,1,1.0,0.0,[216  36] ; [42  7],[216.  36.] ; [42.  7.],0
