Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,23.147432,[65 36] ; [ 5 27],[53.15789474 47.84210526] ; [16.84210526 15.15789474],1
v4,1,4.5e-05,16.645282,[87 13] ; [17 15],[78.78787879 21.21212121] ; [25.21212121  6.78787879],1
p10,1,0.005713,7.638793,[70 29] ; [14 18],[63.48091603 35.51908397] ; [20.51908397 11.48091603],0
d1,1,0.012513,6.236726,[32 69] ; [ 3 29],[26.57894737 74.42105263] ; [ 8.42105263 23.57894737],0
a4,1,0.031099,4.6475,[32 68] ; [ 4 28],[27.27272727 72.72727273] ; [ 8.72727273 23.27272727],0
a3,1,0.033194,4.535738,[56 44] ; [11 21],[50.75757576 49.24242424] ; [16.24242424 15.75757576],0
d5,1,0.033611,4.5144,[62 38] ; [13 19],[56.81818182 43.18181818] ; [18.18181818 13.81818182],0
d2,1,0.040923,4.179217,[38 61] ; [ 6 26],[33.2519084 65.7480916] ; [10.7480916 21.2519084],0
b1,1,0.049578,3.855685,[37 64] ; [18 14],[41.76691729 59.23308271] ; [13.23308271 18.76691729],0
u3,1,0.065716,3.386913,[19 26] ; [ 4 17],[15.68181818 29.31818182] ; [ 7.31818182 13.68181818],0
n2,1,0.098416,2.731034,[24  9] ; [5 6],[21.75 11.25] ; [7.25 3.75],0
p2,1,0.103156,2.656067,[71 28] ; [18 14],[67.25954198 31.74045802] ; [21.74045802 10.25954198],0
p9,1,0.123931,2.366922,[74 24] ; [19 12],[70.65116279 27.34883721] ; [22.34883721  8.65116279],0
a7,1,0.130984,2.280808,[59 41] ; [14 18],[55.3030303 44.6969697] ; [17.6969697 14.3030303],0
a8,1,0.138336,2.196377,[ 7 90] ; [ 5 26],[ 9.09375 87.90625] ; [ 2.90625 28.09375],0
n4,1,0.146256,2.110877,[59 42] ; [14 18],[55.43609023 45.56390977] ; [17.56390977 14.43609023],0
r3,1,0.156859,2.004251,[78 23] ; [20 11],[74.98484848 26.01515152] ; [23.01515152  7.98484848],0
u2,1,0.192662,1.697143,[18 27] ; [12  9],[20.45454545 24.54545455] ; [ 9.54545455 11.45454545],0
v1,1,0.199344,1.647173,[26 71] ; [ 5 27],[23.31007752 73.68992248] ; [ 7.68992248 24.31007752],0
s7,1,0.218771,1.512418,[31 67] ; [ 6 24],[28.328125 69.671875] ; [ 8.671875 21.328125],0
p12,1,0.222192,1.490156,[ 2 98] ; [ 2 30],[ 3.03030303 96.96969697] ; [ 0.96969697 31.03030303],0
p11,1,0.254833,1.29661,[65 36] ; [17 15],[62.27067669 38.72932331] ; [19.72932331 12.27067669],0
n6,1,0.257162,1.28397,[73 27] ; [20 12],[70.45454545 29.54545455] ; [22.54545455  9.45454545],0
a2,1,0.346594,0.885889,[ 8 93] ; [ 1 31],[ 6.83458647 94.16541353] ; [ 2.16541353 29.83458647],0
p1,1,0.357864,0.845375,[12 88] ; [ 2 30],[10.60606061 89.39393939] ; [ 3.39393939 28.60606061],0
s6,1,0.41048,0.677409,[43 58] ; [11 21],[41.0075188 59.9924812] ; [12.9924812 19.0075188],0
s2,1,0.433429,0.613617,[36 65] ; [ 9 23],[34.17293233 66.82706767] ; [10.82706767 21.17293233],0
b2,1,0.476661,0.506494,[20 36] ; [ 6 16],[18.66666667 37.33333333] ; [ 7.33333333 14.66666667],0
b3,1,0.476661,0.506494,[20 36] ; [ 6 16],[18.66666667 37.33333333] ; [ 7.33333333 14.66666667],0
p6,1,0.480165,0.498489,[22 78] ; [ 5 26],[20.61068702 79.38931298] ; [ 6.38931298 24.61068702],0
d3,1,0.490002,0.476521,[44 55] ; [12 20],[42.32061069 56.67938931] ; [13.67938931 18.32061069],0
a5,1,0.505939,0.442457,[51 50] ; [14 18],[49.36090226 51.63909774] ; [15.63909774 16.36090226],0
p8,1,0.521711,0.410509,[39 62] ; [10 21],[37.49242424 63.50757576] ; [11.50757576 19.49242424],0
a6,1,0.590073,0.290231,[56 45] ; [16 16],[54.67669173 46.32330827] ; [17.32330827 14.67669173],0
b5,1,0.605052,0.267443,[62 39] ; [18 14],[60.7518797 40.2481203] ; [19.2481203 12.7518797],0
n5,1,0.610702,0.259153,[65 36] ; [19 13],[63.78947368 37.21052632] ; [20.21052632 11.78947368],0
v3,1,0.630783,0.231,[16 84] ; [ 4 28],[15.15151515 84.84848485] ; [ 4.84848485 27.15151515],0
a1,1,0.633914,0.22679,[ 9 92] ; [ 2 30],[ 8.35338346 92.64661654] ; [ 2.64661654 29.35338346],0
p5,1,0.64496,0.212313,[ 9 90] ; [ 2 29],[ 8.37692308 90.62307692] ; [ 2.62307692 28.37692308],0
s3,1,0.652307,0.203004,[40 60] ; [11 20],[38.93129771 61.06870229] ; [12.06870229 18.93129771],0
d4,1,0.677276,0.173208,[61 40] ; [18 14],[59.9924812 41.0075188] ; [19.0075188 12.9924812],0
s8,1,0.713886,0.134427,[22 79] ; [ 6 26],[21.26315789 79.73684211] ; [ 6.73684211 25.26315789],0
s4,1,0.713886,0.134427,[22 79] ; [ 6 26],[21.26315789 79.73684211] ; [ 6.73684211 25.26315789],0
n3,1,0.723296,0.125356,[20 13] ; [6 5],[19.5 13.5] ; [6.5 4.5],0
p4,1,0.752072,0.099798,[41 60] ; [14 18],[41.76691729 59.23308271] ; [13.23308271 18.76691729],0
p3,1,0.816665,0.053748,[37 64] ; [11 21],[36.45112782 64.54887218] ; [11.54887218 20.45112782],0
s1,1,0.828596,0.046874,[ 4 97] ; [ 1 31],[ 3.79699248 97.20300752] ; [ 1.20300752 30.79699248],0
u1,1,0.828596,0.046874,[ 4 97] ; [ 1 31],[ 3.79699248 97.20300752] ; [ 1.20300752 30.79699248],0
s5,1,0.857916,0.032051,[20 79] ; [ 6 26],[19.64885496 79.35114504] ; [ 6.35114504 25.64885496],0
b4,1,0.895284,0.017324,[55 46] ; [17 15],[54.67669173 46.32330827] ; [17.32330827 14.67669173],0
p7,1,0.909694,0.012865,[44 54] ; [14 18],[43.72307692 54.27692308] ; [14.27692308 17.72307692],0
n1,1,1.0,0.0,[12 21] ; [4 7],[12. 21.] ; [4. 7.],0
