Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,30.027918,[ 2 40] ; [39 30],[15.51351351 26.48648649] ; [25.48648649 43.51351351],1
a7,1,0.00012,14.797878,[17 25] ; [53 16],[26.48648649 15.51351351] ; [43.51351351 25.48648649],1
d4,1,0.000181,14.014543,[20 21] ; [57 12],[28.7 12.3] ; [48.3 20.7],1
d3,1,0.000599,11.778726,[15 27] ; [47 21],[23.67272727 18.32727273] ; [38.32727273 29.67272727],1
a6,1,0.000794,11.254262,[13 29] ; [44 25],[21.56756757 20.43243243] ; [35.43243243 33.56756757],1
a5,1,0.00184,9.702921,[11 31] ; [39 30],[18.91891892 23.08108108] ; [31.08108108 37.91891892],0
p10,1,0.007444,7.162689,[17 25] ; [44 22],[23.72222222 18.27777778] ; [37.27777778 28.72222222],0
v2,1,0.020537,5.365672,[ 9 30] ; [31 37],[14.57943925 24.42056075] ; [25.42056075 42.57943925],0
p7,1,0.022676,5.193164,[24 16] ; [25 42],[18.31775701 21.68224299] ; [30.68224299 36.31775701],0
p8,1,0.02806,4.824401,[ 9 32] ; [29 39],[14.29357798 26.70642202] ; [23.70642202 44.29357798],0
s3,1,0.029098,4.761794,[15 27] ; [12 57],[10.21621622 31.78378378] ; [16.78378378 52.21621622],0
r4,1,0.047355,3.932727,[22 20] ; [49 20],[26.86486486 15.13513514] ; [44.13513514 24.86486486],0
r1,1,0.047444,3.929582,[20 22] ; [46 23],[24.97297297 17.02702703] ; [41.02702703 27.97297297],0
v4,1,0.053948,3.714298,[32  9] ; [62  6],[35.35779817  5.64220183] ; [58.64220183  9.35779817],0
a2,1,0.08459,2.974435,[ 1 41] ; [ 8 61],[ 3.40540541 38.59459459] ; [ 5.59459459 63.40540541],0
r2,1,0.111348,2.53499,[30 12] ; [58 11],[33.2972973  8.7027027] ; [54.7027027 14.2972973],0
n3,1,0.114685,2.48845,[14  5] ; [12 12],[11.48837209  7.51162791] ; [14.51162791  9.48837209],0
n2,1,0.114685,2.48845,[14  5] ; [12 12],[11.48837209  7.51162791] ; [14.51162791  9.48837209],0
p3,1,0.12294,2.379462,[ 6 36] ; [18 49],[ 9.24770642 32.75229358] ; [14.75229358 52.24770642],0
u1,1,0.125025,2.353219,[ 1 41] ; [ 7 62],[ 3.02702703 38.97297297] ; [ 4.97297297 64.02702703],0
a8,1,0.143489,2.140136,[ 4 36] ; [ 2 62],[ 2.30769231 37.69230769] ; [ 3.69230769 60.30769231],0
u2,1,0.151578,2.056294,[ 9 12] ; [16  9],[11.41304348  9.58695652] ; [13.58695652 11.41304348],0
b3,1,0.152661,2.045455,[ 4 20] ; [12 24],[ 6.4 17.6] ; [ 9.6 26.4],0
b2,1,0.152661,2.045455,[ 4 20] ; [12 24],[ 6.4 17.6] ; [ 9.6 26.4],0
b1,1,0.153272,2.039385,[21 21] ; [25 44],[17.40540541 24.59459459] ; [28.59459459 40.40540541],0
r3,1,0.188982,1.725539,[31 11] ; [58 11],[33.67567568  8.32432432] ; [55.32432432 13.67567568],0
a3,1,0.195551,1.675292,[21 20] ; [44 25],[24.22727273 16.77272727] ; [40.77272727 28.22727273],0
d2,1,0.212952,1.551242,[11 31] ; [26 43],[14. 28.] ; [23. 46.],0
s4,1,0.228676,1.44908,[ 6 36] ; [ 5 64],[ 4.16216216 37.83783784] ; [ 6.83783784 62.16216216],0
a4,1,0.242325,1.367016,[ 8 34] ; [20 49],[10.59459459 31.40540541] ; [17.40540541 51.59459459],0
p9,1,0.244286,1.355688,[24 18] ; [45 21],[26.83333333 15.16666667] ; [42.16666667 23.83333333],0
p5,1,0.268693,1.223409,[ 1 40] ; [ 5 62],[ 2.27777778 38.72222222] ; [ 3.72222222 63.27777778],0
v3,1,0.281612,1.159292,[ 5 36] ; [13 51],[ 7.02857143 33.97142857] ; [10.97142857 53.02857143],0
a1,1,0.296585,1.089487,[ 2 40] ; [ 1 68],[ 1.13513514 40.86486486] ; [ 1.86486486 67.13513514],0
s8,1,0.357649,0.846132,[ 6 36] ; [ 6 63],[ 4.54054054 37.45945946] ; [ 7.45945946 61.54054054],0
u3,1,0.401067,0.705125,[10 11] ; [15 10],[11.41304348  9.58695652] ; [13.58695652 11.41304348],0
s2,1,0.412598,0.671303,[ 8 34] ; [ 9 59],[ 6.49090909 35.50909091] ; [10.50909091 57.49090909],0
s5,1,0.432446,0.616246,[ 3 39] ; [ 8 60],[ 4.2 37.8] ; [ 6.8 61.2],0
s1,1,0.46153,0.542182,[ 4 38] ; [ 4 65],[ 3.02702703 38.97297297] ; [ 4.97297297 64.02702703],0
n6,1,0.467823,0.527112,[22 20] ; [41 28],[23.83783784 18.16216216] ; [39.16216216 29.83783784],0
p11,1,0.487115,0.482892,[24 18] ; [44 25],[25.72972973 16.27027027] ; [42.27027027 26.72972973],0
b4,1,0.503704,0.447123,[21 21] ; [39 30],[22.7027027 19.2972973] ; [37.2972973 31.7027027],0
p6,1,0.596361,0.280519,[ 8 34] ; [10 56],[ 7. 35.] ; [11. 55.],0
p1,1,0.620172,0.245627,[ 2 40] ; [ 2 66],[ 1.52727273 40.47272727] ; [ 2.47272727 65.52727273],0
s7,1,0.658987,0.194757,[ 5 35] ; [10 54],[ 5.76923077 34.23076923] ; [ 9.23076923 54.76923077],0
n1,1,0.672583,0.178595,[ 5 14] ; [ 5 19],[ 4.41860465 14.58139535] ; [ 5.58139535 18.41860465],0
p4,1,0.701654,0.146757,[13 28] ; [24 44],[13.91743119 27.08256881] ; [23.08256881 44.91743119],0
v1,1,0.736313,0.113394,[12 29] ; [22 46],[12.78899083 28.21100917] ; [21.21100917 46.78899083],0
b5,1,0.756218,0.09638,[25 17] ; [39 30],[24.21621622 17.78378378] ; [39.78378378 29.21621622],0
p2,1,0.914973,0.011399,[28 14] ; [44 23],[27.74311927 14.25688073] ; [44.25688073 22.74311927],0
n5,1,0.9459,0.004605,[14 27] ; [24 45],[14.16363636 26.83636364] ; [23.83636364 45.16363636],0
