Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,78.094045,[30 88] ; [68  7],[59.91709845 58.08290155] ; [38.08290155 36.91709845],1
s7,1,0.0,43.061294,[ 13 106] ; [38 31],[32.28191489 86.71808511] ; [18.71808511 50.28191489],1
s6,1,0.0,34.711249,[40 81] ; [56 17],[59.87628866 61.12371134] ; [36.12371134 36.87628866],1
s8,1,0.0,27.25203,[ 16 106] ; [35 40],[31.58375635 90.41624365] ; [19.41624365 55.58375635],1
p10,1,0.000289,13.138026,[67 52] ; [59 13],[78.5026178 40.4973822] ; [47.4973822 24.5026178],1
r3,1,0.000804,11.231786,[95 26] ; [72  3],[103.09693878  17.90306122] ; [63.90306122 11.09693878],1
s5,1,0.001176,10.527467,[ 15 104] ; [23 49],[23.67539267 95.32460733] ; [14.32460733 57.67539267],0
s4,1,0.003511,8.520612,[ 14 107] ; [21 54],[21.60714286 99.39285714] ; [13.39285714 61.60714286],0
p9,1,0.004737,7.977389,[74 45] ; [58 13],[82.67368421 36.32631579] ; [49.32631579 21.67368421],0
v1,1,0.018046,5.591633,[35 83] ; [34 39],[42.62827225 75.37172775] ; [26.37172775 46.62827225],0
p5,1,0.027079,4.885769,[  3 119] ; [ 7 65],[  6.28865979 115.71134021] ; [ 3.71134021 68.28865979],0
d3,1,0.032381,4.578235,[59 63] ; [48 27],[66.26395939 55.73604061] ; [40.73604061 34.26395939],0
r4,1,0.039798,4.226459,[81 41] ; [60 15],[87.31979695 34.68020305] ; [53.68020305 21.31979695],0
u3,1,0.04207,4.132388,[33 40] ; [29 16],[38.3559322 34.6440678] ; [23.6440678 21.3559322],0
p7,1,0.042912,4.098867,[43 75] ; [37 35],[49.68421053 68.31578947] ; [30.31578947 41.68421053],0
n5,1,0.055575,3.664762,[65 55] ; [51 24],[71.38461538 48.61538462] ; [44.61538462 30.38461538],0
p4,1,0.058653,3.575069,[35 84] ; [32 43],[41.09793814 77.90206186] ; [25.90206186 49.09793814],0
n4,1,0.068115,3.32786,[63 58] ; [49 26],[69.14285714 51.85714286] ; [42.85714286 32.14285714],0
d5,1,0.068893,3.30921,[67 55] ; [51 24],[73.07614213 48.92385787] ; [44.92385787 30.07614213],0
n6,1,0.069621,3.291933,[85 37] ; [61 14],[90.41624365 31.58375635] ; [55.58375635 19.41624365],0
r2,1,0.072912,3.216211,[98 23] ; [67  7],[102.38461538  18.61538462] ; [62.61538462 11.38461538],0
v4,1,0.074902,3.172198,[100  21] ; [67  6],[104.15979381  16.84020619] ; [62.84020619 10.15979381],0
d4,1,0.088205,2.906832,[72 48] ; [54 21],[77.53846154 42.46153846] ; [48.46153846 26.53846154],0
d1,1,0.146491,2.10841,[35 87] ; [29 46],[39.63451777 82.36548223] ; [24.36548223 50.63451777],0
a4,1,0.154244,2.029771,[24 97] ; [ 9 66],[ 20.37244898 100.62755102] ; [12.62755102 62.37244898],0
p1,1,0.205692,1.601489,[  6 116] ; [ 7 66],[  8.13333333 113.86666667] ; [ 4.86666667 68.13333333],0
b2,1,0.21683,1.525227,[15 47] ; [ 6 36],[12.51923077 49.48076923] ; [ 8.48076923 33.51923077],0
b3,1,0.21683,1.525227,[15 47] ; [ 6 36],[12.51923077 49.48076923] ; [ 8.48076923 33.51923077],0
r1,1,0.218281,1.515635,[70 51] ; [50 25],[74.08163265 46.91836735] ; [45.91836735 29.08163265],0
a6,1,0.221035,1.497641,[63 59] ; [32 43],[58.83248731 63.16751269] ; [36.16751269 38.83248731],0
