Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,42.39854,[ 4 24] ; [56 10],[17.87234043 10.12765957] ; [42.12765957 23.87234043],1
s8,1,0.000243,13.462035,[ 3 26] ; [33 33],[10.98947368 18.01052632] ; [25.01052632 40.98947368],1
s7,1,0.000365,12.704831,[ 6 22] ; [39 24],[13.84615385 14.15384615] ; [31.15384615 31.84615385],1
s6,1,0.000584,11.825861,[16 12] ; [56  7],[22.15384615  5.84615385] ; [49.84615385 13.15384615],1
r1,1,0.00104,10.754093,[13 16] ; [52 14],[19.84210526  9.15789474] ; [45.15789474 20.84210526],0
s5,1,0.001293,10.352505,[ 4 24] ; [31 31],[10.88888889 17.11111111] ; [24.11111111 37.88888889],0
n3,1,0.009054,6.812143,[6 6] ; [19  2],[9.09090909 2.90909091] ; [15.90909091  5.09090909],0
r4,1,0.010429,6.560032,[19 10] ; [58  8],[23.50526316  5.49473684] ; [53.49473684 12.50526316],0
r2,1,0.010955,6.472524,[22  6] ; [63  3],[25.31914894  2.68085106] ; [59.68085106  6.31914894],0
r3,1,0.013344,6.122907,[23  6] ; [63  3],[26.25263158  2.74736842] ; [59.74736842  6.25263158],0
v4,1,0.014431,5.984672,[23  6] ; [62  3],[26.22340426  2.77659574] ; [58.77659574  6.22340426],0
a6,1,0.043693,4.068396,[12 17] ; [42 24],[16.48421053 12.51578947] ; [37.51578947 28.48421053],0
u3,1,0.04734,3.933248,[5 7] ; [16  5],[7.63636364 4.36363636] ; [13.36363636  7.63636364],0
u1,1,0.074099,3.189799,[ 1 28] ; [11 55],[ 3.66315789 25.33684211] ; [ 8.33684211 57.66315789],0
a2,1,0.074099,3.189799,[ 1 28] ; [11 55],[ 3.66315789 25.33684211] ; [ 8.33684211 57.66315789],0
a4,1,0.075675,3.15542,[ 6 23] ; [26 40],[ 9.76842105 19.23157895] ; [22.23157895 43.76842105],0
p2,1,0.091579,2.846404,[17 12] ; [50 16],[20.45263158  8.54736842] ; [46.54736842 19.45263158],0
p9,1,0.098159,2.735204,[19 10] ; [52 12],[22.13978495  6.86021505] ; [48.86021505 15.13978495],0
d5,1,0.1213,2.400459,[19 10] ; [53 13],[21.97894737  7.02105263] ; [50.02105263 15.97894737],0
