Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,36.596996,[ 30 533] ; [19 57],[ 43.17214397 519.82785603] ; [ 5.82785603 70.17214397],1
s5,1,0.0,34.705461,[149 403] ; [44 28],[170.73076923 381.26923077] ; [22.26923077 49.73076923],1
p8,1,0.0,28.755705,[266 294] ; [61 15],[287.9245283 272.0754717] ; [39.0754717 36.9245283],1
p12,1,0.0,28.519815,[ 34 529] ; [18 57],[ 45.88714734 517.11285266] ; [ 6.11285266 68.88714734],1
p3,1,0.0,28.054423,[249 317] ; [58 18],[270.65732087 295.34267913] ; [36.34267913 39.65732087],1
p4,1,0.0,26.350334,[305 258] ; [64 11],[325.62225705 237.37774295] ; [43.37774295 31.62225705],1
p6,1,1.7e-05,18.5372,[172 386] ; [41 32],[188.35816165 369.64183835] ; [24.64183835 48.35816165],1
s7,1,1.7e-05,18.484286,[235 307] ; [50 21],[251.99021207 290.00978793] ; [33.00978793 37.99021207],1
p7,1,0.000951,10.921213,[330 225] ; [58 15],[342.89808917 212.10191083] ; [45.10191083 27.89808917],1
s6,1,0.001728,9.817887,[340 221] ; [58 15],[352.17350158 208.82649842] ; [45.82649842 27.17350158],0
v3,1,0.002374,9.235048,[212 333] ; [42 31],[223.99676375 321.00323625] ; [30.00323625 42.99676375],0
s8,1,0.002576,9.086089,[228 337] ; [44 31],[240.125 324.875] ; [31.875 43.125],0
p9,1,0.0028,8.93324,[452 107] ; [72  4],[461.28503937  97.71496063] ; [62.71496063 13.28503937],0
p10,1,0.003702,8.424254,[435 128] ; [68  6],[444.566719 118.433281] ; [58.433281 15.566719],0
b5,1,0.004844,7.936629,[350 218] ; [34 42],[338.68322981 229.31677019] ; [45.31677019 30.68322981],0
n5,1,0.007599,7.125693,[399 163] ; [65 11],[408.72727273 153.27272727] ; [55.27272727 20.72727273],0
a1,1,0.015015,5.914679,[ 28 540] ; [ 9 67],[ 32.63354037 535.36645963] ; [ 4.36645963 71.63354037],0
n4,1,0.021895,5.254077,[434 133] ; [67  9],[441.78382582 125.21617418] ; [59.21617418 16.78382582],0
