Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,23.358967,[31 56] ; [36  9],[44.15909091 42.84090909] ; [22.84090909 22.15909091],1
p4,1,8e-06,20.030607,[33 52] ; [36  9],[45.11538462 39.88461538] ; [23.88461538 21.11538462],1
p7,1,5e-05,16.444285,[43 42] ; [39  6],[53.61538462 31.38461538] ; [28.38461538 16.61538462],1
p5,1,8.3e-05,15.494608,[ 6 81] ; [15 30],[13.84090909 73.15909091] ; [ 7.15909091 37.84090909],1
s7,1,0.000245,13.446269,[32 50] ; [31 11],[41.66129032 40.33870968] ; [21.33870968 20.66129032],1
n4,1,0.000418,12.448894,[59 27] ; [43  2],[66.96183206 19.03816794] ; [35.03816794  9.96183206],1
p11,1,0.001854,9.688331,[55 32] ; [40  5],[62.61363636 24.38636364] ; [32.38636364 12.61363636],0
p9,1,0.002456,9.173003,[57 28] ; [41  4],[64.07692308 20.92307692] ; [33.92307692 11.07692308],0
n6,1,0.00325,8.661388,[65 22] ; [43  2],[71.18181818 15.81818182] ; [36.81818182  8.18181818],0
p12,1,0.004472,8.08161,[ 2 84] ; [ 7 38],[ 5.90839695 80.09160305] ; [ 3.09160305 41.90839695],0
s8,1,0.004583,8.036913,[28 59] ; [26 19],[35.59090909 51.40909091] ; [18.40909091 26.59090909],0
n2,1,0.007526,7.142857,[20  1] ; [5 4],[17.5  3.5] ; [7.5 1.5],0
p10,1,0.009303,6.763789,[58 27] ; [40  5],[64.07692308 20.92307692] ; [33.92307692 11.07692308],0
p1,1,0.010549,6.539834,[ 6 81] ; [10 35],[10.54545455 76.45454545] ; [ 5.45454545 39.54545455],0
p3,1,0.012243,6.275355,[38 49] ; [30 15],[44.81818182 42.18181818] ; [23.18181818 21.81818182],0
v2,1,0.02417,5.082383,[53 31] ; [37  8],[58.60465116 25.39534884] ; [31.39534884 13.60465116],0
n5,1,0.027889,4.834915,[62 24] ; [40  5],[66.96183206 19.03816794] ; [35.03816794  9.96183206],0
s5,1,0.045451,4.001844,[22 63] ; [19 25],[27.01550388 57.98449612] ; [13.98449612 30.01550388],0
p2,1,0.053891,3.716057,[60 27] ; [38  7],[64.59090909 22.40909091] ; [33.40909091 11.59090909],0
s4,1,0.068514,3.318266,[13 73] ; [ 2 43],[ 9.84732824 76.15267176] ; [ 5.15267176 39.84732824],0
a4,1,0.079631,3.072414,[17 70] ; [15 30],[21.09090909 65.90909091] ; [10.90909091 34.09090909],0
n1,1,0.112654,2.516587,[ 7 13] ; [6 3],[ 8.96551724 11.03448276] ; [4.03448276 4.96551724],0
v1,1,0.237055,1.398022,[47 37] ; [30 15],[50.13953488 33.86046512] ; [26.86046512 18.13953488],0
a1,1,0.255968,1.290435,[ 6 81] ; [ 1 44],[ 4.61363636 82.38636364] ; [ 2.38636364 42.61363636],0
