Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.6e-05,16.609433,[56 13] ; [47 47],[43.60122699 25.39877301] ; [59.39877301 34.60122699],1
b5,1,0.001931,9.614061,[21 51] ; [50 44],[30.79518072 41.20481928] ; [40.20481928 53.79518072],0
d4,1,0.003517,8.517752,[62  9] ; [63 30],[54.11585366 16.88414634] ; [70.88414634 22.11585366],0
d5,1,0.005423,7.732544,[61 10] ; [63 31],[53.35757576 17.64242424] ; [70.64242424 23.35757576],0
b4,1,0.006402,7.433506,[46 26] ; [40 54],[37.30120482 34.69879518] ; [48.69879518 45.30120482],0
s2,1,0.007289,7.200353,[45 27] ; [39 55],[36.43373494 35.56626506] ; [47.56626506 46.43373494],0
s4,1,0.00884,6.854902,[22 50] ; [13 81],[15.18072289 56.81927711] ; [19.81927711 74.18072289],0
d1,1,0.009273,6.769518,[43 29] ; [37 57],[34.69879518 37.30120482] ; [45.30120482 48.69879518],0
r4,1,0.015372,5.87335,[66  6] ; [73 21],[60.28915663 11.71084337] ; [78.71084337 15.28915663],0
p6,1,0.018964,5.504824,[40 31] ; [34 56],[32.63354037 38.36645963] ; [41.36645963 48.63354037],0
p9,1,0.023507,5.130632,[63  9] ; [68 25],[57.16363636 14.83636364] ; [73.83636364 19.16363636],0
r1,1,0.026435,4.927364,[58 14] ; [61 33],[51.61445783 20.38554217] ; [67.38554217 26.61445783],0
p8,1,0.026985,4.891741,[51 21] ; [49 42],[44.17177914 27.82822086] ; [55.82822086 35.17177914],0
p3,1,0.03028,4.693351,[47 25] ; [45 48],[40.14545455 31.85454545] ; [51.85454545 41.14545455],0
s7,1,0.034544,4.467579,[46 26] ; [41 46],[39.39622642 32.60377358] ; [47.60377358 39.39622642],0
s3,1,0.03549,4.421448,[50 22] ; [49 43],[43.46341463 28.53658537] ; [55.53658537 36.46341463],0
v1,1,0.043331,4.08246,[45 25] ; [45 48],[38.65030675 31.34969325] ; [51.34969325 41.65030675],0
r2,1,0.06528,3.397877,[67  5] ; [76 15],[63.16564417  8.83435583] ; [79.83435583 11.16564417],0
p5,1,0.073288,3.207805,[15 57] ; [10 83],[10.90909091 61.09090909] ; [14.09090909 78.90909091],0
v4,1,0.076436,3.139089,[69  3] ; [81 11],[65.85365854  6.14634146] ; [84.14634146  7.85365854],0
n4,1,0.076771,3.131963,[59 12] ; [67 27],[54.21818182 16.78181818] ; [71.78181818 22.21818182],0
a4,1,0.089327,2.88646,[35 37] ; [33 60],[29.67272727 42.32727273] ; [38.32727273 54.67272727],0
p4,1,0.09032,2.868661,[50 22] ; [52 40],[44.7804878 27.2195122] ; [57.2195122 34.7804878],0
a3,1,0.105585,2.619089,[53 18] ; [59 35],[48.19393939 22.80606061] ; [63.80606061 30.19393939],0
a5,1,0.106195,2.60995,[53 19] ; [58 36],[48.14457831 23.85542169] ; [62.85542169 31.14457831],0
r3,1,0.124028,2.365708,[69  3] ; [84 10],[66.36144578  5.63855422] ; [86.63855422  7.36144578],0
p10,1,0.13792,2.201009,[60 12] ; [67 24],[56.09815951 15.90184049] ; [70.90184049 20.09815951],0
a1,1,0.160515,1.969368,[ 7 65] ; [ 4 90],[ 4.77108434 67.22891566] ; [ 6.22891566 87.77108434],0
n2,1,0.16349,1.941644,[16  3] ; [15  8],[14.02380952  4.97619048] ; [16.97619048  6.02380952],0
d3,1,0.164879,1.928902,[40 32] ; [42 52],[35.56626506 36.43373494] ; [46.43373494 47.56626506],0
a2,1,0.168651,1.894895,[ 8 64] ; [ 5 89],[ 5.63855422 66.36144578] ; [ 7.36144578 86.63855422],0
s1,1,0.17479,1.841377,[ 1 71] ; [ 5 88],[ 2.61818182 69.38181818] ; [ 3.38181818 89.61818182],0
n1,1,0.177356,1.819642,[10  9] ; [ 7 15],[ 7.87804878 11.12195122] ; [ 9.12195122 12.87804878],0
u4,1,0.196364,1.669211,[ 3 69] ; [ 1 93],[ 1.73493976 70.26506024] ; [ 2.26506024 91.73493976],0
b2,1,0.197533,1.660519,[21 23] ; [23 42],[17.76146789 26.23853211] ; [26.23853211 38.76146789],0
b3,1,0.197533,1.660519,[21 23] ; [23 42],[17.76146789 26.23853211] ; [26.23853211 38.76146789],0
s8,1,0.263944,1.247952,[40 32] ; [44 50],[36.43373494 35.56626506] ; [47.56626506 46.43373494],0
n6,1,0.270701,1.213189,[60 11] ; [73 21],[57.23030303 13.76969697] ; [75.76969697 18.23030303],0
n5,1,0.270783,1.212775,[58 13] ; [70 24],[55.07878788 15.92121212] ; [72.92121212 21.07878788],0
p1,1,0.277635,1.178632,[ 7 65] ; [ 5 89],[ 5.20481928 66.79518072] ; [ 6.79518072 87.20481928],0
n3,1,0.280859,1.162929,[12  7] ; [18  5],[13.57142857  5.42857143] ; [16.42857143  6.57142857],0
p2,1,0.341864,0.903428,[64  8] ; [77 15],[61.90243902 10.09756098] ; [79.09756098 12.90243902],0
d2,1,0.368962,0.807156,[38 34] ; [43 51],[35.13253012 36.86746988] ; [45.86746988 48.13253012],0
v2,1,0.421589,0.645882,[40 31] ; [46 46],[37.4601227 33.5398773] ; [48.5398773 43.4601227],0
a6,1,0.540268,0.375044,[25 47] ; [37 57],[26.89156627 45.10843373] ; [35.10843373 58.89156627],0
p11,1,0.626789,0.23644,[56 16] ; [76 18],[57.25301205 14.74698795] ; [74.74698795 19.25301205],0
v3,1,0.645519,0.211596,[32 39] ; [39 55],[30.55151515 40.44848485] ; [40.44848485 53.55151515],0
a8,1,0.646394,0.210477,[ 9 62] ; [ 9 78],[ 8.08860759 62.91139241] ; [ 9.91139241 77.08860759],0
b1,1,0.754111,0.098109,[37 35] ; [46 48],[36. 36.] ; [47. 47.],0
u2,1,0.77562,0.081243,[10  8] ; [18 17],[9.50943396 8.49056604] ; [18.49056604 16.50943396],0
u3,1,0.907323,0.013553,[ 9 10] ; [16 19],[ 8.7962963 10.2037037] ; [16.2037037 18.7962963],0
u1,1,0.946851,0.004444,[ 4 68] ; [ 5 89],[ 3.90361446 68.09638554] ; [ 5.09638554 88.90361446],0
p12,1,0.95601,0.003043,[ 4 67] ; [ 5 87],[ 3.9202454 67.0797546] ; [ 5.0797546 86.9202454],0
