Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,41.335011,[68 19] ; [14 44],[49.2 37.8] ; [32.8 25.2],1
a5,1,0.006955,7.284483,[60 27] ; [27 31],[52.2 34.8] ; [34.8 23.2],0
a8,1,0.012016,6.308462,[11 66] ; [ 1 56],[ 6.89552239 70.10447761] ; [ 5.10447761 51.89552239],0
a4,1,0.012371,6.25688,[40 46] ; [15 43],[32.84722222 53.15277778] ; [22.15277778 35.84722222],0
n6,1,0.014464,5.98064,[61 26] ; [29 29],[54. 33.] ; [36. 22.],0
s7,1,0.020171,5.397034,[32 48] ; [11 42],[25.86466165 54.13533835] ; [17.13533835 35.86466165],0
p6,1,0.050555,3.822939,[25 59] ; [ 9 49],[20.11267606 63.88732394] ; [13.88732394 44.11267606],0
b5,1,0.053313,3.734069,[46 41] ; [40 18],[51.6 35.4] ; [34.4 23.6],0
p9,1,0.056716,3.630903,[49 35] ; [23 32],[43.51079137 40.48920863] ; [28.48920863 26.51079137],0
u1,1,0.070529,3.270677,[15 72] ; [ 4 54],[11.4 75.6] ; [ 7.6 50.4],0
u3,1,0.080262,3.059588,[ 9 19] ; [13 10],[12.07843137 15.92156863] ; [ 9.92156863 13.07843137],0
s4,1,0.08602,2.947317,[15 72] ; [17 41],[19.2 67.8] ; [12.8 45.2],0
n1,1,0.086729,2.934057,[17 18] ; [ 8 21],[13.671875 21.328125] ; [11.328125 17.671875],0
b2,1,0.092869,2.823918,[20 29] ; [ 7 24],[16.5375 32.4625] ; [10.4625 20.5375],0
b3,1,0.092869,2.823918,[20 29] ; [ 7 24],[16.5375 32.4625] ; [10.4625 20.5375],0
a2,1,0.09797,2.738282,[20 67] ; [ 7 51],[16.2 70.8] ; [10.8 47.2],0
d2,1,0.102242,2.670217,[47 38] ; [24 34],[42.2027972 42.7972028] ; [28.7972028 29.2027972],0
u2,1,0.109038,2.56811,[ 9 19] ; [13 11],[11.84615385 16.15384615] ; [10.15384615 13.84615385],0
s8,1,0.113067,2.510823,[25 62] ; [10 48],[21. 66.] ; [14. 44.],0
p3,1,0.119041,2.429891,[30 57] ; [13 45],[25.8 61.2] ; [17.2 40.8],0
r3,1,0.129112,2.303155,[60 26] ; [47 11],[63.90277778 22.09722222] ; [43.09722222 14.90277778],0
a3,1,0.151397,2.058119,[59 27] ; [33 25],[54.94444444 31.05555556] ; [37.05555556 20.94444444],0
a1,1,0.180911,1.790123,[ 8 79] ; [ 2 56],[ 6. 81.] ; [ 4. 54.],0
s1,1,0.180911,1.790123,[ 4 83] ; [ 6 52],[ 6. 81.] ; [ 4. 54.],0
v4,1,0.184318,1.762456,[67 20] ; [49  8],[70.08333333 16.91666667] ; [45.91666667 11.08333333],0
v3,1,0.238563,1.389063,[24 59] ; [11 44],[21.05072464 61.94927536] ; [13.94927536 41.05072464],0
s5,1,0.261183,1.262477,[21 61] ; [10 47],[18.28776978 63.71223022] ; [12.71223022 44.28776978],0
s6,1,0.277038,1.181564,[44 43] ; [24 34],[40.8 46.2] ; [27.2 30.8],0
n2,1,0.281191,1.161326,[24 13] ; [15 14],[21.86363636 15.13636364] ; [17.13636364 11.86363636],0
p1,1,0.370088,0.80337,[ 8 79] ; [ 3 55],[ 6.6 80.4] ; [ 4.4 53.6],0
p10,1,0.394264,0.725752,[40 44] ; [23 34],[37.53191489 46.46808511] ; [25.46808511 31.53191489],0
s3,1,0.418827,0.653604,[41 44] ; [24 34],[38.63636364 46.36363636] ; [26.36363636 31.63636364],0
a7,1,0.435736,0.607486,[54 33] ; [39 18],[56.1875 30.8125] ; [36.8125 20.1875],0
r1,1,0.436803,0.604666,[58 29] ; [35 23],[55.8 31.2] ; [37.2 20.8],0
d4,1,0.459459,0.547211,[60 26] ; [43 14],[61.94405594 24.05594406] ; [41.05594406 15.94405594],0
p2,1,0.634645,0.225814,[47 40] ; [29 29],[45.6 41.4] ; [30.4 27.6],0
d5,1,0.657445,0.196643,[62 24] ; [43 14],[63.14685315 22.85314685] ; [41.85314685 15.14685315],0
p8,1,0.772837,0.083328,[22 63] ; [16 41],[22.74647887 62.25352113] ; [15.25352113 41.74647887],0
a6,1,0.773959,0.082484,[51 35] ; [33 25],[50.16666667 35.83333333] ; [33.83333333 24.16666667],0
n3,1,0.826721,0.047921,[19 15] ; [17 12],[19.42857143 14.57142857] ; [16.57142857 12.42857143],0
r2,1,0.830911,0.045596,[69 14] ; [49  9],[69.46099291 13.53900709] ; [48.53900709  9.46099291],0
s2,1,0.833368,0.044261,[33 54] ; [21 37],[32.4 54.6] ; [21.6 36.4],0
p7,1,0.855645,0.033095,[35 50] ; [23 35],[34.47552448 50.52447552] ; [23.52447552 34.47552448],0
d1,1,0.892105,0.018399,[43 44] ; [28 30],[42.6 44.4] ; [28.4 29.6],0
v2,1,0.940808,0.005514,[28 56] ; [18 37],[27.79856115 56.20143885] ; [18.20143885 36.79856115],0
r4,1,0.942566,0.00519,[58 29] ; [39 19],[58.2 28.8] ; [38.8 19.2],0
b1,1,0.945784,0.004624,[47 40] ; [31 27],[46.8 40.2] ; [31.2 26.8],0
d3,1,0.96468,0.001961,[51 35] ; [33 23],[50.87323944 35.12676056] ; [33.12676056 22.87323944],0
p4,1,0.984193,0.000393,[32 52] ; [22 36],[31.94366197 52.05633803] ; [22.05633803 35.94366197],0
b4,1,1.0,0.0,[48 39] ; [32 26],[48. 39.] ; [32. 26.],0
