Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000327,12.90872,[ 3 40] ; [14 20],[ 9.49350649 33.50649351] ; [ 7.50649351 26.49350649],1
s5,1,0.000655,11.612102,[ 5 37] ; [16 18],[11.60526316 30.39473684] ; [ 9.39473684 24.60526316],1
p2,1,0.001576,9.988036,[17 27] ; [26  9],[23.94936709 20.05063291] ; [19.05063291 15.94936709],0
s6,1,0.001586,9.976091,[13 30] ; [22 11],[19.80263158 23.19736842] ; [15.19736842 17.80263158],0
r4,1,0.002363,9.243533,[19 25] ; [27  8],[25.62025316 18.37974684] ; [20.37974684 14.62025316],0
r3,1,0.003088,8.754978,[24 20] ; [30  5],[30.07594937 13.92405063] ; [23.92405063 11.07594937],0
v2,1,0.003345,8.608765,[10 33] ; [19 15],[16.19480519 26.80519481] ; [12.80519481 21.19480519],0
n3,1,0.004018,8.275635,[ 8 15] ; [11  2],[12.13888889 10.86111111] ; [6.86111111 6.13888889],0
p3,1,0.008069,7.018151,[10 34] ; [18 17],[15.59493671 28.40506329] ; [12.40506329 22.59493671],0
p4,1,0.032913,4.550316,[14 30] ; [19 15],[18.61538462 25.38461538] ; [14.38461538 19.61538462],0
b2,1,0.035077,4.441443,[14 13] ; [ 4 15],[10.56521739 16.43478261] ; [ 7.43478261 11.56521739],0
b3,1,0.035077,4.441443,[14 13] ; [ 4 15],[10.56521739 16.43478261] ; [ 7.43478261 11.56521739],0
b4,1,0.039911,4.221683,[20 24] ; [24 11],[24.50632911 19.49367089] ; [19.49367089 15.50632911],0
v4,1,0.051866,3.78008,[29 15] ; [29  5],[32.71794872 11.28205128] ; [25.28205128  8.71794872],0
s3,1,0.059076,3.563126,[16 27] ; [20 14],[20.1038961 22.8961039] ; [15.8961039 18.1038961],0
p10,1,0.068109,3.328027,[13 29] ; [18 17],[16.90909091 25.09090909] ; [14.09090909 20.90909091],0
s1,1,0.093986,2.804736,[ 6 38] ; [ 1 34],[ 3.89873418 40.10126582] ; [ 3.10126582 31.89873418],0
p5,1,0.096866,2.756404,[ 1 43] ; [ 4 31],[ 2.78481013 41.21518987] ; [ 2.21518987 32.78481013],0
n2,1,0.135918,2.223572,[13 12] ; [10  3],[15.13157895  9.86842105] ; [7.86842105 5.13157895],0
p8,1,0.13637,2.218444,[10 34] ; [13 21],[12.97435897 31.02564103] ; [10.02564103 23.97435897],0
b5,1,0.137486,2.205877,[19 25] ; [21 14],[22.27848101 21.72151899] ; [17.72151899 17.27848101],0
v3,1,0.13998,2.178183,[ 9 31] ; [13 21],[11.89189189 28.10810811] ; [10.10810811 23.89189189],0
n5,1,0.170082,1.882219,[30 14] ; [18 16],[27.07692308 16.92307692] ; [20.92307692 13.07692308],0
v1,1,0.183395,1.769897,[13 31] ; [15 19],[15.79487179 28.20512821] ; [12.20512821 21.79487179],0
u3,1,0.195815,1.673318,[ 5 14] ; [8 9],[ 6.86111111 12.13888889] ; [ 6.13888889 10.86111111],0
n6,1,0.20839,1.582576,[23 20] ; [23 11],[25.68831169 17.31168831] ; [20.31168831 13.68831169],0
b1,1,0.311942,1.022436,[30 14] ; [20 15],[27.84810127 16.15189873] ; [22.15189873 12.84810127],0
u2,1,0.345033,0.891641,[ 5 14] ; [ 7 10],[ 6.33333333 12.66666667] ; [ 5.66666667 11.33333333],0
d5,1,0.345255,0.89082,[23 21] ; [22 13],[25.06329114 18.93670886] ; [19.93670886 15.06329114],0
a1,1,0.380094,0.770397,[ 5 39] ; [ 2 33],[ 3.89873418 40.10126582] ; [ 3.10126582 31.89873418],0
n4,1,0.392901,0.729947,[30 14] ; [20 14],[28.20512821 15.79487179] ; [21.79487179 12.20512821],0
d2,1,0.399187,0.710774,[18 25] ; [18 17],[19.84615385 23.15384615] ; [16.15384615 18.84615385],0
d3,1,0.400353,0.707267,[16 28] ; [16 19],[17.82278481 26.17721519] ; [14.17721519 20.82278481],0
u1,1,0.426619,0.632009,[ 1 43] ; [ 2 33],[ 1.67088608 42.32911392] ; [ 1.32911392 33.67088608],0
s7,1,0.431363,0.619152,[12 26] ; [13 19],[13.57142857 24.42857143] ; [11.42857143 20.57142857],0
s4,1,0.434114,0.61179,[ 7 37] ; [ 8 27],[ 8.35443038 35.64556962] ; [ 6.64556962 28.35443038],0
