Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.991356,[21  5] ; [19 48],[11.1827957 14.8172043] ; [28.8172043 38.1827957],1
p6,1,2.6e-05,17.667944,[13 15] ; [ 6 62],[ 5.54166667 22.45833333] ; [13.45833333 54.54166667],1
s8,1,4.8e-05,16.520301,[15 14] ; [ 9 60],[ 7.10204082 21.89795918] ; [16.89795918 52.10204082],1
p10,1,9.9e-05,15.1629,[23  6] ; [25 44],[14.20408163 14.79591837] ; [33.79591837 35.20408163],1
s6,1,0.000428,12.40713,[19 10] ; [19 50],[11.24489796 17.75510204] ; [26.75510204 42.24489796],1
p11,1,0.000558,11.911171,[22  7] ; [26 43],[14.20408163 14.79591837] ; [33.79591837 35.20408163],1
s7,1,0.006305,7.461002,[12 16] ; [10 52],[ 6.84444444 21.15555556] ; [15.15555556 46.84444444],0
n4,1,0.006964,7.28215,[ 9 20] ; [42 27],[15.09183673 13.90816327] ; [35.90816327 33.09183673],0
b4,1,0.018638,5.535144,[11 18] ; [44 25],[16.2755102 12.7244898] ; [38.7244898 30.2755102],0
p2,1,0.020822,5.341643,[23  6] ; [37 31],[17.93814433 11.06185567] ; [42.06185567 25.93814433],0
r3,1,0.026329,4.934289,[25  4] ; [44 25],[20.41836735  8.58163265] ; [48.58163265 20.41836735],0
p3,1,0.03218,4.58889,[13 16] ; [16 53],[ 8.58163265 20.41836735] ; [20.41836735 48.58163265],0
b5,1,0.040072,4.214853,[22  7] ; [37 32],[17.45918367 11.54081633] ; [41.54081633 27.45918367],0
s5,1,0.046289,3.971064,[ 9 20] ; [ 9 57],[ 5.49473684 23.50526316] ; [12.50526316 53.49473684],0
p9,1,0.047655,3.922122,[21  8] ; [35 34],[16.57142857 12.42857143] ; [39.42857143 29.57142857],0
s2,1,0.051558,3.790043,[13 15] ; [18 51],[ 8.94845361 19.05154639] ; [22.05154639 46.94845361],0
a4,1,0.053851,3.717327,[ 7 22] ; [31 38],[11.24489796 17.75510204] ; [26.75510204 42.24489796],0
a3,1,0.064279,3.423377,[12 17] ; [42 26],[16.1443299 12.8556701] ; [37.8556701 30.1443299],0
p4,1,0.075905,3.150477,[13 16] ; [18 50],[ 9.26804124 19.73195876] ; [21.73195876 46.26804124],0
d1,1,0.092473,2.830785,[14 15] ; [21 48],[10.35714286 18.64285714] ; [24.64285714 44.35714286],0
s3,1,0.095767,2.774664,[18 10] ; [31 37],[14.29166667 13.70833333] ; [34.70833333 33.29166667],0
d3,1,0.09848,2.729995,[20  9] ; [34 33],[16.3125 12.6875] ; [37.6875 29.3125],0
v4,1,0.102683,2.663374,[25  4] ; [48 20],[21.82474227  7.17525773] ; [51.17525773 16.82474227],0
a7,1,0.109402,2.562839,[21  8] ; [38 31],[17.45918367 11.54081633] ; [41.54081633 27.45918367],0
a1,1,0.152043,2.051629,[ 1 28] ; [ 9 60],[ 2.95918367 26.04081633] ; [ 7.04081633 61.95918367],0
n2,1,0.173617,1.851429,[5 1] ; [16 14],[3.5 2.5] ; [17.5 12.5],0
n5,1,0.182515,1.777026,[ 9 20] ; [31 37],[11.95876289 17.04123711] ; [28.04123711 39.95876289],0
d5,1,0.228933,1.447477,[20  9] ; [38 30],[17.34020619 11.65979381] ; [40.65979381 27.34020619],0
r1,1,0.250654,1.319657,[20  9] ; [39 30],[17.45918367 11.54081633] ; [41.54081633 27.45918367],0
r4,1,0.250654,1.319657,[20  9] ; [39 30],[17.45918367 11.54081633] ; [41.54081633 27.45918367],0
a8,1,0.344423,0.8939,[ 2 27] ; [ 9 57],[ 3.35789474 25.64210526] ; [ 7.64210526 58.35789474],0
v1,1,0.347001,0.884392,[11 17] ; [20 48],[ 9.04166667 18.95833333] ; [21.95833333 46.04166667],0
n3,1,0.368261,0.809524,[2 4] ; [15 13],[3. 3.] ; [14. 14.],0
n1,1,0.437813,0.602007,[3 3] ; [10 20],[2.16666667 3.83333333] ; [10.83333333 19.16666667],0
s4,1,0.440624,0.594656,[ 7 22] ; [12 57],[ 5.62244898 23.37755102] ; [13.37755102 55.62244898],0
u1,1,0.474072,0.512468,[ 1 28] ; [ 5 64],[ 1.7755102 27.2244898] ; [ 4.2244898 64.7755102],0
a6,1,0.498997,0.457069,[20  9] ; [42 26],[18.53608247 10.46391753] ; [43.46391753 24.53608247],0
a2,1,0.546946,0.362817,[ 4 25] ; [13 56],[ 5.03061224 23.96938776] ; [11.96938776 57.03061224],0
u3,1,0.547774,0.361321,[11  6] ; [15 12],[10.04545455  6.95454545] ; [15.95454545 11.04545455],0
u2,1,0.547774,0.361321,[11  6] ; [15 12],[10.04545455  6.95454545] ; [15.95454545 11.04545455],0
s1,1,0.573692,0.316544,[ 3 25] ; [ 5 64],[ 2.30927835 25.69072165] ; [ 5.69072165 63.30927835],0
p1,1,0.623856,0.240485,[ 3 26] ; [ 5 63],[ 2.39175258 26.60824742] ; [ 5.60824742 62.39175258],0
a5,1,0.628628,0.233926,[14 15] ; [37 32],[15.09183673 13.90816327] ; [35.90816327 33.09183673],0
b1,1,0.662945,0.189966,[15 14] ; [39 30],[15.97959184 13.02040816] ; [38.02040816 30.97959184],0
b2,1,0.668689,0.18314,[ 5 15] ; [13 30],[ 5.71428571 14.28571429] ; [12.28571429 30.71428571],0
b3,1,0.668689,0.18314,[ 5 15] ; [13 30],[ 5.71428571 14.28571429] ; [12.28571429 30.71428571],0
d4,1,0.745459,0.105386,[21  8] ; [47 21],[20.32989691  8.67010309] ; [47.67010309 20.32989691],0
d2,1,0.765363,0.08907,[11 18] ; [28 40],[11.65979381 17.34020619] ; [27.34020619 40.65979381],0
p5,1,0.885344,0.020793,[ 1 28] ; [ 2 67],[ 0.8877551 28.1122449] ; [ 2.1122449 66.8877551],0
v3,1,0.955281,0.003145,[ 4 24] ; [ 9 56],[ 3.91397849 24.08602151] ; [ 9.08602151 55.91397849],0
r2,1,0.961627,0.002315,[24  5] ; [56 12],[23.91752577  5.08247423] ; [56.08247423 11.91752577],0
