Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,30.47132,[48 17] ; [28 67],[30.875 34.125] ; [45.125 49.875],1
r4,1,9e-06,19.717483,[61  4] ; [60 35],[49.15625 15.84375] ; [71.84375 23.15625],1
p7,1,0.000707,11.471202,[46 19] ; [39 51],[35.64516129 29.35483871] ; [49.35483871 40.64516129],1
p6,1,0.002512,9.131991,[28 37] ; [19 73],[19.45859873 45.54140127] ; [27.54140127 64.45859873],0
p11,1,0.002598,9.070574,[53 12] ; [56 39],[44.28125 20.71875] ; [64.71875 30.28125],0
p9,1,0.004719,7.984225,[54 10] ; [58 33],[46.24516129 17.75483871] ; [65.75483871 25.24516129],0
r3,1,0.005779,7.617875,[60  5] ; [70 23],[53.48101266 11.51898734] ; [76.51898734 16.48101266],0
v3,1,0.005825,7.603664,[29 35] ; [22 69],[21.05806452 42.94193548] ; [29.94193548 61.05806452],0
n6,1,0.005917,7.575365,[55 10] ; [61 33],[47.42138365 17.57861635] ; [68.57861635 25.42138365],0
p8,1,0.010576,6.535253,[35 29] ; [31 60],[27.2516129 36.7483871] ; [38.7483871 52.2516129],0
a7,1,0.010995,6.466198,[45 20] ; [46 48],[37.20125786 27.79874214] ; [53.79874214 40.20125786],0
v2,1,0.016993,5.697078,[34 28] ; [31 57],[26.86666667 35.13333333] ; [38.13333333 49.86666667],0
p5,1,0.019098,5.492535,[11 54] ; [ 5 87],[ 6.62420382 58.37579618] ; [ 9.37579618 82.62420382],0
a6,1,0.022294,5.22273,[44 21] ; [47 48],[36.96875 28.03125] ; [54.03125 40.96875],0
r1,1,0.030872,4.66004,[46 18] ; [51 42],[39.54140127 24.45859873] ; [57.45859873 35.54140127],0
a5,1,0.036923,4.353951,[41 24] ; [44 51],[34.53125 30.46875] ; [50.46875 44.53125],0
p10,1,0.040158,4.21119,[49 16] ; [53 36],[43.05194805 21.94805195] ; [58.94805195 30.05194805],0
n4,1,0.04336,4.0813,[51 14] ; [59 34],[45.25316456 19.74683544] ; [64.74683544 28.25316456],0
p12,1,0.043973,4.057593,[ 6 59] ; [ 2 92],[ 3.27044025 61.72955975] ; [ 4.72955975 89.27044025],0
v4,1,0.054763,3.689293,[61  4] ; [77 15],[57.13375796  7.86624204] ; [80.86624204 11.13375796],0
r2,1,0.083075,3.0037,[60  5] ; [77 16],[56.36075949  8.63924051] ; [80.63924051 12.36075949],0
