Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001311,10.326548,[78  5] ; [7 4],[75.05319149  7.94680851] ; [9.94680851 1.05319149],0
p11,1,0.003087,8.755189,[65 18] ; [4 7],[60.92553191 22.07446809] ; [8.07446809 2.92553191],0
a5,1,0.013533,6.09806,[66 17] ; [5 6],[62.69148936 20.30851064] ; [8.30851064 2.69148936],0
r3,1,0.018678,5.531389,[77  5] ; [8 3],[74.94623656  7.05376344] ; [10.05376344  0.94623656],0
p10,1,0.02083,5.340981,[72 10] ; [6 4],[69.52173913 12.47826087] ; [8.47826087 1.52173913],0
p9,1,0.031667,4.616416,[71 11] ; [6 4],[68.63043478 13.36956522] ; [8.36956522 1.63043478],0
n5,1,0.033884,4.500538,[63 20] ; [5 6],[60.04255319 22.95744681] ; [7.95744681 3.04255319],0
p3,1,0.038791,4.269999,[53 30] ; [3 7],[49.97849462 33.02150538] ; [6.02150538 3.97849462],0
v4,1,0.043071,4.09261,[80  3] ; [9 2],[78.58510638  4.41489362] ; [10.41489362  0.58510638],0
b1,1,0.053897,3.715885,[28 55] ; [7 4],[30.90425532 52.09574468] ; [4.09574468 6.90425532],0
r2,1,0.056881,3.626057,[76  7] ; [8 3],[74.17021277  8.82978723] ; [9.82978723 1.17021277],0
s6,1,0.064004,3.430455,[59 22] ; [5 6],[56.34782609 24.65217391] ; [7.65217391 3.34782609],0
v1,1,0.116974,2.457381,[39 43] ; [8 3],[41.44086022 40.55913978] ; [5.55913978 5.44086022],0
s4,1,0.134456,2.240287,[14 67] ; [4 7],[15.84782609 65.15217391] ; [2.15217391 8.84782609],0
d1,1,0.154201,2.030196,[49 34] ; [4 7],[46.79787234 36.20212766] ; [6.20212766 4.79787234],0
r1,1,0.155751,2.015,[68 15] ; [7 4],[66.22340426 16.77659574] ; [8.77659574 2.22340426],0
a4,1,0.190633,1.712715,[40 43] ; [3 8],[37.96808511 45.03191489] ; [5.03191489 5.96808511],0
p7,1,0.236623,1.400602,[57 26] ; [5 5],[55.33333333 27.66666667] ; [6.66666667 3.33333333],0
p5,1,0.253078,1.306231,[22 61] ; [1 9],[20.52688172 62.47311828] ; [2.47311828 7.52688172],0
n4,1,0.328741,0.953852,[64 19] ; [7 4],[62.69148936 20.30851064] ; [8.30851064 2.69148936],0
d4,1,0.34606,0.887851,[69 13] ; [8 3],[67.89247312 14.10752688] ; [9.10752688 1.89247312],0
a3,1,0.34895,0.877272,[57 26] ; [6 5],[55.62765957 27.37234043] ; [7.37234043 3.62765957],0
p8,1,0.373329,0.792554,[45 37] ; [4 6],[43.67391304 38.32608696] ; [5.32608696 4.67391304],0
p2,1,0.38653,0.74983,[65 18] ; [9 1],[66.04301075 16.95698925] ; [7.95698925 2.04301075],0
d2,1,0.395437,0.722159,[41 41] ; [7 4],[42.32258065 39.67741935] ; [5.67741935 5.32258065],0
d5,1,0.409493,0.680273,[67 16] ; [10  1],[67.9893617 15.0106383] ; [9.0106383 1.9893617],0
n3,1,0.438578,0.6,[14  6] ; [2 2],[13.33333333  6.66666667] ; [2.66666667 1.33333333],0
u3,1,0.466596,0.530026,[15 11] ; [2 3],[14.25806452 11.74193548] ; [2.74193548 2.25806452],0
b2,1,0.472403,0.516349,[23 30] ; [1 3],[22.31578947 30.68421053] ; [1.68421053 2.31578947],0
b3,1,0.472403,0.516349,[23 30] ; [1 3],[22.31578947 30.68421053] ; [1.68421053 2.31578947],0
n2,1,0.524471,0.405093,[14  7] ; [2 2],[13.44  7.56] ; [2.56 1.44],0
n1,1,0.571608,0.32,[ 7 13] ; [2 2],[ 7.5 12.5] ; [1.5 2.5],0
b5,1,0.584188,0.299512,[38 45] ; [6 5],[38.85106383 44.14893617] ; [5.14893617 5.85106383],0
a7,1,0.595735,0.281477,[53 29] ; [8 3],[53.78494624 28.21505376] ; [7.21505376 3.78494624],0
u1,1,0.605074,0.267411,[17 66] ; [3 8],[17.65957447 65.34042553] ; [2.34042553 8.65957447],0
a8,1,0.620481,0.245192,[12 63] ; [1 9],[11.47058824 63.52941176] ; [1.52941176 8.47058824],0
p1,1,0.628018,0.234758,[12 71] ; [ 1 10],[11.4787234 71.5212766] ; [1.5212766 9.4787234],0
a6,1,0.659806,0.193759,[51 32] ; [6 5],[50.32978723 32.67021277] ; [6.67021277 4.32978723],0
p4,1,0.713675,0.134634,[54 28] ; [6 4],[53.47826087 28.52173913] ; [6.52173913 3.47826087],0
s2,1,0.724544,0.12418,[19 64] ; [2 9],[18.54255319 64.45744681] ; [2.45744681 8.54255319],0
d3,1,0.725217,0.123549,[56 27] ; [8 3],[56.5106383 26.4893617] ; [7.4893617 3.5106383],0
u2,1,0.743421,0.107143,[13 12] ; [3 2],[13.33333333 11.66666667] ; [2.66666667 2.33333333],0
p6,1,0.782946,0.07589,[37 46] ; [4 6],[36.59139785 46.40860215] ; [4.40860215 5.59139785],0
a2,1,0.789547,0.071235,[18 65] ; [2 9],[17.65957447 65.34042553] ; [2.34042553 8.65957447],0
v2,1,0.888312,0.019724,[51 32] ; [7 4],[51.21276596 31.78723404] ; [6.78723404 4.21276596],0
b4,1,0.888312,0.019724,[51 32] ; [7 4],[51.21276596 31.78723404] ; [6.78723404 4.21276596],0
v3,1,0.925926,0.008644,[29 54] ; [4 7],[29.13829787 53.86170213] ; [3.86170213 7.13829787],0
s8,1,0.926184,0.008584,[31 51] ; [4 7],[30.86021505 51.13978495] ; [4.13978495 6.86021505],0
s7,1,0.987427,0.000248,[31 46] ; [4 6],[30.97701149 46.02298851] ; [4.02298851 5.97701149],0
