Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.003156,8.71526,[17 12] ; [ 1 11],[12.73170732 16.26829268] ; [5.26829268 6.73170732],0
p11,1,0.005968,7.56,[28  2] ; [7 5],[25.  5.] ; [10.  2.],0
n6,1,0.018433,5.554511,[23  6] ; [5 7],[19.80487805  9.19512195] ; [8.19512195 3.80487805],0
n4,1,0.028741,4.783059,[21  9] ; [4 8],[17.85714286 12.14285714] ; [7.14285714 4.85714286],0
p9,1,0.030699,4.669737,[29  1] ; [9 3],[27.14285714  2.85714286] ; [10.85714286  1.14285714],0
p3,1,0.103237,2.654815,[13 17] ; [ 2 10],[10.71428571 19.28571429] ; [4.28571429 7.71428571],0
a1,1,0.129588,2.297436,[ 1 29] ; [ 2 10],[ 2.14285714 27.85714286] ; [ 0.85714286 11.14285714],0
r4,1,0.135922,2.223529,[10 20] ; [7 5],[12.14285714 17.85714286] ; [4.85714286 7.14285714],0
a5,1,0.135922,2.223529,[20 10] ; [5 7],[17.85714286 12.14285714] ; [7.14285714 4.85714286],0
p4,1,0.135922,2.223529,[20 10] ; [5 7],[17.85714286 12.14285714] ; [7.14285714 4.85714286],0
s8,1,0.199907,1.643056,[11 19] ; [7 5],[12.85714286 17.14285714] ; [5.14285714 6.85714286],0
b4,1,0.241032,1.374545,[14 16] ; [8 4],[15.71428571 14.28571429] ; [6.28571429 5.71428571],0
s4,1,0.263412,1.250735,[ 7 23] ; [ 1 11],[ 5.71428571 24.28571429] ; [2.28571429 9.71428571],0
a3,1,0.280859,1.162929,[18 12] ; [5 7],[16.42857143 13.57142857] ; [6.57142857 5.42857143],0
r1,1,0.280859,1.162929,[12 18] ; [7 5],[13.57142857 16.42857143] ; [5.42857143 6.57142857],0
d5,1,0.280859,1.162929,[18 12] ; [5 7],[16.42857143 13.57142857] ; [6.57142857 5.42857143],0
u3,1,0.310596,1.028139,[4 8] ; [4 3],[5.05263158 6.94736842] ; [2.94736842 4.05263158],0
a7,1,0.32691,0.961098,[15 15] ; [8 4],[16.42857143 13.57142857] ; [6.57142857 5.42857143],0
a6,1,0.32691,0.961098,[15 15] ; [4 8],[13.57142857 16.42857143] ; [5.42857143 6.57142857],0
s5,1,0.359397,0.84,[ 6 24] ; [4 8],[ 7.14285714 22.85714286] ; [2.85714286 9.14285714],0
u2,1,0.36308,0.827211,[8 4] ; [6 1],[8.84210526 3.15789474] ; [5.15789474 1.84210526],0
p6,1,0.374624,0.78827,[ 9 21] ; [ 2 10],[ 7.85714286 22.14285714] ; [3.14285714 8.85714286],0
n3,1,0.393153,0.729167,[5 5] ; [3 1],[5.71428571 4.28571429] ; [2.28571429 1.71428571],0
b3,1,0.393921,0.726803,[ 6 11] ; [1 5],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
b2,1,0.393921,0.726803,[ 6 11] ; [1 5],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
v4,1,0.468717,0.525,[19 11] ; [9 3],[20. 10.] ; [8. 4.],0
n2,1,0.480478,0.497778,[7 3] ; [2 2],[6.42857143 3.57142857] ; [2.57142857 1.42857143],0
s7,1,0.481582,0.495278,[11 17] ; [3 8],[10.05128205 17.94871795] ; [3.94871795 7.05128205],0
d4,1,0.491839,0.4725,[22  8] ; [10  2],[22.85714286  7.14285714] ; [9.14285714 2.85714286],0
p8,1,0.494525,0.466667,[16 14] ; [5 7],[15. 15.] ; [6. 6.],0
p7,1,0.550868,0.355765,[17 13] ; [8 4],[17.85714286 12.14285714] ; [7.14285714 4.85714286],0
v1,1,0.550868,0.355765,[13 17] ; [4 8],[12.14285714 17.85714286] ; [4.85714286 7.14285714],0
v3,1,0.597676,0.278515,[10 20] ; [3 9],[ 9.28571429 20.71428571] ; [3.71428571 8.28571429],0
d3,1,0.625193,0.238636,[15 15] ; [7 5],[15.71428571 14.28571429] ; [6.28571429 5.71428571],0
b5,1,0.625193,0.238636,[15 15] ; [7 5],[15.71428571 14.28571429] ; [6.28571429 5.71428571],0
a8,1,0.626901,0.236287,[ 4 25] ; [ 1 11],[ 3.53658537 25.46341463] ; [ 1.46341463 10.53658537],0
p5,1,0.634309,0.226263,[ 7 23] ; [ 2 10],[ 6.42857143 23.57142857] ; [2.57142857 9.42857143],0
d1,1,0.74591,0.105,[ 9 21] ; [3 9],[ 8.57142857 21.42857143] ; [3.42857143 8.57142857],0
a4,1,0.74591,0.105,[ 9 21] ; [3 9],[ 8.57142857 21.42857143] ; [3.42857143 8.57142857],0
s6,1,0.768676,0.086499,[16 14] ; [7 5],[16.42857143 13.57142857] ; [6.57142857 5.42857143],0
r3,1,0.812765,0.056103,[25  4] ; [10  2],[24.75609756  4.24390244] ; [10.24390244  1.75609756],0
d2,1,0.832811,0.044562,[ 9 21] ; [4 8],[ 9.28571429 20.71428571] ; [3.71428571 8.28571429],0
s1,1,0.849727,0.035897,[ 2 28] ; [ 1 11],[ 2.14285714 27.85714286] ; [ 0.85714286 11.14285714],0
n1,1,0.851596,0.035,[3 7] ; [1 3],[2.85714286 7.14285714] ; [1.14285714 2.85714286],0
p12,1,0.867978,0.027632,[ 3 27] ; [ 1 11],[ 2.85714286 27.14285714] ; [ 1.14285714 10.85714286],0
p2,1,0.90879,0.013125,[23  7] ; [9 3],[22.85714286  7.14285714] ; [9.14285714 2.85714286],0
s3,1,0.911632,0.012317,[ 8 22] ; [3 9],[ 7.85714286 22.14285714] ; [3.14285714 8.85714286],0
b1,1,0.921455,0.009722,[17 13] ; [7 5],[17.14285714 12.85714286] ; [6.85714286 5.14285714],0
