Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,21.684171,[27  8] ; [36 75],[15.10273973 19.89726027] ; [47.89726027 63.10273973],1
s3,1,0.001664,9.887989,[24 11] ; [42 68],[15.93103448 19.06896552] ; [50.06896552 59.93103448],0
s6,1,0.003193,8.693538,[28  7] ; [57 53],[20.51724138 14.48275862] ; [64.48275862 45.51724138],0
p6,1,0.003808,8.373151,[19 15] ; [31 77],[11.97183099 22.02816901] ; [38.02816901 69.97183099],0
a1,1,0.005692,7.645298,[ 6 29] ; [  4 107],[ 2.39726027 32.60273973] ; [  7.60273973 103.39726027],0
b5,1,0.008756,6.871851,[15 20] ; [75 36],[21.57534247 13.42465753] ; [68.42465753 42.57534247],0
n3,1,0.009253,6.77334,[6 7] ; [30  6],[9.55102041 3.44897959] ; [26.44897959  9.55102041],0
s7,1,0.010029,6.629671,[20 14] ; [36 70],[13.6 20.4] ; [42.4 63.6],0
p5,1,0.015351,5.875733,[ 8 26] ; [  9 101],[ 4.01388889 29.98611111] ; [12.98611111 97.01388889],0
b4,1,0.016972,5.699276,[28  7] ; [64 47],[22.05479452 12.94520548] ; [69.94520548 41.05479452],0
s4,1,0.023783,5.11039,[11 24] ; [16 95],[ 6.47260274 28.52739726] ; [20.52739726 90.47260274],0
s1,1,0.054835,3.687094,[ 3 32] ; [  2 109],[ 1.19863014 33.80136986] ; [  3.80136986 107.19863014],0
d1,1,0.055263,3.674136,[20 15] ; [43 68],[15.10273973 19.89726027] ; [47.89726027 63.10273973],0
u3,1,0.060074,3.535354,[8 4] ; [16 28],[5.14285714 6.85714286] ; [18.85714286 25.14285714],0
p1,1,0.071334,3.252065,[ 6 28] ; [  8 103],[ 3.28275862 30.71724138] ; [ 10.71724138 100.28275862],0
r4,1,0.077732,3.11169,[26  9] ; [64 47],[21.57534247 13.42465753] ; [68.42465753 42.57534247],0
d4,1,0.098615,2.727799,[29  6] ; [76 35],[25.17123288  9.82876712] ; [79.82876712 31.17123288],0
s8,1,0.101073,2.688536,[16 19] ; [34 77],[11.98630137 23.01369863] ; [38.01369863 72.98630137],0
d3,1,0.136575,2.216135,[23 12] ; [57 54],[19.17808219 15.82191781] ; [60.82191781 50.17808219],0
v4,1,0.14946,2.07775,[32  2] ; [93 17],[29.51388889  4.48611111] ; [95.48611111 14.51388889],0
a5,1,0.162329,1.952391,[23 12] ; [58 53],[19.41780822 15.58219178] ; [61.58219178 49.41780822],0
b2,1,0.178681,1.808559,[10 15] ; [18 52],[ 7.36842105 17.63157895] ; [20.63157895 49.36842105],0
b3,1,0.178681,1.808559,[10 15] ; [18 52],[ 7.36842105 17.63157895] ; [20.63157895 49.36842105],0
r3,1,0.18543,1.753561,[29  6] ; [100  10],[31.13793103  3.86206897] ; [97.86206897 12.13793103],0
p10,1,0.266484,1.234754,[30  4] ; [87 22],[27.81818182  6.18181818] ; [89.18181818 19.81818182],0
u2,1,0.273124,1.200988,[8 4] ; [22 23],[6.31578947 5.68421053] ; [23.68421053 21.31578947],0
v1,1,0.286293,1.136971,[17 17] ; [42 64],[14.32857143 19.67142857] ; [44.67142857 61.32857143],0
v2,1,0.287446,1.131547,[16 16] ; [43 66],[13.39007092 18.60992908] ; [45.60992908 63.39007092],0
p4,1,0.30218,1.06455,[21 14] ; [55 55],[18.34482759 16.65517241] ; [57.65517241 52.34482759],0
a7,1,0.333719,0.934411,[24 11] ; [66 45],[21.57534247 13.42465753] ; [68.42465753 42.57534247],0
p3,1,0.370963,0.800435,[17 18] ; [44 66],[14.72413793 20.27586207] ; [46.27586207 63.72413793],0
n2,1,0.373112,0.793274,[11  2] ; [26 10],[9.81632653 3.18367347] ; [27.18367347  8.81632653],0
u4,1,0.385308,0.753697,[ 1 34] ; [  1 110],[ 0.47945205 34.52054795] ; [  1.52054795 109.47945205],0
n6,1,0.449407,0.572146,[30  5] ; [88 22],[28.48275862  6.51724138] ; [89.51724138 20.48275862],0
p7,1,0.485174,0.48721,[20 13] ; [58 50],[18.25531915 14.74468085] ; [59.74468085 48.25531915],0
a3,1,0.508365,0.437431,[23 12] ; [66 45],[21.33561644 13.66438356] ; [67.66438356 43.33561644],0
p9,1,0.509362,0.435377,[29  6] ; [96 14],[30.17241379  4.82758621] ; [94.82758621 15.17241379],0
p12,1,0.51432,0.425269,[ 3 32] ; [  6 103],[ 2.1875 32.8125] ; [  6.8125 102.1875],0
n1,1,0.570501,0.321844,[6 7] ; [13 22],[5.14583333 7.85416667] ; [13.85416667 21.14583333],0
u1,1,0.583367,0.300822,[ 2 33] ; [  4 107],[ 1.43835616 33.56164384] ; [  4.56164384 106.43835616],0
a6,1,0.585658,0.297177,[22 13] ; [64 47],[20.61643836 14.38356164] ; [65.38356164 45.61643836],0
v3,1,0.650694,0.205027,[ 8 24] ; [32 78],[ 9.01408451 22.98591549] ; [30.98591549 79.01408451],0
p8,1,0.66883,0.182974,[17 16] ; [52 58],[15.92307692 17.07692308] ; [53.07692308 56.92307692],0
d5,1,0.720715,0.127808,[26  9] ; [79 32],[25.17123288  9.82876712] ; [79.82876712 31.17123288],0
p2,1,0.764153,0.090019,[26  8] ; [86 23],[26.62937063  7.37062937] ; [85.37062937 23.62937063],0
d2,1,0.776099,0.080887,[12 23] ; [41 70],[12.70547945 22.29452055] ; [40.29452055 70.70547945],0
a2,1,0.814601,0.054988,[ 3 32] ; [ 11 100],[ 3.35616438 31.64383562] ; [ 10.64383562 100.35616438],0
n4,1,0.838739,0.041415,[23 12] ; [75 36],[23.49315068 11.50684932] ; [74.50684932 36.49315068],0
r2,1,0.840588,0.040458,[27  7] ; [84 24],[26.57746479  7.42253521] ; [84.42253521 23.57746479],0
a4,1,0.848538,0.036475,[11 24] ; [33 78],[10.54794521 24.45205479] ; [33.45205479 77.54794521],0
a8,1,0.915016,0.011388,[ 3 31] ; [10 96],[ 3.15714286 30.84285714] ; [ 9.84285714 96.15714286],0
n5,1,0.964442,0.001987,[25 10] ; [79 31],[25.10344828  9.89655172] ; [78.89655172 31.10344828],0
b1,1,0.982446,0.000484,[13 22] ; [41 70],[12.94520548 22.05479452] ; [41.05479452 69.94520548],0
