Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,84.085777,[ 3 45] ; [188  61],[30.86868687 17.13131313] ; [160.13131313  88.86868687],1
d4,1,0.0,63.01186,[23 25] ; [230  19],[40.88888889  7.11111111] ; [212.11111111  36.88888889],1
d3,1,1e-06,24.369327,[22 26] ; [198  50],[35.67567568 12.32432432] ; [184.32432432  63.67567568],1
a4,1,2e-06,22.217114,[ 9 38] ; [141 108],[23.81756757 23.18243243] ; [126.18243243 122.81756757],1
d2,1,6e-06,20.603476,[11 37] ; [146 103],[25.37373737 22.62626263] ; [131.62626263 117.37373737],1
u1,1,0.000108,14.988187,[ 1 47] ; [ 70 179],[11.47474747 36.52525253] ; [ 59.52525253 189.47474747],1
a2,1,0.000254,13.383936,[ 3 45] ; [ 80 169],[13.41414141 34.58585859] ; [ 69.58585859 179.41414141],1
s6,1,0.000939,10.943793,[25 22] ; [184  56],[34.22648084 12.77351916] ; [174.77351916  65.22648084],1
a3,1,0.001439,10.154876,[27 21] ; [193  54],[35.79661017 12.20338983] ; [184.20338983  62.79661017],0
v1,1,0.002248,9.335061,[20 28] ; [159  85],[29.42465753 18.57534247] ; [149.57534247  94.42465753],0
p9,1,0.003264,8.653438,[38 10] ; [230  18],[43.45945946  4.54054054] ; [224.54054054  23.45945946],0
a5,1,0.005414,7.73578,[29 19] ; [197  52],[36.52525253 11.47474747] ; [189.47474747  59.52525253],0
p10,1,0.019474,5.458409,[36 11] ; [220  27],[40.92517007  6.07482993] ; [215.07482993  31.92517007],0
n4,1,0.023663,5.119131,[36 12] ; [218  31],[41.05050505  6.94949495] ; [212.94949495  36.05050505],0
p4,1,0.046745,3.95453,[35 13] ; [211  38],[39.75757576  8.24242424] ; [206.24242424  42.75757576],0
p1,1,0.046996,3.94554,[11 37] ; [ 30 218],[ 6.64864865 41.35135135] ; [ 34.35135135 213.64864865],0
