Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000738,11.391492,[40 31] ; [32 72],[29.21142857 41.78857143] ; [42.78857143 61.21142857],1
p9,1,0.00523,7.79822,[40 30] ; [78 23],[48.30409357 21.69590643] ; [69.69590643 31.30409357],0
p10,1,0.00938,6.748955,[35 35] ; [71 31],[43.13953488 26.86046512] ; [62.86046512 39.13953488],0
r4,1,0.010287,6.584592,[45 26] ; [84 20],[52.33714286 18.66285714] ; [76.66285714 27.33714286],0
s1,1,0.012244,6.275132,[ 6 64] ; [  1 103],[ 2.81609195 67.18390805] ; [ 4.18390805 99.81609195],0
p11,1,0.013295,6.129429,[36 35] ; [72 32],[43.81714286 27.18285714] ; [64.18285714 39.81714286],0
p2,1,0.014835,5.935988,[43 28] ; [80 23],[50.18965517 20.81034483] ; [72.81034483 30.18965517],0
v4,1,0.016338,5.766094,[57 13] ; [97  7],[61.95402299  8.04597701] ; [92.04597701 11.95402299],0
r3,1,0.029374,4.745571,[55 15] ; [94 10],[59.94252874 10.05747126] ; [89.05747126 14.94252874],0
p1,1,0.030994,4.653279,[ 5 66] ; [  1 102],[ 2.44827586 68.55172414] ; [ 3.55172414 99.44827586],0
r2,1,0.079578,3.073491,[55 16] ; [91 13],[59.23428571 11.76571429] ; [86.76571429 17.23428571],0
n3,1,0.082199,3.020884,[19  5] ; [25 18],[15.76119403  8.23880597] ; [28.23880597 14.76119403],0
d3,1,0.101501,2.681796,[39 31] ; [70 33],[44.10404624 25.89595376] ; [64.89595376 38.10404624],0
a4,1,0.129306,2.300819,[23 48] ; [23 81],[18.66285714 52.33714286] ; [27.33714286 76.66285714],0
n2,1,0.156843,2.004406,[13 11] ; [30 12],[15.63636364  8.36363636] ; [27.36363636 14.63636364],0
n5,1,0.16696,1.910025,[22 47] ; [44 60],[26.32369942 42.67630058] ; [39.67630058 64.32369942],0
s6,1,0.19054,1.713435,[26 45] ; [48 55],[30.1954023 40.8045977] ; [43.8045977 59.1954023],0
s3,1,0.195828,1.673218,[31 40] ; [35 68],[26.93103448 44.06896552] ; [39.06896552 63.93103448],0
