Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,106.545995,[260 126] ; [ 61 182],[196.98887122 189.01112878] ; [124.01112878 118.98887122],1
p6,1,0.0,62.889004,[173 209] ; [ 35 206],[127.53772071 254.46227929] ; [ 80.46227929 160.53772071],1
p3,1,0.0,49.567636,[231 158] ; [ 74 168],[188.02694136 200.97305864] ; [116.97305864 125.02694136],1
p2,1,0.0,49.306516,[351  36] ; [167  76],[318.2  68.8] ; [199.8  43.2],1
p4,1,0.0,40.640018,[265 123] ; [103 139],[226.64126984 161.35873016] ; [141.35873016 100.64126984],1
p10,1,0.0,35.283376,[335  52] ; [160  80],[305.52631579  81.47368421] ; [189.47368421  50.52631579],1
r4,1,0.0,27.411978,[363  27] ; [192  51],[341.94312796  48.05687204] ; [213.05687204  29.94312796],1
p9,1,1e-06,23.843114,[342  45] ; [174  64],[319.5072  67.4928] ; [196.4928  41.5072],1
p11,1,2e-06,22.813974,[328  62] ; [165  78],[303.74407583  86.25592417] ; [189.25592417  53.74407583],1
v4,1,3.2e-05,17.313375,[371  15] ; [212  31],[357.77106518  28.22893482] ; [225.22893482  17.77106518],1
v1,1,5.2e-05,16.358751,[232 150] ; [102 130],[207.7980456 174.2019544] ; [126.2019544 105.7980456],1
n6,1,0.000113,14.899511,[337  48] ; [183  59],[319.29824561  65.70175439] ; [200.70175439  41.29824561],1
a8,1,0.000254,13.384408,[ 70 280] ; [ 20 209],[ 54.40414508 295.59585492] ; [ 35.59585492 193.40414508],1
s6,1,0.000572,11.864967,[257 124] ; [130 112],[236.67255217 144.32744783] ; [150.32744783  91.67255217],1
s5,1,0.000659,11.60253,[136 246] ; [ 52 179],[117.15497553 264.84502447] ; [ 70.84502447 160.15497553],1
n5,1,0.000713,11.453928,[299  88] ; [157  85],[280.55961844 106.44038156] ; [175.44038156  66.55961844],1
p5,1,0.000951,10.921213,[ 58 330] ; [ 15 225],[ 45.10191083 342.89808917] ; [ 27.89808917 212.10191083],1
r3,1,0.001216,10.46605,[377  11] ; [222  21],[368.32329635  19.67670365] ; [230.67670365  12.32329635],0
s7,1,0.001478,10.10627,[193 180] ; [ 88 141],[174.10797342 198.89202658] ; [106.89202658 122.10797342],0
s8,1,0.00154,10.029776,[184 203] ; [ 84 158],[164.89030207 222.10969793] ; [103.10969793 138.89030207],0
r1,1,0.001703,9.844698,[328  60] ; [180  62],[312.86349206  75.13650794] ; [195.13650794  46.86349206],0
a3,1,0.00243,9.192674,[306  81] ; [166  77],[289.94285714  97.05714286] ; [182.05714286  60.94285714],0
v2,1,0.003482,8.535919,[240 139] ; [118 112],[222.79474548 156.20525452] ; [135.20525452  94.79474548],0
n4,1,0.004061,8.25621,[318  71] ; [175  68],[303.44462025  85.55537975] ; [189.55537975  53.44462025],0
r2,1,0.006938,7.288953,[364  18] ; [217  25],[355.67628205  26.32371795] ; [225.32371795  16.67628205],0
v3,1,0.011275,6.4214,[169 208] ; [ 78 149],[154.1705298 222.8294702] ; [ 92.8294702 134.1705298],0
s2,1,0.024337,5.070485,[197 190] ; [100 140],[183.31578947 203.68421053] ; [113.68421053 126.31578947],0
s3,1,0.024636,5.049273,[212 170] ; [111 129],[198.36977492 183.63022508] ; [124.63022508 115.36977492],0
a5,1,0.064868,3.408335,[306  84] ; [175  68],[296.3507109  93.6492891] ; [184.6492891  58.3507109],0
n2,1,0.0928,2.825125,[54 16] ; [51 28],[49.32885906 20.67114094] ; [55.67114094 23.32885906],0
n1,1,0.136167,2.220745,[21 48] ; [33 45],[25.34693878 43.65306122] ; [28.65306122 49.34693878],0
a1,1,0.143059,2.14474,[ 27 363] ; [ 10 233],[ 22.79620853 367.20379147] ; [ 14.20379147 228.79620853],0
n3,1,0.144055,2.1341,[51 19] ; [48 30],[46.82432432 23.17567568] ; [52.17567568 25.82432432],0
d3,1,0.165113,1.926761,[297  93] ; [173  70],[289.57345972 100.42654028] ; [180.42654028  62.57345972],0
b4,1,0.175311,1.836931,[226 164] ; [154  89],[234.12322275 155.87677725] ; [145.87677725  97.12322275],0
p1,1,0.204689,1.608601,[ 26 361] ; [ 23 219],[ 30.14785374 356.85214626] ; [ 18.85214626 223.14785374],0
a2,1,0.227187,1.458387,[105 285] ; [ 55 188],[ 98.57819905 291.42180095] ; [ 61.42180095 181.57819905],0
u1,1,0.32735,0.959355,[ 78 312] ; [ 41 202],[ 73.31753555 316.68246445] ; [ 45.68246445 197.31753555],0
a4,1,0.432104,0.617161,[182 207] ; [121 121],[186.79397781 202.20602219] ; [116.20602219 125.79397781],0
b5,1,0.452349,0.564759,[229 161] ; [150  93],[233.507109 156.492891] ; [145.492891  97.507109],0
d2,1,0.562563,0.335287,[202 188] ; [130 110],[205.52380952 184.47619048] ; [126.47619048 113.52380952],0
a6,1,0.585595,0.297276,[269 120] ; [163  80],[265.89873418 123.10126582] ; [166.10126582  76.89873418],0
d1,1,0.59075,0.289175,[268 122] ; [162  81],[264.92890995 125.07109005] ; [165.07109005  77.92890995],0
b1,1,0.639679,0.219163,[150 240] ; [ 98 145],[152.79620853 237.20379147] ; [ 95.20379147 147.79620853],0
u3,1,0.642016,0.216115,[46 36] ; [46 31],[47.44654088 34.55345912] ; [44.55345912 32.44654088],0
u4,1,0.655131,0.199493,[  9 381] ; [  7 236],[  9.85781991 380.14218009] ; [  6.14218009 236.85781991],0
d5,1,0.711187,0.137094,[341  49] ; [210  33],[339.47867299  50.52132701] ; [211.52132701  31.47867299],0
p12,1,0.776041,0.08093,[ 33 354] ; [ 19 222],[ 32.04458599 354.95541401] ; [ 19.95541401 221.04458599],0
b2,1,0.788952,0.071648,[106 145] ; [58 84],[104.74300254 146.25699746] ; [59.25699746 82.74300254],0
b3,1,0.788952,0.071648,[106 145] ; [58 84],[104.74300254 146.25699746] ; [59.25699746 82.74300254],0
u2,1,0.81369,0.05554,[48 32] ; [47 29],[48.71794872 31.28205128] ; [46.28205128 29.71794872],0
a7,1,0.827319,0.047586,[288 101] ; [178  65],[286.82594937 102.17405063] ; [179.17405063  63.82594937],0
s1,1,0.872038,0.025944,[ 12 375] ; [  8 232],[ 12.34449761 374.65550239] ; [  7.65550239 232.34449761],0
