Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000556,11.916612,[ 5 17] ; [31 15],[11.64705882 10.35294118] ; [24.35294118 21.64705882],1
d4,1,0.000618,11.7195,[ 8 13] ; [37  9],[14.10447761  6.89552239] ; [30.89552239 15.10447761],1
d1,1,0.000626,11.697114,[ 2 20] ; [24 22],[ 8.41176471 13.58823529] ; [17.58823529 28.41176471],1
a6,1,0.005284,7.779413,[ 8 14] ; [33 13],[13.26470588  8.73529412] ; [27.73529412 18.26470588],0
a5,1,0.009254,6.773123,[ 8 14] ; [32 14],[12.94117647  9.05882353] ; [27.05882353 18.94117647],0
a7,1,0.015805,5.824385,[ 7 15] ; [29 17],[11.64705882 10.35294118] ; [24.35294118 21.64705882],0
a3,1,0.024108,5.086838,[ 8 13] ; [31 15],[12.2238806  8.7761194] ; [26.7761194 19.2238806],0
v4,1,0.024932,5.028571,[10 11] ; [34 11],[14.  7.] ; [30. 15.],0
u3,1,0.041794,4.143521,[5 9] ; [11  4],[7.72413793 6.27586207] ; [8.27586207 6.72413793],0
a8,1,0.059467,3.552201,[ 3 18] ; [ 1 43],[ 1.29230769 19.70769231] ; [ 2.70769231 41.29230769],0
n5,1,0.079275,3.07971,[11 11] ; [13 33],[ 7.76470588 14.23529412] ; [16.23529412 29.76470588],0
v2,1,0.095057,2.786583,[ 4 16] ; [19 27],[ 6.96969697 13.03030303] ; [16.03030303 29.96969697],0
a2,1,0.101831,2.676625,[ 1 21] ; [ 9 37],[ 3.23529412 18.76470588] ; [ 6.76470588 39.23529412],0
p2,1,0.119874,2.418972,[ 8 14] ; [26 20],[11. 11.] ; [23. 23.],0
b1,1,0.121353,2.399774,[10 12] ; [30 16],[12.94117647  9.05882353] ; [27.05882353 18.94117647],0
s3,1,0.141074,2.166202,[13  9] ; [18 27],[10.17910448 11.82089552] ; [20.82089552 24.17910448],0
s8,1,0.143637,2.138556,[ 1 21] ; [ 8 38],[ 2.91176471 19.08823529] ; [ 6.08823529 39.91176471],0
r3,1,0.150154,2.070685,[13  9] ; [35 11],[15.52941176  6.47058824] ; [32.47058824 13.52941176],0
p4,1,0.159866,1.975494,[ 4 18] ; [16 30],[ 6.47058824 15.52941176] ; [13.52941176 32.47058824],0
d2,1,0.165083,1.927033,[ 8 14] ; [25 21],[10.67647059 11.32352941] ; [22.32352941 23.67647059],0
b3,1,0.186136,1.747938,[6 8] ; [ 7 23],[4.13636364 9.86363636] ; [ 8.86363636 21.13636364],0
b2,1,0.186136,1.747938,[6 8] ; [ 7 23],[4.13636364 9.86363636] ; [ 8.86363636 21.13636364],0
a4,1,0.198282,1.654983,[ 6 16] ; [20 26],[ 8.41176471 13.58823529] ; [17.58823529 28.41176471],0
n2,1,0.207656,1.587696,[9 5] ; [ 8 11],[7.21212121 6.78787879] ; [9.78787879 9.21212121],0
p7,1,0.230215,1.439535,[11 11] ; [16 30],[ 8.73529412 13.26470588] ; [18.26470588 27.73529412],0
