Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,37.49265,[83  3] ; [36 29],[67.77483444 18.22516556] ; [51.22516556 13.77483444],1
v4,1,0.0,30.874471,[82  4] ; [38 27],[68.34437086 17.65562914] ; [51.65562914 13.34437086],1
p10,1,1e-06,23.311146,[76 10] ; [34 30],[63.06666667 22.93333333] ; [46.93333333 17.06666667],1
r2,1,4e-06,21.114386,[78  7] ; [38 25],[66.62162162 18.37837838] ; [49.37837838 13.62162162],1
p9,1,7e-06,20.230564,[80  6] ; [40 23],[69.26174497 16.73825503] ; [50.73825503 12.26174497],1
n6,1,3.9e-05,16.910747,[78  8] ; [41 24],[67.77483444 18.22516556] ; [51.22516556 13.77483444],1
p2,1,0.000415,12.463663,[70 16] ; [35 29],[60.2 25.8] ; [44.8 19.2],1
s6,1,0.00055,11.938198,[52 30] ; [23 43],[41.55405405 40.44594595] ; [33.44594595 32.55405405],1
p11,1,0.001342,10.284133,[71 15] ; [39 27],[62.23684211 23.76315789] ; [47.76315789 18.23684211],0
s5,1,0.002158,9.409755,[24 55] ; [ 6 58],[16.57342657 62.42657343] ; [13.42657343 50.57342657],0
a7,1,0.002629,9.048641,[55 31] ; [26 40],[45.82894737 40.17105263] ; [35.17105263 30.82894737],0
p8,1,0.003076,8.76188,[43 42] ; [17 47],[34.22818792 50.77181208] ; [25.77181208 38.22818792],0
b1,1,0.004083,8.246343,[27 59] ; [36 30],[35.64473684 50.35526316] ; [27.35526316 38.64473684],0
p4,1,0.006462,7.416601,[51 35] ; [24 41],[42.71523179 43.28476821] ; [32.28476821 32.71523179],0
v1,1,0.007054,7.259259,[44 40] ; [19 44],[36. 48.] ; [27. 36.],0
p3,1,0.010206,6.59854,[43 43] ; [19 46],[35.31125828 50.68874172] ; [26.68874172 38.31125828],0
s3,1,0.010232,6.594043,[48 38] ; [23 43],[40.17105263 45.82894737] ; [30.82894737 35.17105263],0
v3,1,0.01896,5.505227,[31 52] ; [13 53],[24.51006711 58.48993289] ; [19.48993289 46.51006711],0
d5,1,0.028477,4.798956,[64 22] ; [38 28],[57.71052632 28.28947368] ; [44.28947368 21.71052632],0
p7,1,0.030907,4.658144,[48 36] ; [26 40],[41.44 42.56] ; [32.56 33.44],0
b4,1,0.042949,4.097424,[57 29] ; [33 33],[50.92105263 35.07894737] ; [39.07894737 26.92105263],0
d3,1,0.074448,3.182112,[47 39] ; [26 39],[41.57615894 44.42384106] ; [31.42384106 33.57615894],0
s8,1,0.076444,3.138926,[31 55] ; [15 51],[26.02631579 59.97368421] ; [19.97368421 46.02631579],0
p5,1,0.08013,3.062254,[13 72] ; [ 4 61],[ 9.63333333 75.36666667] ; [ 7.36666667 57.63333333],0
d4,1,0.086816,2.932436,[61 25] ; [38 28],[56.01315789 29.98684211] ; [42.98684211 23.01315789],0
a1,1,0.090489,2.865653,[ 4 82] ; [ 8 58],[ 6.78947368 79.21052632] ; [ 5.21052632 60.78947368],0
b5,1,0.090794,2.860234,[56 30] ; [34 32],[50.92105263 35.07894737] ; [39.07894737 26.92105263],0
a8,1,0.102158,2.671525,[12 69] ; [ 4 60],[ 8.93793103 72.06206897] ; [ 7.06206897 56.93793103],0
p12,1,0.119967,2.417749,[ 6 80] ; [ 1 63],[ 4.01333333 81.98666667] ; [ 2.98666667 61.01333333],0
