Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.001308,10.330821,[3 6] ; [ 1 43],[0.67924528 8.32075472] ; [ 3.32075472 40.67924528],0
a2,1,0.002384,9.227782,[4 5] ; [ 3 41],[1.18867925 7.81132075] ; [ 5.81132075 38.18867925],0
d2,1,0.003993,8.287206,[7 2] ; [12 32],[3.22641509 5.77358491] ; [15.77358491 28.22641509],0
p12,1,0.018286,5.568569,[2 7] ; [ 1 43],[0.50943396 8.49056604] ; [ 2.49056604 41.50943396],0
u1,1,0.022169,5.232511,[3 6] ; [ 3 41],[1.01886792 7.98113208] ; [ 4.98113208 39.01886792],0
d1,1,0.022367,5.216981,[7 2] ; [16 28],[3.90566038 5.09433962] ; [19.09433962 24.90566038],0
b3,1,0.046313,3.970159,[4 3] ; [ 6 24],[1.89189189 5.10810811] ; [ 8.10810811 21.89189189],0
b2,1,0.046313,3.970159,[4 3] ; [ 6 24],[1.89189189 5.10810811] ; [ 8.10810811 21.89189189],0
r1,1,0.083206,3.00113,[4 4] ; [ 9 34],[2.03921569 5.96078431] ; [10.96078431 32.03921569],0
n5,1,0.094348,2.798581,[8 1] ; [25 17],[5.82352941 3.17647059] ; [27.17647059 14.82352941],0
v4,1,0.099958,2.706209,[3 4] ; [31 11],[4.85714286 2.14285714] ; [29.14285714 12.85714286],0
p10,1,0.119141,2.428571,[8 1] ; [26 16],[6. 3.] ; [28. 14.],0
s8,1,0.124794,2.356097,[1 7] ; [18 26],[2.92307692 5.07692308] ; [16.07692308 27.92307692],0
p3,1,0.127164,2.326788,[7 2] ; [22 22],[4.9245283 4.0754717] ; [24.0754717 19.9245283],0
a6,1,0.127164,2.326788,[7 2] ; [22 22],[4.9245283 4.0754717] ; [24.0754717 19.9245283],0
r3,1,0.150241,2.069805,[3 4] ; [31 13],[4.66666667 2.33333333] ; [29.33333333 14.66666667],0
v3,1,0.154058,2.031602,[3 5] ; [ 7 37],[1.53846154 6.46153846] ; [ 8.46153846 35.53846154],0
a3,1,0.15953,1.978674,[7 2] ; [23 21],[5.09433962 3.90566038] ; [24.90566038 19.09433962],0
s5,1,0.162184,1.953748,[3 4] ; [ 8 34],[1.57142857 5.42857143] ; [ 9.42857143 32.57142857],0
p6,1,0.165782,1.920681,[5 3] ; [16 28],[3.23076923 4.76923077] ; [17.76923077 26.23076923],0
s7,1,0.195148,1.678322,[2 6] ; [20 20],[3.66666667 4.33333333] ; [18.33333333 21.66666667],0
b4,1,0.19846,1.653669,[6 3] ; [19 25],[4.24528302 4.75471698] ; [20.75471698 23.24528302],0
s1,1,0.204862,1.607373,[1 8] ; [ 1 43],[0.33962264 8.66037736] ; [ 1.66037736 42.33962264],0
d4,1,0.20893,1.578823,[8 1] ; [30 14],[6.45283019 2.54716981] ; [31.54716981 12.45283019],0
s6,1,0.22144,1.495017,[2 5] ; [23 20],[3.5 3.5] ; [21.5 21.5],0
b1,1,0.241461,1.372043,[7 2] ; [25 19],[5.43396226 3.56603774] ; [26.56603774 17.43396226],0
s2,1,0.267224,1.23094,[2 5] ; [22 21],[3.36 3.64] ; [20.64 22.36],0
p9,1,0.289978,1.119724,[8 1] ; [31 12],[6.75 2.25] ; [32.25 10.75],0
d3,1,0.291983,1.110453,[7 2] ; [26 18],[5.60377358 3.39622642] ; [27.39622642 16.60377358],0
p7,1,0.326684,0.961999,[7 2] ; [26 17],[5.71153846 3.28846154] ; [27.28846154 15.71153846],0
a4,1,0.347945,0.880939,[5 4] ; [17 27],[3.73584906 5.26415094] ; [18.26415094 25.73584906],0
a5,1,0.414373,0.666218,[7 2] ; [28 16],[5.94339623 3.05660377] ; [29.05660377 14.94339623],0
p8,1,0.42928,0.624771,[6 3] ; [23 21],[4.9245283 4.0754717] ; [24.0754717 19.9245283],0
a1,1,0.437373,0.603165,[1 8] ; [ 2 42],[0.50943396 8.49056604] ; [ 2.49056604 41.50943396],0
s3,1,0.519172,0.415538,[2 5] ; [17 24],[2.77083333 4.22916667] ; [16.22916667 24.77083333],0
n3,1,0.531168,0.392157,[1 2] ; [9 8],[1.5 1.5] ; [8.5 8.5],0
v1,1,0.546802,0.363078,[4 4] ; [17 27],[3.23076923 4.76923077] ; [17.76923077 26.23076923],0
r2,1,0.558678,0.341999,[5 3] ; [21 20],[4.24489796 3.75510204] ; [21.75510204 19.24489796],0
a7,1,0.580197,0.305916,[5 4] ; [20 24],[4.24528302 4.75471698] ; [20.75471698 23.24528302],0
n4,1,0.584832,0.298487,[6 3] ; [25 19],[5.26415094 3.73584906] ; [25.73584906 18.26415094],0
b5,1,0.584832,0.298487,[6 3] ; [25 19],[5.26415094 3.73584906] ; [25.73584906 18.26415094],0
n1,1,0.659528,0.194098,[1 2] ; [8 9],[1.35 1.65] ; [7.65 9.35],0
v2,1,0.669504,0.182183,[4 4] ; [18 25],[3.45098039 4.54901961] ; [18.54901961 24.45098039],0
p2,1,0.695978,0.15269,[7 1] ; [36  8],[6.61538462 1.38461538] ; [36.38461538  7.61538462],0
n2,1,0.717688,0.130719,[2 1] ; [13  4],[2.25 0.75] ; [12.75  4.25],0
n6,1,0.972361,0.0012,[6 2] ; [32 11],[5.96078431 2.03921569] ; [32.03921569 10.96078431],0
