Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,42.771551,[ 87 131] ; [95 29],[116.01169591 101.98830409] ; [65.98830409 58.01169591],1
s8,1,0.000189,13.939443,[ 41 177] ; [46 78],[ 55.45614035 162.54385965] ; [31.54385965 92.45614035],1
n4,1,0.000214,13.700079,[151  69] ; [109  17],[165.31791908  54.68208092] ; [94.68208092 31.31791908],1
s7,1,0.000292,13.122268,[ 47 165] ; [47 67],[ 61.12883436 150.87116564] ; [32.87116564 81.12883436],1
v1,1,0.000319,12.955312,[ 93 125] ; [78 46],[109. 109.] ; [62. 62.],1
p5,1,0.003896,8.3318,[ 14 206] ; [ 20 105],[ 21.68115942 198.31884058] ; [ 12.31884058 112.68115942],0
p3,1,0.004458,8.087338,[ 90 130] ; [71 54],[102.66666667 117.33333333] ; [58.33333333 66.66666667],0
d2,1,0.008094,7.012582,[ 83 135] ; [66 59],[ 94.69970845 123.30029155] ; [54.30029155 70.69970845],0
a3,1,0.008676,6.888437,[131  89] ; [92 33],[142.20289855  77.79710145] ; [80.79710145 44.20289855],0
d4,1,0.015015,5.914666,[168  52] ; [109  16],[176.63768116  43.36231884] ; [100.36231884  24.63768116],0
r1,1,0.023876,5.103649,[151  68] ; [101  25],[159.96521739  59.03478261] ; [92.03478261 33.96521739],0
r2,1,0.024342,5.07009,[191  27] ; [117   6],[196.90322581  21.09677419] ; [111.09677419  11.90322581],0
p7,1,0.034931,4.448529,[118 100] ; [81 42],[127.21994135  90.78005865] ; [71.78005865 51.21994135],0
a1,1,0.048959,3.87676,[  7 213] ; [ 10 116],[ 10.80924855 209.19075145] ; [  6.19075145 119.80924855],0
p10,1,0.050543,3.823364,[163  55] ; [104  20],[170.19298246  47.80701754] ; [96.80701754 27.19298246],0
n5,1,0.05289,3.747396,[158  60] ; [103  23],[165.40116279  52.59883721] ; [95.59883721 30.40116279],0
d1,1,0.076492,3.137915,[111 109] ; [76 50],[118.9017341 101.0982659] ; [68.0982659 57.9017341],0
r4,1,0.079069,3.083932,[182  38] ; [113  13],[187.57225434  32.42774566] ; [107.42774566  18.57225434],0
p12,1,0.08161,3.032551,[  8 211] ; [ 10 115],[ 11.45930233 207.54069767] ; [  6.54069767 118.45930233],0
p6,1,0.106375,2.607268,[ 68 150] ; [49 74],[ 74.79765396 143.20234604] ; [42.20234604 80.79765396],0
u2,1,0.110406,2.548398,[39 49] ; [20 13],[42.90909091 45.09090909] ; [16.09090909 16.90909091],0
a2,1,0.113276,2.507907,[ 37 183] ; [30 96],[ 42.60115607 177.39884393] ; [ 24.39884393 101.60115607],0
v4,1,0.115998,2.47054,[204  16] ; [122   4],[207.28323699  12.71676301] ; [118.71676301   7.28323699],0
s4,1,0.117333,2.452562,[ 30 187] ; [ 10 113],[ 25.52941176 191.47058824] ; [ 14.47058824 108.52941176],0
p1,1,0.134457,2.240278,[ 13 207] ; [ 13 113],[ 16.53179191 203.46820809] ; [  9.46820809 116.53179191],0
a8,1,0.167948,1.90116,[ 20 182] ; [16 89],[ 23.68729642 178.31270358] ; [12.31270358 92.68729642],0
u1,1,0.203931,1.613997,[ 29 191] ; [ 23 103],[ 33.06358382 186.93641618] ; [ 18.93641618 107.06358382],0
s2,1,0.349105,0.876708,[ 30 187] ; [ 22 103],[ 32.99415205 184.00584795] ; [ 19.00584795 105.99415205],0
r3,1,0.368105,0.81005,[201  18] ; [118   7],[203.08430233  15.91569767] ; [115.91569767   9.08430233],0
p11,1,0.369765,0.804454,[175  45] ; [95 31],[171.67630058  48.32369942] ; [98.32369942 27.67630058],0
p4,1,0.38217,0.763711,[117 103] ; [72 52],[120.87209302  99.12790698] ; [68.12790698 55.87209302],0
s6,1,0.393761,0.727297,[ 95 121] ; [60 63],[ 98.76106195 117.23893805] ; [56.23893805 66.76106195],0
a6,1,0.394317,0.725589,[142  78] ; [87 39],[145.60693642  74.39306358] ; [83.39306358 42.60693642],0
a7,1,0.401549,0.703684,[150  69] ; [91 34],[153.42732558  65.57267442] ; [87.57267442 37.42732558],0
d3,1,0.518992,0.415897,[142  77] ; [86 40],[144.73043478  74.26956522] ; [83.26956522 42.73043478],0
p9,1,0.559906,0.339866,[169  45] ; [102  23],[171.07374631  42.92625369] ; [99.92625369 25.07374631],0
a4,1,0.599836,0.275244,[ 90 129] ; [55 70],[ 92.31104651 126.68895349] ; [52.68895349 72.31104651],0
d5,1,0.649336,0.206739,[171  48] ; [101  25],[172.66086957  46.33913043] ; [99.33913043 26.66086957],0
n3,1,0.652753,0.202447,[42 21] ; [20  8],[42.92307692 20.07692308] ; [19.07692308  8.92307692],0
b4,1,0.668552,0.1833,[124  96] ; [74 52],[125.89595376  94.10404624] ; [72.10404624 53.89595376],0
u3,1,0.686317,0.163102,[43 45] ; [18 16],[44. 44.] ; [17. 17.],0
u4,1,0.688875,0.160306,[  1 219] ; [  1 125],[  1.2716763 218.7283237] ; [  0.7283237 125.2716763],0
b1,1,0.753484,0.098627,[ 77 143] ; [42 84],[ 75.66473988 144.33526012] ; [43.33526012 82.66473988],0
b5,1,0.757049,0.095702,[136  84] ; [80 46],[137.34104046  82.65895954] ; [78.65895954 47.34104046],0
b3,1,0.795173,0.067392,[43 75] ; [34 55],[43.89371981 74.10628019] ; [33.10628019 55.89371981],0
b2,1,0.795173,0.067392,[43 75] ; [34 55],[43.89371981 74.10628019] ; [33.10628019 55.89371981],0
n2,1,0.80952,0.058103,[45 18] ; [20  9],[44.51086957 18.48913043] ; [20.48913043  8.51086957],0
a5,1,0.81472,0.054916,[158  62] ; [89 37],[157.05202312  62.94797688] ; [89.94797688 36.05202312],0
s5,1,0.818862,0.052445,[ 54 163] ; [29 93],[ 53.12979351 163.87020649] ; [29.87020649 92.12979351],0
p2,1,0.822505,0.050321,[173  47] ; [97 28],[172.17391304  47.82608696] ; [97.82608696 27.17391304],0
n1,1,0.878408,0.023405,[20 44] ; [ 8 19],[19.69230769 44.30769231] ; [ 8.30769231 18.69230769],0
s1,1,0.884742,0.021014,[  4 215] ; [  2 122],[  3.83090379 215.16909621] ; [  2.16909621 121.83090379],0
p8,1,0.975107,0.000974,[109 108] ; [62 61],[109.13823529 107.86176471] ; [61.86176471 61.13823529],0
