Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,30.304999,[419  55] ; [27 19],[406.54615385  67.45384615] ; [39.45384615  6.54615385],1
r4,1,2e-06,23.02607,[443  37] ; [34 14],[433.63636364  46.36363636] ; [43.36363636  4.63636364],1
p11,1,8e-06,20.055913,[405  75] ; [28 20],[393.63636364  86.36363636] ; [39.36363636  8.63636364],1
p2,1,1.4e-05,18.89351,[409  68] ; [28 18],[398.56405354  78.43594646] ; [38.43594646  7.56405354],1
v4,1,8.5e-05,15.451003,[460  18] ; [40  8],[454.37262357  23.62737643] ; [45.62737643  2.37262357],1
p9,1,0.000304,13.044754,[424  47] ; [34 13],[416.44401544  54.55598456] ; [41.55598456  5.44401544],1
s7,1,0.000374,12.657465,[263 192] ; [14 32],[251.56686627 203.43313373] ; [25.43313373 20.56686627],1
r3,1,0.00043,12.396816,[451  26] ; [39  9],[445.2  31.8] ; [44.8  3.2],1
p3,1,0.00048,12.193615,[269 208] ; [14 33],[257.61641221 219.38358779] ; [25.38358779 21.61641221],1
n4,1,0.000655,11.614174,[441  38] ; [37 11],[434.4629981  44.5370019] ; [43.5370019  4.4629981],1
d4,1,0.00068,11.543745,[415  64] ; [32 15],[407.05893536  71.94106464] ; [39.94106464  7.05893536],1
s6,1,0.000794,11.255533,[332 133] ; [23 25],[321.78362573 143.21637427] ; [33.21637427 14.78362573],1
r1,1,0.001261,10.398161,[405  72] ; [32 16],[397.04571429  79.95428571] ; [39.95428571  8.04571429],0
p6,1,0.002148,9.418357,[195 279] ; [ 8 37],[185.39884393 288.60115607] ; [17.60115607 27.39884393],0
s5,1,0.002587,9.077919,[184 276] ; [ 8 38],[174.54545455 285.45454545] ; [17.45454545 28.54545455],0
p4,1,0.004362,8.126809,[322 155] ; [22 25],[313.14503817 163.85496183] ; [30.85496183 16.14503817],0
b1,1,0.004756,7.970003,[189 291] ; [29 19],[198.18181818 281.81818182] ; [19.81818182 28.18181818],0
r2,1,0.005064,7.856586,[457  18] ; [41  6],[453.16091954  21.83908046] ; [44.83908046  2.16091954],0
u1,1,0.007528,7.142365,[123 357] ; [ 4 44],[115.45454545 364.54545455] ; [11.54545455 36.45454545],0
p8,1,0.009018,6.819345,[272 197] ; [17 28],[263.69844358 205.30155642] ; [25.30155642 19.69844358],0
d3,1,0.012025,6.307152,[349 131] ; [26 21],[341.55597723 138.44402277] ; [33.44402277 13.55597723],0
d1,1,0.014496,5.976655,[333 147] ; [25 23],[325.45454545 154.54545455] ; [32.54545455 15.45454545],0
s2,1,0.01543,5.866733,[258 214] ; [17 30],[250.09633911 221.90366089] ; [24.90366089 22.09633911],0
s4,1,0.026761,4.906149,[ 76 394] ; [ 2 46],[ 70.77220077 399.22779923] ; [ 7.22779923 40.77220077],0
a8,1,0.035891,4.402295,[ 65 367] ; [12 32],[ 69.88235294 362.11764706] ; [ 7.11764706 36.88235294],0
b3,1,0.04569,3.992992,[138 172] ; [ 7 21],[132.98816568 177.01183432] ; [12.01183432 15.98816568],0
b2,1,0.04569,3.992992,[138 172] ; [ 7 21],[132.98816568 177.01183432] ; [12.01183432 15.98816568],0
s8,1,0.06912,3.303797,[243 231] ; [18 30],[237. 237.] ; [24. 24.],0
v1,1,0.086696,2.93467,[284 183] ; [22 24],[278.56140351 188.43859649] ; [27.43859649 18.56140351],0
s1,1,0.094266,2.799975,[ 11 461] ; [ 3 43],[ 12.75675676 459.24324324] ; [ 1.24324324 44.75675676],0
p7,1,0.106232,2.609405,[310 158] ; [25 21],[305.01945525 162.98054475] ; [29.98054475 16.01945525],0
a3,1,0.140271,2.174986,[386  93] ; [42  5],[389.75665399  89.24334601] ; [38.24334601  8.75665399],0
p5,1,0.142418,2.151635,[ 68 408] ; [ 3 43],[ 64.74329502 411.25670498] ; [ 6.25670498 39.74329502],0
u2,1,0.143976,2.134946,[49 44] ; [5 1],[50.72727273 42.27272727] ; [3.27272727 2.72727273],0
p12,1,0.218462,1.514445,[ 47 428] ; [ 2 44],[ 44.67370441 430.32629559] ; [ 4.32629559 41.67370441],0
a1,1,0.239026,1.38633,[ 29 451] ; [ 5 43],[ 30.90909091 449.09090909] ; [ 3.09090909 44.90909091],0
n1,1,0.257428,1.282538,[43 54] ; [9 6],[45.03571429 51.96428571] ; [6.96428571 8.03571429],0
v2,1,0.263569,1.249915,[277 187] ; [23 22],[273.47740668 190.52259332] ; [26.52259332 18.47740668],0
d5,1,0.293839,1.101949,[414  65] ; [38  9],[411.6121673  67.3878327] ; [40.3878327  6.6121673],0
b4,1,0.331089,0.944633,[275 205] ; [24 24],[271.81818182 208.18181818] ; [27.18181818 20.81818182],0
s3,1,0.332524,0.939045,[271 201] ; [23 23],[267.89189189 204.10810811] ; [26.10810811 19.89189189],0
a6,1,0.385424,0.753329,[349 130] ; [37 10],[351.5095057 127.4904943] ; [34.4904943 12.5095057],0
v3,1,0.420306,0.649461,[208 259] ; [16 26],[205.51669941 261.48330059] ; [18.48330059 23.51669941],0
a7,1,0.459286,0.547633,[346 134] ; [37 11],[348.18181818 131.81818182] ; [34.81818182 13.18181818],0
a2,1,0.467346,0.528245,[165 315] ; [14 34],[162.72727273 317.27272727] ; [16.27272727 31.72727273],0
p1,1,0.468019,0.526648,[ 45 433] ; [ 3 45],[ 43.61977186 434.38022814] ; [ 4.38022814 43.61977186],0
d2,1,0.695453,0.153246,[288 189] ; [27 20],[286.74618321 190.25381679] ; [28.25381679 18.74618321],0
n2,1,0.754373,0.097893,[79 20] ; [13  4],[78.51724138 20.48275862] ; [13.48275862  3.51724138],0
a4,1,0.788354,0.072065,[268 209] ; [26 22],[267.12 209.88] ; [26.88 21.12],0
u3,1,0.799559,0.064475,[52 42] ; [3 3],[51.7 42.3] ; [3.3 2.7],0
n3,1,0.831617,0.04521,[71 27] ; [12  4],[71.35087719 26.64912281] ; [11.64912281  4.35087719],0
b5,1,0.888536,0.019644,[285 195] ; [29 19],[285.45454545 194.54545455] ; [28.54545455 19.45454545],0
