Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,98.155608,[304 127] ; [ 64 152],[245.14374034 185.85625966] ; [122.85625966  93.14374034],1
n3,1,0.064563,3.416103,[62 14] ; [40 19],[57.42222222 18.57777778] ; [44.57777778 14.42222222],0
a8,1,0.06714,3.351592,[ 66 329] ; [ 22 177],[ 58.51851852 336.48148148] ; [ 29.48148148 169.51851852],0
d1,1,0.06944,3.296203,[274 160] ; [121  96],[263.33333333 170.66666667] ; [131.66666667  85.33333333],0
r2,1,0.073832,3.195698,[411  16] ; [201  15],[406.41368585  20.58631415] ; [205.58631415  10.41368585],0
d4,1,0.079154,3.082182,[367  66] ; [172  45],[359.05692308  73.94307692] ; [179.94307692  37.05692308],0
s2,1,0.079384,3.077467,[239 192] ; [103 111],[228.53023256 202.46976744] ; [113.46976744 100.53023256],0
s6,1,0.09815,2.735348,[306 115] ; [142  72],[297.02047244 123.97952756] ; [150.97952756  63.02047244],0
a5,1,0.1038,2.646169,[339  95] ; [157  60],[330.66666667 103.33333333] ; [165.33333333  51.66666667],0
s3,1,0.106865,2.599986,[254 173] ; [113 101],[244.47581903 182.52418097] ; [122.52418097  91.47581903],0
n4,1,0.114104,2.496442,[363  70] ; [171  46],[355.72615385  77.27384615] ; [178.27384615  38.72615385],0
b4,1,0.12942,2.299451,[243 191] ; [135  82],[252. 182.] ; [126.  91.],0
n1,1,0.136097,2.221546,[24 52] ; [26 33],[28.14814815 47.85185185] ; [21.85185185 37.14814815],0
v4,1,0.191574,1.705472,[418  13] ; [206  11],[415.03703704  15.96296296] ; [208.96296296   8.03703704],0
u1,1,0.231648,1.430715,[ 89 345] ; [ 36 181],[ 83.33333333 350.66666667] ; [ 41.66666667 175.33333333],0
p1,1,0.295004,1.096644,[ 45 388] ; [ 17 200],[ 41.30153846 391.69846154] ; [ 20.69846154 196.30153846],0
s1,1,0.305588,1.049648,[ 10 420] ; [  8 206],[ 12.01863354 417.98136646] ; [  5.98136646 208.01863354],0
b1,1,0.378947,0.774115,[151 283] ; [ 68 149],[146. 288.] ; [ 73. 144.],0
s4,1,0.405943,0.690651,[ 79 349] ; [ 34 181],[ 75.21617418 352.78382582] ; [ 37.78382582 177.21617418],0
a4,1,0.419382,0.652046,[211 222] ; [ 98 118],[206.1587057 226.8412943] ; [102.8412943 113.1587057],0
n5,1,0.456875,0.553539,[358  76] ; [173  43],[354.54461538  79.45538462] ; [176.45538462  39.54461538],0
b2,1,0.494872,0.465916,[114 163] ; [45 75],[110.9395466 166.0604534] ; [48.0604534 71.9395466],0
b3,1,0.494872,0.465916,[114 163] ; [45 75],[110.9395466 166.0604534] ; [48.0604534 71.9395466],0
a6,1,0.563951,0.33291,[299 134] ; [145  72],[295.77230769 137.22769231] ; [148.22769231  68.77230769],0
u2,1,0.701424,0.146995,[50 48] ; [41 35],[51.25287356 46.74712644] ; [39.74712644 36.25287356],0
u3,1,0.772535,0.083556,[52 46] ; [42 34],[52.94252874 45.05747126] ; [41.05747126 34.94252874],0
d2,1,0.781215,0.077138,[218 216] ; [106 110],[216.33230769 217.66769231] ; [107.66769231 108.33230769],0
p12,1,0.845039,0.038201,[ 42 391] ; [ 22 194],[ 42.69953775 390.30046225] ; [ 21.30046225 194.69953775],0
u4,1,0.865658,0.028621,[ 11 422] ; [  6 211],[ 11.32461538 421.67538462] ; [  5.67538462 211.32461538],0
n2,1,0.920429,0.009979,[58 19] ; [44 15],[57.75 19.25] ; [44.25 14.75],0
a7,1,0.928103,0.008142,[314 118] ; [157  60],[313.51617874 118.48382126] ; [157.48382126  59.51617874],0
