Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,3e-06,21.854944,[42 37] ; [115  24],[56.89449541 22.10550459] ; [100.10550459  38.89449541],1
p9,1,4e-06,21.316802,[39 37] ; [113  26],[53.73023256 22.26976744] ; [98.26976744 40.73023256],1
r4,1,0.000131,14.633876,[54 26] ; [124  16],[64.72727273 15.27272727] ; [113.27272727  26.72727273],1
p10,1,0.00031,13.007867,[37 40] ; [101  38],[49.19444444 27.80555556] ; [88.80555556 50.19444444],1
p7,1,0.00037,12.678004,[28 51] ; [83 54],[40.59722222 38.40277778] ; [70.40277778 66.59722222],1
n6,1,0.000836,11.159122,[36 43] ; [96 44],[47.61643836 31.38356164] ; [84.38356164 55.61643836],1
r3,1,0.000849,11.130952,[68 12] ; [136   4],[74.18181818  5.81818182] ; [129.81818182  10.18181818],1
p8,1,0.001612,9.946555,[19 59] ; [64 75],[29.83410138 48.16589862] ; [53.16589862 85.83410138],0
s4,1,0.001614,9.944196,[25 55] ; [ 19 121],[16. 64.] ; [ 28. 112.],0
n4,1,0.007498,7.149535,[23 57] ; [66 74],[32.36363636 47.63636364] ; [56.63636364 83.36363636],0
b1,1,0.007782,7.082955,[39 41] ; [43 97],[29.81818182 50.18181818] ; [52.18181818 87.81818182],0
d2,1,0.031601,4.62,[44 36] ; [56 84],[36.36363636 43.63636364] ; [63.63636364 76.36363636],0
r2,1,0.037351,4.334321,[66 13] ; [126  10],[70.54883721  8.45116279] ; [121.45116279  14.54883721],0
s8,1,0.047054,3.94344,[18 61] ; [50 90],[24.52968037 54.47031963] ; [43.47031963 96.52968037],0
p5,1,0.054576,3.694992,[ 1 78] ; [ 10 129],[ 3.98623853 75.01376147] ; [  7.01376147 131.98623853],0
v4,1,0.057219,3.616204,[67 13] ; [128  11],[71.23287671  8.76712329] ; [123.76712329  15.23287671],0
a2,1,0.062914,3.458851,[18 62] ; [ 18 122],[13.09090909 66.90909091] ; [ 22.90909091 117.09090909],0
u3,1,0.069254,3.300608,[14 14] ; [32 13],[17.64383562 10.35616438] ; [28.35616438 16.64383562],0
a7,1,0.105588,2.619048,[55 25] ; [110  30],[60. 20.] ; [105.  35.],0
b3,1,0.136869,2.212815,[ 8 27] ; [31 53],[11.47058824 23.52941176] ; [27.52941176 56.47058824],0
b2,1,0.136869,2.212815,[ 8 27] ; [31 53],[11.47058824 23.52941176] ; [27.52941176 56.47058824],0
p12,1,0.159084,1.982909,[ 1 77] ; [  7 132],[ 2.87557604 75.12442396] ; [  5.12442396 133.87557604],0
p4,1,0.159487,1.979088,[28 50] ; [64 76],[32.91743119 45.08256881] ; [59.08256881 80.91743119],0
r1,1,0.181459,1.785631,[55 25] ; [107  32],[59.17808219 20.82191781] ; [102.82191781  36.17808219],0
s2,1,0.196521,1.668042,[38 42] ; [54 86],[33.45454545 46.54545455] ; [58.54545455 81.45454545],0
s1,1,0.198397,1.654135,[ 6 74] ; [  5 135],[ 4. 76.] ; [  7. 133.],0
d3,1,0.201622,1.630588,[58 22] ; [112  28],[61.81818182 18.18181818] ; [108.18181818  31.81818182],0
a5,1,0.27044,1.214516,[49 31] ; [96 44],[52.72727273 27.27272727] ; [92.27272727 47.72727273],0
n2,1,0.271236,1.210485,[18 15] ; [23 11],[20.19402985 12.80597015] ; [20.80597015 13.19402985],0
d1,1,0.306406,1.046106,[53 27] ; [83 57],[49.45454545 30.54545455] ; [86.54545455 53.45454545],0
p6,1,0.332178,0.940389,[17 60] ; [38 97],[19.97641509 57.02358491] ; [35.02358491 99.97641509],0
a4,1,0.350864,0.87033,[36 44] ; [54 86],[32.72727273 47.27272727] ; [57.27272727 82.72727273],0
s5,1,0.360963,0.83454,[25 48] ; [38 97],[22.11057692 50.88942308] ; [40.88942308 94.11057692],0
p3,1,0.423147,0.641557,[28 50] ; [58 82],[30.7706422 47.2293578] ; [55.2293578 84.7706422],0
s7,1,0.466859,0.5294,[23 48] ; [51 85],[25.38164251 45.61835749] ; [48.61835749 87.38164251],0
a6,1,0.478891,0.501388,[47 33] ; [89 51],[49.45454545 30.54545455] ; [86.54545455 53.45454545],0
v3,1,0.479717,0.499506,[23 50] ; [36 98],[20.80676329 52.19323671] ; [38.19323671 95.80676329],0
v1,1,0.484997,0.487607,[28 50] ; [55 80],[30.3943662 47.6056338] ; [52.6056338 82.3943662],0
a3,1,0.492701,0.470622,[50 29] ; [95 45],[52.30593607 26.69406393] ; [92.69406393 47.30593607],0
d5,1,0.508061,0.438058,[69 11] ; [116  24],[67.27272727 12.72727273] ; [117.72727273  22.27272727],0
a1,1,0.520181,0.413534,[ 3 77] ; [  8 132],[ 4. 76.] ; [  7. 133.],0
u2,1,0.605562,0.266688,[17 11] ; [30 15],[18.02739726  9.97260274] ; [28.97260274 16.02739726],0
v2,1,0.670381,0.181156,[38 37] ; [72 62],[39.47368421 35.52631579] ; [70.52631579 63.47368421],0
n1,1,0.685918,0.16354,[ 8 25] ; [10 25],[ 8.73529412 24.26470588] ; [ 9.26470588 25.73529412],0
p1,1,0.696759,0.151866,[ 5 74] ; [  7 131],[ 4.36866359 74.63133641] ; [  7.63133641 130.36866359],0
u1,1,0.730795,0.118383,[11 69] ; [ 17 123],[10.18181818 69.81818182] ; [ 17.81818182 122.18181818],0
b5,1,0.774812,0.081845,[49 31] ; [83 57],[48. 32.] ; [84. 56.],0
s6,1,0.885192,0.020849,[44 34] ; [77 62],[43.49308756 34.50691244] ; [77.50691244 61.49308756],0
b4,1,0.894917,0.017446,[51 29] ; [88 52],[50.54545455 29.45454545] ; [88.45454545 51.54545455],0
n3,1,0.936473,0.006353,[23 10] ; [24 10],[23.14925373  9.85074627] ; [23.85074627 10.14925373],0
s3,1,0.95602,0.003041,[37 41] ; [66 72],[37.19444444 40.80555556] ; [65.80555556 72.19444444],0
