Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,44.686913,[109  25] ; [26 48],[86.97115385 47.02884615] ; [48.02884615 25.97115385],1
a5,1,1.3e-05,18.973216,[101  34] ; [33 41],[86.55502392 48.44497608] ; [47.44497608 26.55502392],1
a4,1,0.001783,9.760203,[58 76] ; [16 58],[47.67307692 86.32692308] ; [26.32692308 47.67307692],0
r2,1,0.002422,9.198725,[120  13] ; [55 19],[112.43961353  20.56038647] ; [62.56038647 11.43961353],0
r1,1,0.003587,8.482116,[91 43] ; [35 39],[81.17307692 52.82692308] ; [44.82692308 29.17307692],0
a6,1,0.00449,8.074061,[91 44] ; [35 39],[81.38755981 53.61244019] ; [44.61244019 29.38755981],0
a3,1,0.011109,6.44779,[87 46] ; [35 39],[78.38647343 54.61352657] ; [43.61352657 30.38647343],0
a2,1,0.015016,5.914581,[ 26 109] ; [ 5 69],[ 20.02392344 114.97607656] ; [10.97607656 63.02392344],0
u1,1,0.024154,5.083553,[ 16 119] ; [ 2 72],[ 11.62679426 123.37320574] ; [ 6.37320574 67.62679426],0
p4,1,0.024879,5.0323,[65 69] ; [24 50],[57.33653846 76.66346154] ; [31.66346154 42.33653846],0
v3,1,0.028821,4.778281,[ 29 105] ; [ 7 66],[ 23.30434783 110.69565217] ; [12.69565217 60.30434783],0
v1,1,0.031179,4.643075,[50 83] ; [17 57],[43.04830918 89.95169082] ; [23.95169082 50.04830918],0
s4,1,0.036254,4.385096,[ 13 119] ; [15 59],[ 17.94174757 114.05825243] ; [10.05825243 63.94174757],0
d2,1,0.038717,4.273231,[59 74] ; [22 52],[52.04347826 80.95652174] ; [28.95652174 45.04347826],0
a8,1,0.046274,3.971588,[ 16 108] ; [ 3 69],[ 12.02040816 111.97959184] ; [ 6.97959184 65.02040816],0
p5,1,0.061749,3.489773,[ 13 121] ; [ 2 72],[  9.66346154 124.33653846] ; [ 5.33653846 68.66346154],0
r4,1,0.069489,3.295045,[105  30] ; [49 25],[99.47368421 35.52631579] ; [54.52631579 19.47368421],0
d5,1,0.074381,3.183603,[101  34] ; [46 27],[95.40865385 39.59134615] ; [51.59134615 21.40865385],0
p3,1,0.087357,2.92241,[52 82] ; [20 54],[46.38461538 87.61538462] ; [25.61538462 48.38461538],0
s8,1,0.103626,2.64883,[ 31 103] ; [10 63],[ 26.5410628 107.4589372] ; [14.4589372 58.5410628],0
p11,1,0.117954,2.444277,[93 42] ; [43 31],[87.84688995 47.15311005] ; [48.15311005 25.84688995],0
s6,1,0.139883,2.179246,[55 76] ; [23 50],[50.08823529 80.91176471] ; [27.91176471 45.08823529],0
n6,1,0.146141,2.112072,[107  26] ; [53 21],[102.80193237  30.19806763] ; [57.19806763 16.80193237],0
r3,1,0.146222,2.111226,[114  20] ; [57 17],[110.16346154  23.83653846] ; [60.83653846 13.16346154],0
d1,1,0.186893,1.741939,[62 73] ; [27 47],[57.48803828 77.51196172] ; [31.51196172 42.48803828],0
p9,1,0.189655,1.720292,[96 36] ; [46 26],[91.88235294 40.11764706] ; [50.11764706 21.88235294],0
b3,1,0.194835,1.680672,[35 50] ; [10 25],[31.875 53.125] ; [13.125 21.875],0
b2,1,0.194835,1.680672,[35 50] ; [10 25],[31.875 53.125] ; [13.125 21.875],0
p12,1,0.231324,1.432703,[  6 128] ; [ 1 73],[  4.50961538 129.49038462] ; [ 2.49038462 71.50961538],0
s7,1,0.262666,1.254653,[33 96] ; [13 57],[29.81909548 99.18090452] ; [16.18090452 53.81909548],0
p6,1,0.298978,1.078749,[38 95] ; [16 57],[34.86407767 98.13592233] ; [19.13592233 53.86407767],0
p2,1,0.327429,0.959038,[95 38] ; [48 26],[91.87922705 41.12077295] ; [51.12077295 22.87922705],0
n1,1,0.341589,0.904459,[13 22] ; [ 9 25],[11.15942029 23.84057971] ; [10.84057971 23.15942029],0
u3,1,0.375182,0.786429,[22 25] ; [22 17],[24.04651163 22.95348837] ; [19.95348837 19.04651163],0
d3,1,0.37829,0.77625,[72 63] ; [43 29],[75. 60.] ; [40. 32.],0
p10,1,0.399215,0.710688,[88 45] ; [44 29],[85.22330097 47.77669903] ; [46.77669903 26.22330097],0
b5,1,0.433804,0.612618,[82 53] ; [49 25],[84.61722488 50.38277512] ; [46.38277512 27.61722488],0
u2,1,0.457224,0.552681,[22 26] ; [21 18],[23.72413793 24.27586207] ; [19.27586207 19.72413793],0
