Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000817,11.201136,[48 33] ; [38  5],[56.17741935 24.82258065] ; [29.82258065 13.17741935],1
r3,1,0.004275,8.163167,[57 24] ; [39  3],[63.2195122 17.7804878] ; [32.7804878  9.2195122],0
a3,1,0.008224,6.983936,[44 36] ; [34  9],[50.73170732 29.26829268] ; [27.26829268 15.73170732],0
v1,1,0.017626,5.632946,[24 55] ; [22 20],[30.03305785 48.96694215] ; [15.96694215 26.03305785],0
n3,1,0.026935,4.894943,[16 16] ; [14  3],[19.59183673 12.40816327] ; [10.40816327  6.59183673],0
s6,1,0.034758,4.457037,[32 49] ; [25 17],[37.53658537 43.46341463] ; [19.46341463 22.53658537],0
p4,1,0.075389,3.161607,[26 54] ; [21 22],[30.56910569 49.43089431] ; [16.43089431 26.56910569],0
a1,1,0.122957,2.379246,[ 8 73] ; [ 1 42],[ 5.87903226 75.12096774] ; [ 3.12096774 39.87903226],0
v4,1,0.130409,2.287627,[59 21] ; [36  6],[62.29508197 17.70491803] ; [32.70491803  9.29508197],0
s2,1,0.14004,2.177517,[25 56] ; [19 24],[28.74193548 52.25806452] ; [15.25806452 27.74193548],0
a5,1,0.153909,2.03307,[40 41] ; [27 16],[43.76612903 37.23387097] ; [23.23387097 19.76612903],0
s7,1,0.173275,1.854378,[19 56] ; [15 25],[22.17391304 52.82608696] ; [11.82608696 28.17391304],0
p9,1,0.175232,1.837607,[45 36] ; [28 13],[48.46721311 32.53278689] ; [24.53278689 16.46721311],0
p7,1,0.197552,1.66038,[35 41] ; [24 17],[38.32478632 37.67521368] ; [20.67521368 20.32478632],0
d1,1,0.203745,1.615321,[30 51] ; [21 22],[33.31451613 47.68548387] ; [17.68548387 25.31451613],0
p10,1,0.225395,1.469685,[40 41] ; [25 16],[43.1557377 37.8442623] ; [21.8442623 19.1557377],0
b1,1,0.24323,1.361778,[42 39] ; [27 16],[45.07258065 35.92741935] ; [23.92741935 19.07258065],0
a4,1,0.248436,1.332076,[31 50] ; [12 31],[28.08870968 52.91129032] ; [14.91129032 28.08870968],0
p3,1,0.27295,1.201863,[23 58] ; [16 26],[25.68292683 55.31707317] ; [13.31707317 28.68292683],0
b4,1,0.282635,1.154376,[44 37] ; [19 24],[41.15322581 39.84677419] ; [21.84677419 21.15322581],0
p2,1,0.28469,1.144564,[50 30] ; [31 12],[52.68292683 27.31707317] ; [28.31707317 14.68292683],0
p11,1,0.299595,1.075994,[43 38] ; [27 16],[45.72580645 35.27419355] ; [24.27419355 18.72580645],0
p8,1,0.317896,0.997585,[24 56] ; [16 25],[26.44628099 53.55371901] ; [13.55371901 27.44628099],0
d3,1,0.339774,0.911283,[45 35] ; [28 15],[47.4796748 32.5203252] ; [25.5203252 17.4796748],0
r1,1,0.351486,0.868086,[47 34] ; [28 14],[49.3902439 31.6097561] ; [25.6097561 16.3902439],0
n2,1,0.369194,0.806376,[19 14] ; [12  5],[20.46 12.54] ; [10.54  6.46],0
s3,1,0.379193,0.773316,[42 38] ; [19 24],[39.67479675 40.32520325] ; [21.32520325 21.67479675],0
a8,1,0.417688,0.656811,[10 69] ; [ 3 36],[ 8.70338983 70.29661017] ; [ 4.29661017 34.70338983],0
r4,1,0.442024,0.591024,[47 34] ; [28 15],[48.99193548 32.00806452] ; [26.00806452 16.99193548],0
s1,1,0.510714,0.432605,[ 4 77] ; [ 1 40],[ 3.31967213 77.68032787] ; [ 1.68032787 39.31967213],0
d4,1,0.53768,0.379856,[58 23] ; [33 10],[59.44354839 21.55645161] ; [31.55645161 11.44354839],0
p1,1,0.541233,0.37326,[ 6 74] ; [ 2 41],[ 5.20325203 74.79674797] ; [ 2.79674797 40.20325203],0
s5,1,0.553877,0.350418,[16 63] ; [10 30],[17.2605042 61.7394958] ; [ 8.7394958 31.2605042],0
n4,1,0.560601,0.338664,[37 44] ; [22 21],[38.54032258 42.45967742] ; [20.45967742 22.54032258],0
u3,1,0.588151,0.293241,[21 16] ; [6 3],[21.7173913 15.2826087] ; [5.2826087 3.7173913],0
n5,1,0.588602,0.292533,[34 46] ; [20 22],[35.40983607 44.59016393] ; [18.59016393 23.40983607],0
b5,1,0.599704,0.275443,[51 30] ; [25 18],[49.64516129 31.35483871] ; [26.35483871 16.64516129],0
d2,1,0.614225,0.254068,[32 49] ; [19 24],[33.31451613 47.68548387] ; [17.68548387 25.31451613],0
a2,1,0.631291,0.230314,[14 67] ; [ 6 37],[13.06451613 67.93548387] ; [ 6.93548387 36.06451613],0
u2,1,0.691123,0.157872,[22 15] ; [6 3],[22.52173913 14.47826087] ; [5.47826087 3.52173913],0
a7,1,0.710118,0.138159,[50 31] ; [28 15],[50.9516129 30.0483871] ; [27.0483871 15.9516129],0
a6,1,0.710118,0.138159,[50 31] ; [28 15],[50.9516129 30.0483871] ; [27.0483871 15.9516129],0
u1,1,0.726762,0.122106,[ 5 76] ; [ 2 41],[ 4.57258065 76.42741935] ; [ 2.42741935 40.57258065],0
p6,1,0.731549,0.117694,[18 61] ; [10 29],[18.74576271 60.25423729] ; [ 9.25423729 29.74576271],0
p5,1,0.8093,0.05824,[ 3 77] ; [ 2 41],[ 3.25203252 76.74796748] ; [ 1.74796748 41.25203252],0
n1,1,0.898467,0.016281,[13 20] ; [ 6 10],[12.79591837 20.20408163] ; [6.20408163 9.79591837],0
b2,1,0.899883,0.015828,[15 39] ; [ 7 17],[15.23076923 38.76923077] ; [ 6.76923077 17.23076923],0
b3,1,0.899883,0.015828,[15 39] ; [ 7 17],[15.23076923 38.76923077] ; [ 6.76923077 17.23076923],0
s8,1,0.913253,0.011867,[20 61] ; [11 32],[20.25 60.75] ; [10.75 32.25],0
r2,1,0.949216,0.004057,[64 16] ; [33  8],[64.1322314 15.8677686] ; [32.8677686  8.1322314],0
s4,1,0.99063,0.000138,[15 66] ; [ 8 35],[15.02419355 65.97580645] ; [ 7.97580645 35.02419355],0
