Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.028019,4.826883,[3 2] ; [ 7 34],[1.08695652 3.91304348] ; [ 8.91304348 32.08695652],0
p6,1,0.06002,3.536842,[3 3] ; [ 7 35],[1.25 4.75] ; [ 8.75 33.25],0
v2,1,0.096004,2.7707,[4 2] ; [13 28],[2.17021277 3.82978723] ; [14.82978723 26.17021277],0
d5,1,0.096004,2.7707,[4 2] ; [13 28],[2.17021277 3.82978723] ; [14.82978723 26.17021277],0
p12,1,0.10141,2.68323,[1 5] ; [ 1 41],[0.25 5.75] ; [ 1.75 40.25],0
b5,1,0.146992,2.103189,[2 4] ; [27 15],[3.625 2.375] ; [25.375 16.625],0
p4,1,0.146992,2.103189,[4 2] ; [15 27],[2.375 3.625] ; [16.625 25.375],0
a7,1,0.169716,1.885449,[5 1] ; [22 19],[3.44680851 2.55319149] ; [23.55319149 17.44680851],0
b1,1,0.184218,1.763265,[1 5] ; [19 23],[2.5 3.5] ; [17.5 24.5],0
p10,1,0.222556,1.487814,[4 1] ; [21 20],[2.7173913 2.2826087] ; [22.2826087 18.7173913],0
d2,1,0.241567,1.371429,[2 4] ; [ 6 36],[1. 5.] ; [ 7. 35.],0
p8,1,0.273561,1.198801,[4 2] ; [18 24],[2.75 3.25] ; [19.25 22.75],0
p7,1,0.280591,1.164224,[4 1] ; [23 19],[2.87234043 2.12765957] ; [24.12765957 17.87234043],0
n6,1,0.3046,1.053944,[5 1] ; [26 16],[3.875 2.125] ; [27.125 14.875],0
a8,1,0.354448,0.85747,[1 4] ; [ 3 37],[0.44444444 4.55555556] ; [ 3.55555556 36.44444444],0
n4,1,0.410004,0.678788,[1 5] ; [14 28],[1.875 4.125] ; [13.125 28.875],0
v1,1,0.451797,0.56614,[1 5] ; [13 28],[1.78723404 4.21276596] ; [12.21276596 28.78723404],0
b3,1,0.458875,0.548638,[1 2] ; [ 4 21],[0.53571429 2.46428571] ; [ 4.46428571 20.53571429],0
b2,1,0.458875,0.548638,[1 2] ; [ 4 21],[0.53571429 2.46428571] ; [ 4.46428571 20.53571429],0
a6,1,0.51122,0.431568,[4 2] ; [22 20],[3.25 2.75] ; [22.75 19.25],0
s8,1,0.539339,0.376766,[1 5] ; [12 30],[1.625 4.375] ; [11.375 30.625],0
s3,1,0.549441,0.358319,[2 4] ; [19 22],[2.68085106 3.31914894] ; [18.31914894 22.68085106],0
s6,1,0.576992,0.311123,[3 3] ; [16 26],[2.375 3.625] ; [16.625 25.375],0
a5,1,0.582417,0.302343,[2 4] ; [19 23],[2.625 3.375] ; [18.375 23.625],0
r4,1,0.614295,0.253968,[5 1] ; [31 11],[4.5 1.5] ; [31.5 10.5],0
p9,1,0.624803,0.239175,[4 2] ; [23 18],[3.44680851 2.55319149] ; [23.55319149 17.44680851],0
s7,1,0.63891,0.22017,[2 4] ; [10 31],[1.53191489 4.46808511] ; [10.46808511 30.53191489],0
r1,1,0.658036,0.195918,[4 2] ; [24 18],[3.5 2.5] ; [24.5 17.5],0
p1,1,0.734409,0.115102,[1 4] ; [ 6 36],[0.74468085 4.25531915] ; [ 6.25531915 35.74468085],0
p3,1,0.810293,0.057623,[2 4] ; [12 30],[1.75 4.25] ; [12.25 29.75],0
a3,1,0.826666,0.047952,[3 3] ; [19 23],[2.75 3.25] ; [19.25 22.75],0
a4,1,0.877159,0.023892,[1 5] ; [ 6 36],[0.875 5.125] ; [ 6.125 35.875],0
p2,1,0.941183,0.005444,[4 1] ; [33  9],[3.93617021 1.06382979] ; [33.06382979  8.93617021],0
d3,1,0.968689,0.001541,[2 4] ; [14 27],[2.04255319 3.95744681] ; [13.95744681 27.04255319],0
s2,1,1.0,0.0,[2 4] ; [14 28],[2. 4.] ; [14. 28.],0
s4,1,1.0,0.0,[1 5] ; [ 7 35],[1. 5.] ; [ 7. 35.],0
