Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,75.631577,[328  16] ; [62 36],[303.52941176  40.47058824] ; [86.47058824 11.52941176],1
a5,1,0.0,25.415903,[257  87] ; [47 51],[236.59728507 107.40271493] ; [67.40271493 30.59728507],1
r3,1,1e-06,23.569294,[325  17] ; [78 20],[313.24090909  28.75909091] ; [89.75909091  8.24090909],1
v2,1,2.9e-05,17.499896,[188 141] ; [32 65],[169.90610329 159.09389671] ; [50.09389671 46.90610329],1
v4,1,0.000156,14.297416,[327  15] ; [83 15],[318.68181818  23.31818182] ; [91.31818182  6.68181818],1
d3,1,0.000166,14.17908,[241 103] ; [48 49],[225.43310658 118.56689342] ; [63.56689342 33.43310658],1
d4,1,0.00041,12.487187,[275  67] ; [62 36],[261.94090909  80.05909091] ; [75.05909091 22.94090909],1
a7,1,0.001234,10.438235,[251  92] ; [55 43],[238. 105.] ; [68. 30.],0
d1,1,0.001338,10.289491,[193 151] ; [37 61],[179.00452489 164.99547511] ; [50.99547511 47.00452489],0
a6,1,0.001787,9.756137,[253  91] ; [56 42],[240.48868778 103.51131222] ; [68.51131222 29.48868778],0
v1,1,0.00217,9.399984,[172 165] ; [32 64],[158.77136259 178.22863741] ; [45.22863741 50.77136259],0
s8,1,0.003329,8.6176,[ 90 250] ; [12 86],[ 79.17808219 260.82191781] ; [22.82191781 75.17808219],0
s5,1,0.004398,8.111869,[ 71 263] ; [ 8 87],[ 61.50582751 272.49417249] ; [17.49417249 77.50582751],0
u1,1,0.004473,8.080923,[ 51 293] ; [ 4 94],[ 42.80542986 301.19457014] ; [12.19457014 85.80542986],0
s6,1,0.00495,7.89751,[161 174] ; [31 66],[148.88888889 186.11111111] ; [43.11111111 53.88888889],0
p2,1,0.00568,7.649034,[276  65] ; [65 31],[266.08924485  74.91075515] ; [74.91075515 21.08924485],0
p11,1,0.007379,7.178201,[270  74] ; [64 34],[259.94570136  84.05429864] ; [74.05429864 23.94570136],0
u3,1,0.008938,6.835131,[64 47] ; [13 26],[56.98 54.02] ; [20.02 18.98],0
d5,1,0.010758,6.504833,[274  70] ; [66 32],[264.61538462  79.38461538] ; [75.38461538 22.61538462],0
p8,1,0.012576,6.227792,[174 161] ; [36 60],[163.225058 171.774942] ; [46.774942 49.225058],0
p10,1,0.024475,5.060634,[254  84] ; [61 35],[245.32258065  92.67741935] ; [69.67741935 26.32258065],0
a8,1,0.025717,4.974928,[ 37 267] ; [ 4 91],[ 31.23809524 272.76190476] ; [ 9.76190476 85.23809524],0
a2,1,0.040919,4.179375,[ 74 270] ; [12 86],[ 66.9321267 277.0678733] ; [19.0678733 78.9321267],0
n4,1,0.053185,3.73809,[257  85] ; [64 34],[249.50454545  92.49545455] ; [71.49545455 26.50454545],0
u2,1,0.074228,3.186952,[59 51] ; [14 24],[54.25675676 55.74324324] ; [18.74324324 19.25675676],0
p4,1,0.085445,2.95816,[179 161] ; [41 55],[171.55963303 168.44036697] ; [48.44036697 47.55963303],0
p7,1,0.102169,2.671349,[201 135] ; [49 48],[193.99538106 142.00461894] ; [56.00461894 40.99538106],0
p3,1,0.105695,2.617438,[159 184] ; [36 61],[152.01136364 190.98863636] ; [42.98863636 54.01136364],0
a3,1,0.178511,1.809978,[233 109] ; [59 38],[227.48063781 114.51936219] ; [64.51936219 32.48063781],0
