Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.001208,10.478306,[ 6 16] ; [18  6],[11.47826087 10.52173913] ; [12.52173913 11.47826087],0
p10,1,0.001955,9.591124,[ 5 18] ; [16  8],[10.27659574 12.72340426] ; [10.72340426 13.27659574],0
s6,1,0.002869,8.888889,[ 4 20] ; [14 10],[ 9. 15.] ; [ 9. 15.],0
n6,1,0.005176,7.816849,[ 9 14] ; [19  5],[13.70212766  9.29787234] ; [14.29787234  9.70212766],0
b1,1,0.009313,6.761739,[17  7] ; [ 8 16],[12.5 11.5] ; [12.5 11.5],0
r3,1,0.010604,6.530552,[10 14] ; [18  5],[14.29787234  9.70212766] ; [13.70212766  9.29787234],0
d2,1,0.011072,6.453782,[ 3 21] ; [11 13],[ 7. 17.] ; [ 7. 17.],0
s8,1,0.020137,5.4,[ 1 23] ; [ 7 17],[ 4. 20.] ; [ 4. 20.],0
r4,1,0.020137,5.4,[ 1 23] ; [ 7 17],[ 4. 20.] ; [ 4. 20.],0
p2,1,0.020479,5.370629,[ 9 15] ; [17  7],[13. 11.] ; [13. 11.],0
n3,1,0.030148,4.700855,[4 9] ; [7 2],[6.5 6.5] ; [4.5 4.5],0
n2,1,0.030148,4.700855,[4 9] ; [7 2],[6.5 6.5] ; [4.5 4.5],0
v2,1,0.036526,4.372369,[ 4 19] ; [11 13],[ 7.34042553 15.65957447] ; [ 7.65957447 16.34042553],0
n5,1,0.038823,4.268603,[11 13] ; [18  6],[14.5  9.5] ; [14.5  9.5],0
s5,1,0.040875,4.181185,[ 1 23] ; [ 6 18],[ 3.5 20.5] ; [ 3.5 20.5],0
a5,1,0.078983,3.085714,[ 7 17] ; [13 11],[10. 14.] ; [10. 14.],0
d3,1,0.082194,3.020979,[ 8 16] ; [14 10],[11. 13.] ; [11. 13.],0
a3,1,0.109125,2.566842,[ 9 14] ; [15  9],[11.74468085 11.25531915] ; [12.25531915 11.74468085],0
u2,1,0.11259,2.517483,[ 5 10] ; [6 3],[6.875 8.125] ; [4.125 4.875],0
v3,1,0.121335,2.4,[ 2 22] ; [ 6 18],[ 4. 20.] ; [ 4. 20.],0
p4,1,0.131302,2.27704,[ 6 18] ; [11 13],[ 8.5 15.5] ; [ 8.5 15.5],0
d1,1,0.204008,1.613445,[ 5 19] ; [ 9 15],[ 7. 17.] ; [ 7. 17.],0
v1,1,0.204008,1.613445,[ 5 19] ; [ 9 15],[ 7. 17.] ; [ 7. 17.],0
b2,1,0.290466,1.11746,[ 7 11] ; [ 3 11],[ 5.625 12.375] ; [4.375 9.625],0
b3,1,0.290466,1.11746,[ 7 11] ; [ 3 11],[ 5.625 12.375] ; [4.375 9.625],0
p5,1,0.29627,1.090909,[ 1 23] ; [ 3 21],[ 2. 22.] ; [ 2. 22.],0
s2,1,0.30289,1.061425,[ 4 20] ; [ 7 17],[ 5.5 18.5] ; [ 5.5 18.5],0
n1,1,0.323296,0.975566,[ 2 11] ; [3 6],[ 2.95454545 10.04545455] ; [2.04545455 6.95454545],0
p6,1,0.338851,0.914773,[ 1 21] ; [ 3 21],[ 1.91304348 20.08695652] ; [ 2.08695652 21.91304348],0
p7,1,0.350201,0.872727,[ 6 18] ; [ 9 15],[ 7.5 16.5] ; [ 7.5 16.5],0
b4,1,0.365258,0.819734,[14 10] ; [17  7],[15.5  8.5] ; [15.5  8.5],0
n4,1,0.375912,0.784029,[13 11] ; [16  8],[14.5  9.5] ; [14.5  9.5],0
v4,1,0.386064,0.751304,[11 13] ; [14 10],[12.5 11.5] ; [12.5 11.5],0
a7,1,0.386064,0.751304,[10 14] ; [13 11],[11.5 12.5] ; [11.5 12.5],0
a8,1,0.412906,0.670417,[ 4 19] ; [ 2 20],[ 3.06666667 19.93333333] ; [ 2.93333333 19.06666667],0
d4,1,0.540291,0.375,[15  9] ; [17  7],[16.  8.] ; [16.  8.],0
a2,1,0.550985,0.355556,[ 2 22] ; [ 1 23],[ 1.5 22.5] ; [ 1.5 22.5],0
a6,1,0.558185,0.342857,[ 9 15] ; [11 13],[10. 14.] ; [10. 14.],0
b5,1,0.562343,0.335664,[14 10] ; [12 12],[13. 11.] ; [13. 11.],0
p1,1,0.63657,0.223256,[ 2 22] ; [ 3 21],[ 2.5 21.5] ; [ 2.5 21.5],0
s4,1,0.63657,0.223256,[ 3 21] ; [ 2 22],[ 2.5 21.5] ; [ 2.5 21.5],0
p3,1,0.658635,0.195186,[ 5 18] ; [ 4 20],[ 4.40425532 18.59574468] ; [ 4.59574468 19.40425532],0
r1,1,0.755497,0.09697,[ 8 16] ; [ 7 17],[ 7.5 16.5] ; [ 7.5 16.5],0
s7,1,0.76686,0.087903,[ 4 17] ; [ 5 17],[ 4.39534884 16.60465116] ; [ 4.60465116 17.39534884],0
d5,1,0.771084,0.084656,[13 11] ; [14 10],[13.5 10.5] ; [13.5 10.5],0
u3,1,0.807671,0.059259,[ 4 11] ; [2 7],[ 3.75 11.25] ; [2.25 6.75],0
s3,1,0.93192,0.007298,[ 6 17] ; [ 6 18],[ 5.87234043 17.12765957] ; [ 6.12765957 17.87234043],0
a4,1,1.0,0.0,[ 6 18] ; [ 6 18],[ 6. 18.] ; [ 6. 18.],0
