Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,37.933712,[48 13] ; [10 40],[31.87387387 29.12612613] ; [26.12612613 23.87387387],1
p11,1,0.0,31.342811,[46 17] ; [10 40],[31.22123894 31.77876106] ; [24.77876106 25.22123894],1
p2,1,6e-06,20.413851,[45 15] ; [16 34],[33.27272727 26.72727273] ; [27.72727273 22.27272727],1
s8,1,0.001176,10.528429,[17 46] ; [ 2 48],[10.59292035 52.40707965] ; [ 8.40707965 41.59292035],0
r3,1,0.004085,8.245478,[41 21] ; [19 30],[33.51351351 28.48648649] ; [26.48648649 22.51351351],0
n5,1,0.011566,6.376204,[46 16] ; [25 24],[39.65765766 22.34234234] ; [31.34234234 17.65765766],0
v4,1,0.01821,5.575846,[44 18] ; [24 25],[37.98198198 24.01801802] ; [30.01801802 18.98198198],0
p4,1,0.020001,5.411838,[27 35] ; [11 38],[21.22522523 40.77477477] ; [16.77477477 32.22522523],0
s7,1,0.025226,5.008279,[21 40] ; [ 7 39],[15.96261682 45.03738318] ; [12.03738318 33.96261682],0
v1,1,0.039653,4.23266,[26 35] ; [12 38],[20.88288288 40.11711712] ; [17.11711712 32.88288288],0
s3,1,0.045772,3.989984,[25 37] ; [11 38],[20.10810811 41.89189189] ; [15.89189189 33.10810811],0
p6,1,0.057714,3.6019,[15 46] ; [ 5 43],[11.19266055 49.80733945] ; [ 8.80733945 39.19266055],0
s6,1,0.066084,3.377701,[24 39] ; [11 39],[19.51327434 43.48672566] ; [15.48672566 34.51327434],0
n2,1,0.06735,3.346444,[17  8] ; [13 17],[13.63636364 11.36363636] ; [16.36363636 13.63636364],0
p7,1,0.079051,3.084313,[27 32] ; [14 34],[22.60747664 36.39252336] ; [18.39252336 29.60747664],0
s1,1,0.079529,3.07451,[ 3 60] ; [ 7 42],[ 5.625 57.375] ; [ 4.375 44.625],0
p5,1,0.100264,2.701343,[ 6 56] ; [ 1 48],[ 3.90990991 58.09009009] ; [ 3.09009009 45.90990991],0
n3,1,0.112176,2.523297,[17  8] ; [14 16],[14.09090909 10.90909091] ; [16.90909091 13.09090909],0
n6,1,0.115996,2.470567,[39 23] ; [23 25],[34.94545455 27.05454545] ; [27.05454545 20.94545455],0
a5,1,0.16504,1.927427,[36 27] ; [22 28],[32.33628319 30.66371681] ; [25.66371681 24.33628319],0
p3,1,0.177193,1.821014,[18 43] ; [ 9 40],[14.97272727 46.02727273] ; [12.02727273 36.97272727],0
b3,1,0.207673,1.587576,[10 26] ; [12 16],[12.375 23.625] ; [ 9.625 18.375],0
b2,1,0.207673,1.587576,[10 26] ; [12 16],[12.375 23.625] ; [ 9.625 18.375],0
p8,1,0.212121,1.556892,[22 40] ; [12 37],[18.99099099 43.00900901] ; [15.00900901 33.99099099],0
s2,1,0.21945,1.507963,[19 44] ; [10 40],[16.16814159 46.83185841] ; [12.83185841 37.16814159],0
a8,1,0.269568,1.218946,[ 4 56] ; [ 1 46],[ 2.80373832 57.19626168] ; [ 2.19626168 44.80373832],0
n1,1,0.282505,1.155,[11 14] ; [ 9 21],[ 9.09090909 15.90909091] ; [10.90909091 19.09090909],0
n4,1,0.368943,0.807223,[40 23] ; [27 22],[37.6875 25.3125] ; [29.3125 19.6875],0
b5,1,0.375548,0.785226,[38 25] ; [26 24],[35.68141593 27.31858407] ; [28.31858407 21.68141593],0
r2,1,0.409606,0.679944,[36 25] ; [24 23],[33.88888889 27.11111111] ; [26.11111111 20.88888889],0
v3,1,0.41959,0.651465,[17 46] ; [10 39],[15.1875 47.8125] ; [11.8125 37.1875],0
r1,1,0.419967,0.650407,[15 48] ; [15 34],[16.875 46.125] ; [13.125 35.875],0
d2,1,0.438545,0.600086,[20 43] ; [19 30],[21.9375 41.0625] ; [17.0625 31.9375],0
b4,1,0.449255,0.572532,[36 27] ; [25 25],[34.00884956 28.99115044] ; [26.99115044 23.00884956],0
d4,1,0.464134,0.535908,[42 21] ; [30 20],[40.14159292 22.85840708] ; [31.85840708 18.14159292],0
d1,1,0.487339,0.482396,[20 43] ; [19 31],[21.74336283 41.25663717] ; [17.25663717 32.74336283],0
s4,1,0.592038,0.287173,[ 9 54] ; [ 9 41],[10.03539823 52.96460177] ; [ 7.96460177 42.03539823],0
v2,1,0.628013,0.234765,[21 39] ; [15 34],[19.81651376 40.18348624] ; [16.18348624 32.81651376],0
a2,1,0.643393,0.214332,[ 7 56] ; [ 7 43],[ 7.80530973 55.19469027] ; [ 6.19469027 43.80530973],0
a1,1,0.655229,0.199371,[ 8 55] ; [ 5 45],[ 7.24778761 55.75221239] ; [ 5.75221239 44.24778761],0
p12,1,0.67936,0.170847,[ 2 59] ; [ 1 49],[ 1.64864865 59.35135135] ; [ 1.35135135 48.64864865],0
a3,1,0.700311,0.148148,[37 26] ; [27 22],[36. 27.] ; [28. 21.],0
b1,1,0.706435,0.141864,[35 28] ; [26 24],[34.00884956 28.99115044] ; [26.99115044 23.00884956],0
d3,1,0.734129,0.115355,[29 33] ; [25 25],[29.89285714 32.10714286] ; [24.10714286 25.89285714],0
