Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.07615,[57  8] ; [ 9 31],[40.85714286 24.14285714] ; [25.14285714 14.85714286],1
r3,1,1e-06,23.992405,[59  5] ; [20 20],[48.61538462 15.38461538] ; [30.38461538  9.61538462],1
r2,1,0.000765,11.324444,[57  8] ; [23 16],[50. 15.] ; [30.  9.],1
a5,1,0.001696,9.852908,[40 25] ; [12 28],[32.19047619 32.80952381] ; [19.80952381 20.19047619],0
v4,1,0.020631,5.357659,[55  9] ; [26 13],[50.33009709 13.66990291] ; [30.66990291  8.33009709],0
p11,1,0.021158,5.313765,[41 24] ; [16 24],[35.28571429 29.71428571] ; [21.71428571 18.28571429],0
n5,1,0.023933,5.099487,[25 38] ; [25 15],[30.58252427 32.41747573] ; [19.41747573 20.58252427],0
p3,1,0.048837,3.880962,[23 42] ; [ 7 33],[18.57142857 46.42857143] ; [11.42857143 28.57142857],0
d4,1,0.057203,3.616681,[40 25] ; [17 23],[35.28571429 29.71428571] ; [21.71428571 18.28571429],0
a1,1,0.064903,3.407452,[ 3 62] ; [ 6 34],[ 5.57142857 59.42857143] ; [ 3.42857143 36.57142857],0
d5,1,0.066049,3.378582,[38 27] ; [16 24],[33.42857143 31.57142857] ; [20.57142857 19.42857143],0
a3,1,0.066513,3.367039,[39 25] ; [17 23],[34.46153846 29.53846154] ; [21.53846154 18.46153846],0
b1,1,0.066907,3.357325,[32 33] ; [27 13],[36.52380952 28.47619048] ; [22.47619048 17.52380952],0
a7,1,0.06983,3.287016,[41 24] ; [18 22],[36.52380952 28.47619048] ; [22.47619048 17.52380952],0
b4,1,0.074969,3.17072,[36 29] ; [15 25],[31.57142857 33.42857143] ; [19.42857143 20.57142857],0
v3,1,0.08532,2.960526,[18 42] ; [ 6 34],[14.4 45.6] ; [ 9.6 30.4],0
u3,1,0.087107,2.927039,[17  8] ; [10 13],[14.0625 10.9375] ; [12.9375 10.0625],0
n4,1,0.092123,2.836887,[37 28] ; [16 24],[32.80952381 32.19047619] ; [20.19047619 19.80952381],0
v2,1,0.125834,2.343164,[24 35] ; [10 29],[20.46938776 38.53061224] ; [13.53061224 25.46938776],0
n1,1,0.126474,2.335258,[ 6 15] ; [9 8],[ 8.28947368 12.71052632] ; [ 6.71052632 10.28947368],0
d3,1,0.12936,2.300171,[28 37] ; [11 28],[24.375 40.625] ; [14.625 24.375],0
p8,1,0.146615,2.107125,[25 38] ; [10 29],[21.61764706 41.38235294] ; [13.38235294 25.61764706],0
a4,1,0.176245,1.829006,[19 46] ; [ 7 33],[16.0952381 48.9047619] ; [ 9.9047619 30.0952381],0
s6,1,0.18025,1.795562,[28 37] ; [12 28],[24.76190476 40.23809524] ; [15.23809524 24.76190476],0
s3,1,0.222883,1.485714,[33 32] ; [15 24],[30. 35.] ; [18. 21.],0
d2,1,0.253204,1.305537,[ 9 56] ; [ 9 31],[11.14285714 53.85714286] ; [ 6.85714286 33.14285714],0
u2,1,0.262676,1.254598,[17  8] ; [12 11],[15.10416667  9.89583333] ; [13.89583333  9.10416667],0
p5,1,0.296569,1.089561,[ 1 63] ; [ 2 37],[ 1.86407767 62.13592233] ; [ 1.13592233 37.86407767],0
n2,1,0.308418,1.037438,[17  4] ; [12  6],[15.61538462  5.38461538] ; [13.38461538  4.61538462],0
s8,1,0.314995,1.009615,[15 50] ; [ 6 34],[13. 52.] ; [ 8. 32.],0
a6,1,0.326707,0.961905,[42 23] ; [22 18],[39.61904762 25.38095238] ; [24.38095238 15.61904762],0
p10,1,0.388079,0.744954,[33 30] ; [17 22],[30.88235294 32.11764706] ; [19.11764706 19.88235294],0
p9,1,0.394021,0.726496,[35 28] ; [25 14],[37.05882353 25.94117647] ; [22.94117647 16.05882353],0
a8,1,0.405653,0.691504,[10 52] ; [ 4 35],[ 8.59405941 53.40594059] ; [ 5.40594059 33.59405941],0
s4,1,0.405799,0.691074,[ 9 56] ; [ 8 32],[10.52380952 54.47619048] ; [ 6.47619048 33.52380952],0
s7,1,0.420238,0.64965,[18 41] ; [ 9 30],[16.25510204 42.74489796] ; [10.74489796 28.25510204],0
b5,1,0.489221,0.478239,[37 28] ; [20 20],[35.28571429 29.71428571] ; [21.71428571 18.28571429],0
s2,1,0.496346,0.46274,[22 43] ; [11 29],[20.42857143 44.57142857] ; [12.57142857 27.42857143],0
p2,1,0.523973,0.406067,[43 22] ; [24 16],[41.47619048 23.52380952] ; [25.52380952 14.47619048],0
v1,1,0.527015,0.400144,[27 37] ; [14 25],[25.47572816 38.52427184] ; [15.52427184 23.47572816],0
p6,1,0.554569,0.349196,[11 51] ; [ 9 31],[12.15686275 49.84313725] ; [ 7.84313725 32.15686275],0
p1,1,0.562916,0.334681,[ 7 57] ; [ 3 37],[ 6.15384615 57.84615385] ; [ 3.84615385 36.15384615],0
s5,1,0.590481,0.289594,[10 51] ; [ 5 35],[ 9.05940594 51.94059406] ; [ 5.94059406 34.05940594],0
b3,1,0.626928,0.23625,[ 7 23] ; [ 7 17],[ 7.77777778 22.22222222] ; [ 6.22222222 17.77777778],0
b2,1,0.626928,0.23625,[ 7 23] ; [ 7 17],[ 7.77777778 22.22222222] ; [ 6.22222222 17.77777778],0
n3,1,0.632487,0.228704,[13  7] ; [13  5],[13.68421053  6.31578947] ; [12.31578947  5.68421053],0
u1,1,0.726311,0.122526,[ 1 64] ; [ 1 39],[ 1.23809524 63.76190476] ; [ 0.76190476 39.23809524],0
p12,1,0.743541,0.107039,[ 1 62] ; [ 1 39],[ 1.22330097 61.77669903] ; [ 0.77669903 39.22330097],0
s1,1,0.79025,0.070748,[ 4 60] ; [ 2 38],[ 3.69230769 60.30769231] ; [ 2.30769231 37.69230769],0
a2,1,0.804627,0.061189,[ 4 61] ; [ 2 38],[ 3.71428571 61.28571429] ; [ 2.28571429 37.71428571],0
p4,1,0.948031,0.004248,[22 42] ; [14 26],[22.15384615 41.84615385] ; [13.84615385 26.15384615],0
p7,1,0.953916,0.00334,[29 33] ; [18 20],[29.14 32.86] ; [17.86 20.14],0
