Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-05,19.482574,[63 44] ; [54  5],[75.41566265 31.58433735] ; [41.58433735 17.41566265],1
n6,1,0.122348,2.386996,[77 30] ; [48 10],[81.06060606 25.93939394] ; [43.93939394 14.06060606],0
n2,1,0.128713,2.307963,[24 11] ; [19  3],[26.40350877  8.59649123] ; [16.59649123  5.40350877],0
d3,1,0.135854,2.224303,[65 40] ; [44 16],[69.36363636 35.63636364] ; [39.63636364 20.36363636],0
p4,1,0.160727,1.96737,[50 56] ; [34 24],[54.29268293 51.70731707] ; [29.70731707 28.29268293],0
d5,1,0.175126,1.838503,[82 23] ; [52  8],[85.27272727 19.72727273] ; [48.72727273 11.27272727],0
b1,1,0.177581,1.817753,[49 58] ; [34 26],[53.17964072 53.82035928] ; [29.82035928 30.17964072],0
v3,1,0.20323,1.619011,[32 67] ; [25 34],[35.71518987 63.28481013] ; [21.28481013 37.71518987],0
b4,1,0.21441,1.541394,[59 48] ; [39 21],[62.79041916 44.20958084] ; [35.20958084 24.79041916],0
p3,1,0.25276,1.307986,[41 66] ; [28 31],[44.47590361 62.52409639] ; [24.52409639 34.47590361],0
d1,1,0.284377,1.146053,[55 52] ; [36 24],[58.30538922 48.69461078] ; [32.69461078 27.30538922],0
v2,1,0.328972,0.952941,[48 54] ; [33 27],[51. 51.] ; [30. 30.],0
n4,1,0.351359,0.868543,[66 41] ; [40 18],[68.73939394 38.26060606] ; [37.26060606 20.73939394],0
a7,1,0.364747,0.821481,[81 25] ; [42 18],[78.54216867 27.45783133] ; [44.45783133 15.54216867],0
v4,1,0.371344,0.799163,[99  7] ; [58  2],[100.25301205   5.74698795] ; [56.74698795  3.25301205],0
b3,1,0.384237,0.757101,[14 43] ; [10 20],[15.72413793 41.27586207] ; [ 8.27586207 21.72413793],0
b2,1,0.384237,0.757101,[14 43] ; [10 20],[15.72413793 41.27586207] ; [ 8.27586207 21.72413793],0
s1,1,0.396249,0.71968,[ 7 99] ; [ 2 56],[  5.81707317 100.18292683] ; [ 3.18292683 54.81707317],0
n3,1,0.401054,0.705164,[23  9] ; [18  4],[24.2962963  7.7037037] ; [16.7037037  5.2962963],0
p5,1,0.405051,0.69328,[  7 100] ; [ 6 53],[ 8.37951807 98.62048193] ; [ 4.62048193 54.37951807],0
p7,1,0.409481,0.680307,[54 52] ; [34 25],[56.53333333 49.46666667] ; [31.46666667 27.53333333],0
n5,1,0.542027,0.371796,[65 41] ; [39 20],[66.81212121 39.18787879] ; [37.18787879 21.81212121],0
a2,1,0.567278,0.327258,[26 81] ; [17 43],[27.5508982 79.4491018] ; [15.4491018 44.5508982],0
u4,1,0.644731,0.212608,[  3 104] ; [ 1 59],[  2.56287425 104.43712575] ; [ 1.43712575 58.56287425],0
r1,1,0.669033,0.182735,[89 17] ; [48 11],[88.01212121 17.98787879] ; [48.98787879 10.01212121],0
r3,1,0.68879,0.160398,[102   4] ; [56  3],[101.5030303   4.4969697] ; [56.4969697  2.5030303],0
n1,1,0.70129,0.147133,[16 18] ; [11 10],[16.69090909 17.30909091] ; [10.30909091 10.69090909],0
p2,1,0.704527,0.143805,[75 32] ; [43 16],[76.06024096 30.93975904] ; [41.93975904 17.06024096],0
p8,1,0.750361,0.101228,[40 65] ; [21 38],[39.05487805 65.94512195] ; [21.94512195 37.05487805],0
a6,1,0.797401,0.065901,[65 41] ; [38 22],[65.77108434 40.22891566] ; [37.22891566 22.77108434],0
a1,1,0.892675,0.018203,[  4 103] ; [ 2 58],[  3.84431138 103.15568862] ; [ 2.15568862 57.84431138],0
u2,1,0.932685,0.007135,[19 21] ; [6 7],[18.86792453 21.13207547] ; [6.13207547 6.86792453],0
b5,1,0.956323,0.003,[70 37] ; [39 21],[69.83832335 37.16167665] ; [39.16167665 20.83832335],0
