Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000244,13.46079,[57 22] ; [214  26],[67.11285266 11.88714734] ; [203.88714734  36.11285266],1
a8,1,0.00253,9.118572,[ 5 69] ; [ 50 172],[13.75 60.25] ; [ 41.25 180.75],0
s5,1,0.004233,8.180903,[46 26] ; [103 128],[35.40594059 36.59405941] ; [113.59405941 117.40594059],0
v2,1,0.012591,6.225684,[37 40] ; [150  84],[46.29903537 30.70096463] ; [140.70096463  93.29903537],0
b3,1,0.012896,6.18329,[12 36] ; [79 97],[19.5 28.5] ; [ 71.5 104.5],0
b2,1,0.012896,6.18329,[12 36] ; [79 97],[19.5 28.5] ; [ 71.5 104.5],0
r1,1,0.012947,6.17635,[60 19] ; [211  30],[66.903125 12.096875] ; [204.096875  36.903125],0
n5,1,0.015034,5.912503,[58 21] ; [205  35],[65.13166144 13.86833856] ; [197.86833856  42.13166144],0
n1,1,0.019928,5.418194,[ 6 13] ; [32 19],[10.31428571  8.68571429] ; [27.68571429 23.31428571],0
n6,1,0.027062,4.886875,[64 15] ; [215  23],[69.52996845  9.47003155] ; [209.47003155  28.52996845],0
r4,1,0.027943,4.831562,[67 12] ; [225  17],[71.86292835  7.13707165] ; [220.13707165  21.86292835],0
a5,1,0.041591,4.15176,[55 24] ; [195  47],[61.52647975 17.47352025] ; [188.47352025  53.52647975],0
r2,1,0.043988,4.057027,[74  4] ; [235   3],[76.2721519  1.7278481] ; [232.7278481   5.2721519],0
v3,1,0.046196,3.974429,[27 51] ; [109 120],[34.55374593 43.44625407] ; [101.44625407 127.55374593],0
v1,1,0.053848,3.7174,[38 41] ; [141  92],[45.32371795 33.67628205] ; [133.67628205  99.32371795],0
p5,1,0.05766,3.60343,[ 8 71] ; [ 46 191],[13.5 65.5] ; [ 40.5 196.5],0
u4,1,0.080261,3.05961,[ 1 78] ; [ 15 227],[ 3.9376947 75.0623053] ; [ 12.0623053 229.9376947],0
s8,1,0.080873,3.047263,[52 27] ; [182  58],[57.94984326 21.05015674] ; [176.05015674  63.94984326],0
s2,1,0.112967,2.512221,[74  5] ; [211  31],[70.14018692  8.85981308] ; [214.85981308  27.14018692],0
p10,1,0.123875,2.367635,[62 16] ; [208  32],[66.22641509 11.77358491] ; [203.77358491  36.22641509],0
r3,1,0.157251,2.000462,[73  5] ; [234   7],[75.06583072  2.93416928] ; [231.93416928   9.06583072],0
v4,1,0.158908,1.984586,[74  4] ; [235   5],[75.79245283  2.20754717] ; [233.20754717   6.79245283],0
a2,1,0.206307,1.597156,[18 61] ; [ 73 169],[22.39563863 56.60436137] ; [ 68.60436137 173.39563863],0
d4,1,0.293588,1.103092,[65 14] ; [208  31],[67.82075472 11.17924528] ; [205.17924528  33.82075472],0
a1,1,0.302809,1.061785,[ 3 76] ; [ 17 225],[ 4.92211838 74.07788162] ; [ 15.07788162 226.92211838],0
a3,1,0.321124,0.984361,[62 17] ; [201  40],[64.928125 14.071875] ; [198.071875  42.928125],0
p6,1,0.336972,0.921917,[38 39] ; [103 136],[34.35759494 42.64240506] ; [106.64240506 132.35759494],0
s6,1,0.343511,0.897285,[72  5] ; [214  24],[69.91111111  7.08888889] ; [216.08888889  21.91111111],0
p9,1,0.382079,0.764001,[67 10] ; [219  23],[69.03448276  7.96551724] ; [216.96551724  25.03448276],0
n2,1,0.386255,0.750698,[17  2] ; [42 10],[15.78873239  3.21126761] ; [43.21126761  8.78873239],0
d2,1,0.420911,0.647769,[41 38] ; [137 103],[44.0815047 34.9184953] ; [133.9184953 106.0815047],0
d1,1,0.423997,0.639209,[49 30] ; [162  80],[51.92834891 27.07165109] ; [159.07165109  82.92834891],0
s1,1,0.461339,0.542645,[ 6 72] ; [ 13 227],[ 4.66037736 73.33962264] ; [ 14.33962264 225.66037736],0
b5,1,0.476669,0.506474,[48 31] ; [136 106],[45.2834891 33.7165109] ; [138.7165109 103.2834891],0
p4,1,0.491921,0.472322,[50 29] ; [162  78],[52.5015674 26.4984326] ; [159.4984326  80.5015674],0
p12,1,0.495565,0.464421,[ 7 72] ; [ 28 213],[ 8.640625 70.359375] ; [ 26.359375 214.640625],0
p3,1,0.500267,0.454369,[42 37] ; [138 102],[44.57680251 34.42319749] ; [135.42319749 104.57680251],0
a7,1,0.503786,0.446952,[52 27] ; [169  73],[54.3894081 24.6105919] ; [166.6105919  75.3894081],0
d5,1,0.523198,0.407584,[64 15] ; [201  38],[65.83333333 13.16666667] ; [199.16666667  39.83333333],0
p1,1,0.572166,0.319071,[ 8 71] ; [ 30 210],[ 9.41065831 69.58934169] ; [ 28.58934169 211.41065831],0
d3,1,0.602795,0.270801,[59 20] ; [172  68],[57.20689655 21.79310345] ; [173.79310345  66.20689655],0
u3,1,0.656236,0.198128,[13  4] ; [29 12],[12.31034483  4.68965517] ; [29.68965517 11.31034483],0
a6,1,0.66797,0.183986,[53 26] ; [154  85],[51.4245283 27.5754717] ; [155.5754717  83.4245283],0
a4,1,0.674028,0.176926,[38 41] ; [123 119],[39.62305296 39.37694704] ; [121.37694704 120.62305296],0
n3,1,0.681396,0.168559,[14  5] ; [35 16],[13.3  5.7] ; [35.7 15.3],0
p11,1,0.685365,0.164149,[62 17] ; [195  47],[63.24922118 15.75077882] ; [193.75077882  48.24922118],0
p8,1,0.696019,0.152646,[45 31] ; [136 104],[43.53164557 32.46835443] ; [137.46835443 102.53164557],0
p2,1,0.757615,0.095243,[68 11] ; [204  37],[67.15 11.85] ; [204.85  36.15],0
b1,1,0.851103,0.035235,[33 46] ; [104 138],[33.7165109 45.2834891] ; [103.2834891 138.7165109],0
u2,1,0.886688,0.020305,[11  6] ; [26 13],[11.23214286  5.76785714] ; [25.76785714 13.23214286],0
b4,1,0.940797,0.005516,[45 34] ; [139 103],[45.2834891 33.7165109] ; [138.7165109 103.2834891],0
p7,1,0.98246,0.000483,[53 21] ; [168  67],[52.92556634 21.07443366] ; [168.07443366  66.92556634],0
u1,1,0.991548,0.000112,[18 61] ; [ 55 187],[17.96573209 61.03426791] ; [ 55.03426791 186.96573209],0
