Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,38.289749,[175  97] ; [17 55],[151.81395349 120.18604651] ; [40.18604651 31.81395349],1
a3,1,0.0,29.839566,[233  38] ; [41 31],[216.48396501  54.51603499] ; [57.51603499 14.48396501],1
a4,1,0.0,26.815583,[146 126] ; [14 58],[126.51162791 145.48837209] ; [33.48837209 38.51162791],1
d1,1,0.0,26.810234,[201  71] ; [30 42],[182.65116279  89.34883721] ; [48.34883721 23.65116279],1
u1,1,9.6e-05,15.219925,[ 74 198] ; [ 4 68],[ 61.6744186 210.3255814] ; [16.3255814 55.6744186],1
n4,1,0.000204,13.79204,[234  36] ; [49 23],[223.42105263  46.57894737] ; [59.57894737 12.42105263],1
p9,1,0.000495,12.133543,[255  15] ; [58 13],[247.82991202  22.17008798] ; [65.17008798  5.82991202],1
d5,1,0.000533,11.99709,[240  31] ; [52 20],[230.70553936  40.29446064] ; [61.29446064 10.70553936],1
p7,1,0.000683,11.533717,[211  54] ; [42 28],[200.13432836  64.86567164] ; [52.86567164 17.13432836],1
d4,1,0.000961,10.901864,[241  30] ; [53 19],[232.28571429  38.71428571] ; [61.71428571 10.28571429],1
p11,1,0.004281,8.160697,[232  40] ; [51 21],[223.76744186  48.23255814] ; [59.23255814 12.76744186],0
a6,1,0.004592,8.03335,[191  80] ; [38 34],[180.93002915  90.06997085] ; [48.06997085 23.93002915],0
s5,1,0.005816,7.606513,[126 133] ; [20 47],[115.99386503 143.00613497] ; [30.00613497 36.99386503],0
p3,1,0.006826,7.318136,[176  96] ; [34 38],[166.04651163 105.95348837] ; [43.95348837 28.04651163],0
v1,1,0.009248,6.774331,[175  89] ; [34 35],[165.69369369  98.30630631] ; [43.30630631 25.69369369],0
b3,1,0.011537,6.380597,[91 94] ; [12 31],[ 83.5745614 101.4254386] ; [19.4254386 23.5745614],0
b2,1,0.011537,6.380597,[91 94] ; [12 31],[ 83.5745614 101.4254386] ; [19.4254386 23.5745614],0
p4,1,0.013372,6.119224,[202  69] ; [43 29],[193.57142857  77.42857143] ; [51.42857143 20.57142857],0
r4,1,0.014936,5.923986,[257  15] ; [62 10],[252.23255814  19.76744186] ; [66.76744186  5.23255814],0
p10,1,0.021091,5.319252,[245  24] ; [57 13],[239.64011799  29.35988201] ; [62.35988201  7.64011799],0
r1,1,0.022011,5.244877,[235  35] ; [54 17],[228.82697947  41.17302053] ; [60.17302053 10.82697947],0
p1,1,0.030958,4.655293,[ 22 249] ; [12 60],[ 26.86297376 244.13702624] ; [ 7.13702624 64.86297376],0
n6,1,0.038255,4.293636,[241  28] ; [58 14],[235.86803519  33.13196481] ; [63.13196481  8.86803519],0
r3,1,0.072274,3.230615,[265   7] ; [67  5],[262.51162791   9.48837209] ; [69.48837209  2.51162791],0
r2,1,0.089506,2.883233,[258  10] ; [64  6],[255.31360947  12.68639053] ; [66.68639053  3.31360947],0
n5,1,0.105068,2.62688,[221  48] ; [53 19],[216.14662757  52.85337243] ; [57.85337243 14.14662757],0
p6,1,0.124914,2.354595,[138 133] ; [28 41],[132.31176471 138.68823529] ; [33.68823529 35.31176471],0
d3,1,0.138947,2.189577,[198  74] ; [46 26],[192.93023256  79.06976744] ; [51.06976744 20.93023256],0
v2,1,0.146465,2.108686,[168  97] ; [36 31],[162.8313253 102.1686747] ; [41.1686747 25.8313253],0
s4,1,0.20105,1.634733,[ 46 224] ; [17 55],[ 49.73684211 220.26315789] ; [13.26315789 58.73684211],0
b4,1,0.218451,1.514518,[158 114] ; [36 36],[153.39534884 118.60465116] ; [40.60465116 31.39534884],0
u4,1,0.274889,1.192187,[ 11 261] ; [ 1 71],[  9.48837209 262.51162791] ; [ 2.51162791 69.48837209],0
a1,1,0.292831,1.106558,[ 16 256] ; [ 2 70],[ 14.23255814 257.76744186] ; [ 3.76744186 68.23255814],0
s1,1,0.395203,0.722874,[  9 257] ; [ 4 68],[ 10.23076923 255.76923077] ; [ 2.76923077 69.23076923],0
p12,1,0.398615,0.7125,[ 32 238] ; [ 6 66],[ 30. 240.] ; [ 8. 64.],0
n3,1,0.401355,0.704262,[38 15] ; [11  7],[36.57746479 16.42253521] ; [12.42253521  5.57746479],0
s3,1,0.413786,0.667896,[198  69] ; [56 15],[200.64497041  66.35502959] ; [53.35502959 17.64497041],0
s2,1,0.479447,0.500121,[197  72] ; [49 22],[194.62941176  74.37058824] ; [51.37058824 19.62941176],0
b1,1,0.51796,0.417953,[102 170] ; [30 42],[104.37209302 167.62790698] ; [27.62790698 44.37209302],0
s7,1,0.536976,0.381174,[202  60] ; [50 18],[200.07272727  61.92727273] ; [51.92727273 16.07272727],0
a8,1,0.577965,0.309537,[ 46 201] ; [10 54],[ 44.47588424 202.52411576] ; [11.52411576 52.47588424],0
v3,1,0.629791,0.232344,[129 135] ; [31 37],[127.22891566 136.77108434] ; [32.77108434 35.22891566],0
b5,1,0.646955,0.209761,[163 109] ; [41 31],[161.30232558 110.69767442] ; [42.69767442 29.30232558],0
p5,1,0.655186,0.199424,[ 43 228] ; [13 59],[ 44.24489796 226.75510204] ; [11.75510204 60.24489796],0
u2,1,0.660426,0.193007,[24 15] ; [20 10],[24.86956522 14.13043478] ; [19.13043478 10.86956522],0
