Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,28.024739,[74 27] ; [37 65],[55.22660099 45.77339901] ; [55.77339901 46.22660099],1
v3,1,0.0,27.643506,[58 44] ; [22 82],[39.61165049 62.38834951] ; [40.38834951 63.61165049],1
d5,1,0.000833,11.165916,[88 16] ; [67 37],[77.5 26.5] ; [77.5 26.5],1
d4,1,0.007515,7.145464,[89 15] ; [73 31],[81. 23.] ; [81. 23.],0
a3,1,0.010406,6.564103,[86 18] ; [70 34],[78. 26.] ; [78. 26.],0
n4,1,0.012503,6.238147,[89 14] ; [76 29],[81.70673077 21.29326923] ; [83.29326923 21.70673077],0
p7,1,0.022041,5.242532,[74 28] ; [59 44],[66.17560976 35.82439024] ; [66.82439024 36.17560976],0
d2,1,0.037435,4.330527,[58 46] ; [43 61],[50.5 53.5] ; [50.5 53.5],0
p3,1,0.043798,4.064345,[59 44] ; [45 59],[51.74879227 51.25120773] ; [52.25120773 51.74879227],0
p1,1,0.051027,3.807403,[ 5 99] ; [13 92],[ 8.9569378 95.0430622] ; [ 9.0430622 95.9569378],0
d1,1,0.061923,3.485128,[58 46] ; [45 60],[51.25358852 52.74641148] ; [51.74641148 53.25358852],0
n3,1,0.063144,3.452817,[19  3] ; [23 13],[15.93103448  6.06896552] ; [26.06896552  9.93103448],0
r3,1,0.063346,3.447528,[100   4] ; [94 11],[96.53588517  7.46411483] ; [97.46411483  7.53588517],0
r4,1,0.071805,3.241275,[91 13] ; [82 23],[86.0861244 17.9138756] ; [86.9138756 18.0861244],0
a5,1,0.076347,3.140997,[79 25] ; [68 37],[73.14832536 30.85167464] ; [73.85167464 31.14832536],0
u4,1,0.095145,2.785098,[ 5 99] ; [  1 104],[  2.98564593 101.01435407] ; [  3.01435407 101.98564593],0
r2,1,0.128943,2.305181,[94  7] ; [91 14],[90.7038835 10.2961165] ; [94.2961165 10.7038835],0
s2,1,0.146784,2.105355,[55 49] ; [45 60],[49.76076555 54.23923445] ; [50.23923445 54.76076555],0
p8,1,0.160783,1.966845,[57 44] ; [49 56],[51.97087379 49.02912621] ; [54.02912621 50.97087379],0
s1,1,0.181431,1.78586,[  1 102] ; [  4 101],[  2.47596154 100.52403846] ; [  2.52403846 102.47596154],0
b1,1,0.185408,1.753736,[43 61] ; [53 52],[47.77033493 56.22966507] ; [48.22966507 56.77033493],0
b5,1,0.189043,1.725059,[48 56] ; [58 47],[52.74641148 51.25358852] ; [53.25358852 51.74641148],0
