Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,9.9e-05,15.156908,[172 227] ; [42 18],[186.02614379 212.97385621] ; [27.97385621 32.02614379],1
s2,1,0.005337,7.761427,[100 299] ; [25 34],[108.89737991 290.10262009] ; [16.10262009 42.89737991],0
s3,1,0.027989,4.828756,[139 255] ; [30 30],[146.66519824 247.33480176] ; [22.33480176 37.66519824],0
s5,1,0.053205,3.737456,[ 67 326] ; [16 42],[ 72.32594235 320.67405765] ; [10.67405765 47.32594235],0
a8,1,0.072118,3.234143,[ 42 331] ; [ 2 55],[ 38.16744186 334.83255814] ; [ 5.83255814 51.16744186],0
v3,1,0.072443,3.226787,[116 271] ; [11 48],[110.19955157 276.80044843] ; [16.80044843 42.19955157],0
n4,1,0.084935,2.967852,[271 130] ; [35 27],[265.0237581 135.9762419] ; [40.9762419 21.0237581],0
p8,1,0.089734,2.879136,[176 221] ; [20 41],[169.89519651 227.10480349] ; [26.10480349 34.89519651],0
b3,1,0.097134,2.751984,[ 73 146] ; [ 5 23],[ 69.15789474 149.84210526] ; [ 8.84210526 19.15789474],0
b2,1,0.097134,2.751984,[ 73 146] ; [ 5 23],[ 69.15789474 149.84210526] ; [ 8.84210526 19.15789474],0
n6,1,0.107303,2.593495,[297 104] ; [51 10],[302.05194805  98.94805195] ; [45.94805195 15.05194805],0
u2,1,0.155525,2.017204,[80 82] ; [11 20],[76.38341969 85.61658031] ; [14.61658031 16.38341969],0
a3,1,0.16285,1.947557,[237 162] ; [31 31],[231.95661605 167.04338395] ; [36.04338395 25.95661605],0
b1,1,0.170214,1.881055,[153 249] ; [18 44],[148.15086207 253.84913793] ; [22.84913793 39.15086207],0
a6,1,0.171686,1.868161,[269 133] ; [36 26],[264.24568966 137.75431034] ; [40.75431034 21.24568966],0
d2,1,0.180976,1.789593,[164 234] ; [20 42],[159.2 238.8] ; [24.8 37.2],0
p10,1,0.231081,1.434195,[271 126] ; [47 15],[275.04575163 121.95424837] ; [42.95424837 19.04575163],0
p12,1,0.258728,1.275549,[ 19 381] ; [ 1 61],[ 17.31601732 382.68398268] ; [ 2.68398268 59.31601732],0
a1,1,0.26119,1.26244,[ 19 383] ; [ 1 61],[ 17.32758621 384.67241379] ; [ 2.67241379 59.32758621],0
a2,1,0.262742,1.254254,[ 68 334] ; [ 7 55],[ 64.97844828 337.02155172] ; [10.02155172 51.97844828],0
d3,1,0.275289,1.190202,[247 154] ; [42 19],[250.84199134 150.15800866] ; [38.15800866 22.84199134],0
p1,1,0.287082,1.133254,[ 27 373] ; [ 2 60],[ 25.10822511 374.89177489] ; [ 3.89177489 58.10822511],0
v4,1,0.29751,1.085322,[357  43] ; [58  4],[359.30735931  40.69264069] ; [55.69264069  6.30735931],0
p11,1,0.310528,1.028427,[297 105] ; [42 20],[293.70258621 108.29741379] ; [45.29741379 16.70258621],0
n5,1,0.396629,0.718523,[254 144] ; [43 19],[256.96956522 141.03043478] ; [40.03043478 21.96956522],0
p2,1,0.443817,0.586393,[302  98] ; [44 18],[299.56709957 100.43290043] ; [46.43290043 15.56709957],0
u3,1,0.455786,0.556224,[77 85] ; [17 14],[78.9015544 83.0984456] ; [15.0984456 15.9015544],0
d1,1,0.455814,0.556154,[202 200] ; [28 34],[199.26724138 202.73275862] ; [30.73275862 31.26724138],0
r1,1,0.504983,0.44445,[286 112] ; [42 20],[283.79130435 114.20869565] ; [44.20869565 17.79130435],0
p7,1,0.506022,0.442283,[208 185] ; [30 32],[205.56923077 187.43076923] ; [32.43076923 29.56923077],0
a4,1,0.522761,0.408442,[152 247] ; [21 41],[149.73318872 249.26681128] ; [23.26681128 38.73318872],0
b4,1,0.531305,0.391894,[236 166] ; [39 23],[238.25431034 163.74568966] ; [36.74568966 25.25431034],0
a7,1,0.539875,0.375771,[279 120] ; [45 16],[281.03478261 117.96521739] ; [42.96521739 18.03478261],0
v1,1,0.54224,0.371405,[177 215] ; [25 36],[174.799117 217.200883] ; [27.200883 33.799117],0
u1,1,0.600645,0.274024,[ 41 361] ; [ 5 57],[ 39.85344828 362.14655172] ; [ 6.14655172 55.85344828],0
s1,1,0.60116,0.27325,[ 11 383] ; [ 1 60],[ 10.39120879 383.60879121] ; [ 1.60879121 59.39120879],0
r2,1,0.603727,0.269411,[358  37] ; [54  7],[356.88596491  38.11403509] ; [55.11403509  5.88596491],0
n2,1,0.607019,0.264538,[75 31] ; [13  7],[74.03174603 31.96825397] ; [13.96825397  6.03174603],0
n3,1,0.625572,0.238113,[74 31] ; [13  7],[73.08 31.92] ; [13.92  6.08],0
s8,1,0.637232,0.222381,[ 74 327] ; [13 49],[ 75.34989201 325.65010799] ; [11.65010799 50.34989201],0
