Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,70.100577,[41 18] ; [ 44 222],[15.43076923 43.56923077] ; [ 69.56923077 196.43076923],1
s7,1,2e-06,22.464695,[25 32] ; [ 39 211],[11.88273616 45.11726384] ; [ 52.11726384 197.88273616],1
s8,1,8e-06,20.057078,[21 38] ; [ 32 237],[ 9.53353659 49.46646341] ; [ 43.46646341 225.53353659],1
p10,1,0.006511,7.403227,[47 12] ; [162 104],[37.94153846 21.05846154] ; [171.05846154  94.94153846],0
p7,1,0.011361,6.407953,[38 20] ; [125 140],[29.26934985 28.73065015] ; [133.73065015 131.26934985],0
s4,1,0.015424,5.867408,[10 49] ; [ 19 250],[ 5.21646341 53.78353659] ; [ 23.78353659 245.21646341],0
p6,1,0.025162,5.012708,[21 38] ; [ 57 205],[14.3364486 44.6635514] ; [ 63.6635514 198.3364486],0
p12,1,0.040499,4.196839,[ 3 56] ; [  3 264],[ 1.08588957 57.91411043] ; [  4.91411043 262.08588957],0
a8,1,0.053256,3.735876,[10 46] ; [ 22 222],[ 5.97333333 50.02666667] ; [ 26.02666667 217.97333333],0
p2,1,0.058242,3.586748,[48 11] ; [185  83],[42.03975535 16.96024465] ; [190.96024465  77.03975535],0
n5,1,0.09419,2.801273,[43 16] ; [163 103],[37.39692308 21.60307692] ; [168.60307692  97.39692308],0
u1,1,0.105044,2.627241,[10 49] ; [ 26 243],[ 6.47560976 52.52439024] ; [ 29.52439024 239.47560976],0
v3,1,0.120055,2.416602,[22 34] ; [ 75 186],[17.13564669 38.86435331] ; [ 79.86435331 181.13564669],0
p3,1,0.122284,2.38782,[26 32] ; [ 91 176],[20.88 37.12] ; [ 96.12 170.88],0
v1,1,0.153941,2.032762,[27 30] ; [ 99 167],[22.23529412 34.76470588] ; [103.76470588 162.23529412],0
r2,1,0.156323,2.009437,[54  4] ; [227  36],[50.77258567  7.22741433] ; [230.22741433  32.77258567],0
a1,1,0.156734,2.005457,[ 5 54] ; [ 11 258],[ 2.87804878 56.12195122] ; [ 13.12195122 255.87804878],0
s1,1,0.16451,1.932269,[ 4 55] ; [  8 258],[ 2.17846154 56.82153846] ; [  9.82153846 256.17846154],0
n4,1,0.171642,1.868544,[45 14] ; [180  88],[40.59633028 18.40366972] ; [184.40366972  83.59633028],0
s5,1,0.220929,1.498326,[ 8 49] ; [ 23 240],[ 5.521875 51.478125] ; [ 25.478125 237.521875],0
d4,1,0.223185,1.483777,[47 12] ; [192  75],[43.25460123 15.74539877] ; [195.74539877  71.25460123],0
p9,1,0.231677,1.430539,[44 15] ; [175  88],[40.12732919 18.87267081] ; [178.87267081  84.12732919],0
v2,1,0.236525,1.401186,[31 26] ; [118 140],[26.96190476 30.03809524] ; [122.03809524 135.96190476],0
u4,1,0.237084,1.39785,[ 1 58] ; [  1 268],[ 0.3597561 58.6402439] ; [  1.6402439 267.3597561],0
u3,1,0.237624,1.394636,[11  9] ; [39 57],[ 8.62068966 11.37931034] ; [41.37931034 54.62068966],0
p11,1,0.298507,1.08085,[44 15] ; [182  87],[40.65243902 18.34756098] ; [185.34756098  83.65243902],0
d5,1,0.344685,0.892929,[38 20] ; [193  76],[40.97247706 17.02752294] ; [190.02752294  78.97247706],0
r4,1,0.361247,0.833554,[47 12] ; [199  70],[44.25 14.75] ; [201.75  67.25],0
n2,1,0.373312,0.792609,[11  4] ; [49 31],[9.47368421 5.52631579] ; [50.52631579 29.47368421],0
d3,1,0.382159,0.763746,[38 20] ; [159 109],[35.04907975 22.95092025] ; [161.95092025 106.04907975],0
a7,1,0.390797,0.73646,[41 17] ; [173  94],[38.19076923 19.80923077] ; [175.80923077  91.19076923],0
b2,1,0.399057,0.711165,[15 18] ; [59 98],[12.85263158 20.14736842] ; [61.14736842 95.85263158],0
b3,1,0.399057,0.711165,[15 18] ; [59 98],[12.85263158 20.14736842] ; [61.14736842 95.85263158],0
v4,1,0.403132,0.698966,[53  6] ; [228  38],[51.01230769  7.98769231] ; [229.98769231  36.01230769],0
b5,1,0.412916,0.67039,[31 28] ; [157 112],[33.81707317 25.18292683] ; [154.18292683 114.81707317],0
p1,1,0.413593,0.668448,[ 3 56] ; [ 22 246],[ 4.51070336 54.48929664] ; [ 20.48929664 247.51070336],0
a5,1,0.528032,0.398177,[39 20] ; [166 103],[36.875 22.125] ; [168.125 100.875],0
r3,1,0.530692,0.393066,[52  7] ; [226  40],[50.46769231  8.53230769] ; [227.53230769  38.46769231],0
a2,1,0.549199,0.358754,[ 8 51] ; [ 45 224],[ 9.53353659 49.46646341] ; [ 43.46646341 225.53353659],0
a6,1,0.595069,0.282497,[36 23] ; [174  95],[37.77439024 21.22560976] ; [172.22560976  96.77439024],0
